# Source: https://www.elections.org.za/pw/StatsData/Voter-Registration-Statistics (IEC live dashboard)
"# Scraped live, all provinces, unfiltered. As-of date on IEC site: 23 September 2026"
province,municipality_code,municipality_name,age_group,gender,registered_voters,is_youth
Eastern Cape,EC156,Kumkani Mhlontlo,30-39,male,11751,False
Eastern Cape,EC156,Kumkani Mhlontlo,30-39,female,11975,False
Eastern Cape,EC156,Kumkani Mhlontlo,40-49,male,8527,False
Eastern Cape,EC156,Kumkani Mhlontlo,40-49,female,9814,False
Eastern Cape,EC156,Kumkani Mhlontlo,50-59,male,5505,False
Eastern Cape,EC156,Kumkani Mhlontlo,50-59,female,8547,False
Eastern Cape,EC156,Kumkani Mhlontlo,60-69,male,4730,False
Eastern Cape,EC156,Kumkani Mhlontlo,60-69,female,7856,False
Eastern Cape,EC156,Kumkani Mhlontlo,70-79,male,2550,False
Eastern Cape,EC156,Kumkani Mhlontlo,70-79,female,4854,False
Eastern Cape,EC156,Kumkani Mhlontlo,80+,male,1514,False
Eastern Cape,EC156,Kumkani Mhlontlo,80+,female,3671,False
Eastern Cape,EC157,King Sabata Dalindyebo,18-19,male,2934,True
Eastern Cape,EC157,King Sabata Dalindyebo,18-19,female,3660,True
Eastern Cape,EC157,King Sabata Dalindyebo,20-29,male,21902,True
Eastern Cape,EC157,King Sabata Dalindyebo,20-29,female,26769,True
Eastern Cape,EC157,King Sabata Dalindyebo,30-39,male,26501,False
Eastern Cape,EC157,King Sabata Dalindyebo,30-39,female,33448,False
Eastern Cape,EC157,King Sabata Dalindyebo,40-49,male,20367,False
Eastern Cape,EC157,King Sabata Dalindyebo,40-49,female,27731,False
Eastern Cape,EC157,King Sabata Dalindyebo,50-59,male,13264,False
Eastern Cape,EC157,King Sabata Dalindyebo,50-59,female,21854,False
Eastern Cape,EC157,King Sabata Dalindyebo,60-69,male,10144,False
Eastern Cape,EC157,King Sabata Dalindyebo,60-69,female,16596,False
Eastern Cape,EC157,King Sabata Dalindyebo,70-79,male,4973,False
Eastern Cape,EC157,King Sabata Dalindyebo,70-79,female,9062,False
Eastern Cape,EC157,King Sabata Dalindyebo,80+,male,3062,False
Eastern Cape,EC157,King Sabata Dalindyebo,80+,female,7017,False
Eastern Cape,EC441,Matatiele,18-19,male,1387,True
Eastern Cape,EC441,Matatiele,18-19,female,1389,True
Eastern Cape,EC441,Matatiele,20-29,male,10361,True
Eastern Cape,EC441,Matatiele,20-29,female,10492,True
Eastern Cape,EC441,Matatiele,30-39,male,11761,False
Eastern Cape,EC441,Matatiele,30-39,female,12646,False
Eastern Cape,EC441,Matatiele,40-49,male,8649,False
Eastern Cape,EC441,Matatiele,40-49,female,10269,False
Eastern Cape,EC441,Matatiele,50-59,male,5687,False
Eastern Cape,EC441,Matatiele,50-59,female,8582,False
Eastern Cape,EC441,Matatiele,60-69,male,5028,False
Eastern Cape,EC441,Matatiele,60-69,female,8126,False
Eastern Cape,EC441,Matatiele,70-79,male,2707,False
Eastern Cape,EC441,Matatiele,70-79,female,5231,False
Eastern Cape,EC441,Matatiele,80+,male,1429,False
Eastern Cape,EC441,Matatiele,80+,female,3706,False
Eastern Cape,EC442,Umzimvubu,18-19,male,2423,True
Eastern Cape,EC442,Umzimvubu,18-19,female,2408,True
Eastern Cape,EC442,Umzimvubu,20-29,male,11799,True
Eastern Cape,EC442,Umzimvubu,20-29,female,12180,True
Eastern Cape,EC442,Umzimvubu,30-39,male,13293,False
Eastern Cape,EC442,Umzimvubu,30-39,female,14278,False
Eastern Cape,EC442,Umzimvubu,40-49,male,9764,False
Eastern Cape,EC442,Umzimvubu,40-49,female,11259,False
Eastern Cape,EC442,Umzimvubu,50-59,male,5798,False
Eastern Cape,EC442,Umzimvubu,50-59,female,9111,False
Eastern Cape,EC442,Umzimvubu,60-69,male,4685,False
Eastern Cape,EC442,Umzimvubu,60-69,female,7834,False
Eastern Cape,EC442,Umzimvubu,70-79,male,2340,False
Eastern Cape,EC442,Umzimvubu,70-79,female,5007,False
Eastern Cape,EC442,Umzimvubu,80+,male,1315,False
Eastern Cape,EC442,Umzimvubu,80+,female,3735,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,18-19,male,2746,True
Eastern Cape,EC443,Winnie Madikizela-Mandela,18-19,female,3108,True
Eastern Cape,EC443,Winnie Madikizela-Mandela,20-29,male,16001,True
Eastern Cape,EC443,Winnie Madikizela-Mandela,20-29,female,17782,True
Eastern Cape,EC443,Winnie Madikizela-Mandela,30-39,male,16425,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,30-39,female,20189,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,40-49,male,11349,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,40-49,female,15492,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,50-59,male,6602,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,50-59,female,12359,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,60-69,male,5609,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,60-69,female,9734,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,70-79,male,2711,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,70-79,female,5265,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,80+,male,2164,False
Eastern Cape,EC443,Winnie Madikizela-Mandela,80+,female,5283,False
Eastern Cape,EC444,Ntabankulu,18-19,male,1768,True
Eastern Cape,EC444,Ntabankulu,18-19,female,1773,True
Eastern Cape,EC444,Ntabankulu,20-29,male,9177,True
Eastern Cape,EC444,Ntabankulu,20-29,female,9306,True
Eastern Cape,EC444,Ntabankulu,30-39,male,8361,False
Eastern Cape,EC444,Ntabankulu,30-39,female,9475,False
Eastern Cape,EC444,Ntabankulu,40-49,male,6278,False
Eastern Cape,EC444,Ntabankulu,40-49,female,7223,False
Eastern Cape,EC444,Ntabankulu,50-59,male,3305,False
Eastern Cape,EC444,Ntabankulu,50-59,female,5187,False
Eastern Cape,EC444,Ntabankulu,60-69,male,2683,False
Eastern Cape,EC444,Ntabankulu,60-69,female,4609,False
Eastern Cape,EC444,Ntabankulu,70-79,male,1448,False
Eastern Cape,EC444,Ntabankulu,70-79,female,2911,False
Eastern Cape,EC444,Ntabankulu,80+,male,1330,False
Eastern Cape,EC444,Ntabankulu,80+,female,2945,False
Eastern Cape,NMA,Nelson Mandela Bay,18-19,male,9595,True
Eastern Cape,NMA,Nelson Mandela Bay,18-19,female,11211,True
Eastern Cape,NMA,Nelson Mandela Bay,20-29,male,42818,True
Eastern Cape,NMA,Nelson Mandela Bay,20-29,female,57017,True
Eastern Cape,NMA,Nelson Mandela Bay,30-39,male,56452,False
Eastern Cape,NMA,Nelson Mandela Bay,30-39,female,70621,False
Eastern Cape,NMA,Nelson Mandela Bay,40-49,male,61659,False
Eastern Cape,NMA,Nelson Mandela Bay,40-49,female,71160,False
Eastern Cape,NMA,Nelson Mandela Bay,50-59,male,52302,False
Eastern Cape,NMA,Nelson Mandela Bay,50-59,female,62386,False
Eastern Cape,NMA,Nelson Mandela Bay,60-69,male,35237,False
Eastern Cape,NMA,Nelson Mandela Bay,60-69,female,48775,False
Eastern Cape,NMA,Nelson Mandela Bay,70-79,male,15922,False
Eastern Cape,NMA,Nelson Mandela Bay,70-79,female,25722,False
Eastern Cape,NMA,Nelson Mandela Bay,80+,male,5144,False
Eastern Cape,NMA,Nelson Mandela Bay,80+,female,10424,False
Free State,FS161,Letsemeng,18-19,male,252,True
Free State,FS161,Letsemeng,18-19,female,341,True
Free State,FS161,Letsemeng,20-29,male,1817,True
Free State,FS161,Letsemeng,20-29,female,2035,True
Free State,FS161,Letsemeng,30-39,male,2215,False
Free State,FS161,Letsemeng,30-39,female,2613,False
Free State,FS161,Letsemeng,40-49,male,2000,False
Free State,FS161,Letsemeng,40-49,female,2232,False
Free State,FS161,Letsemeng,50-59,male,1623,False
Free State,FS161,Letsemeng,50-59,female,1957,False
Free State,FS161,Letsemeng,60-69,male,1162,False
Free State,FS161,Letsemeng,60-69,female,1400,False
Free State,FS161,Letsemeng,70-79,male,509,False
Free State,FS161,Letsemeng,70-79,female,657,False
Free State,FS161,Letsemeng,80+,male,129,False
Free State,FS161,Letsemeng,80+,female,288,False
Free State,FS162,Kopanong,18-19,male,289,True
Free State,FS162,Kopanong,18-19,female,357,True
Free State,FS162,Kopanong,20-29,male,1802,True
Free State,FS162,Kopanong,20-29,female,2283,True
Free State,FS162,Kopanong,30-39,male,2847,False
Free State,FS162,Kopanong,30-39,female,3400,False
Free State,FS162,Kopanong,40-49,male,2828,False
Free State,FS162,Kopanong,40-49,female,3032,False
Free State,FS162,Kopanong,50-59,male,2150,False
Free State,FS162,Kopanong,50-59,female,2523,False
Free State,FS162,Kopanong,60-69,male,1453,False
Free State,FS162,Kopanong,60-69,female,1875,False
Free State,FS162,Kopanong,70-79,male,649,False
Free State,FS162,Kopanong,70-79,female,1075,False
Free State,FS162,Kopanong,80+,male,220,False
Free State,FS162,Kopanong,80+,female,459,False
Free State,FS163,Mohokare,18-19,male,232,True
Free State,FS163,Mohokare,18-19,female,261,True
Free State,FS163,Mohokare,20-29,male,1487,True
Free State,FS163,Mohokare,20-29,female,1920,True
Free State,FS163,Mohokare,30-39,male,2123,False
Free State,FS163,Mohokare,30-39,female,2396,False
Free State,FS163,Mohokare,40-49,male,1867,False
Free State,FS163,Mohokare,40-49,female,2111,False
Free State,FS163,Mohokare,50-59,male,1416,False
Free State,FS163,Mohokare,50-59,female,1680,False
Free State,FS163,Mohokare,60-69,male,851,False
Free State,FS163,Mohokare,60-69,female,1316,False
Free State,FS163,Mohokare,70-79,male,483,False
Free State,FS163,Mohokare,70-79,female,801,False
Free State,FS163,Mohokare,80+,male,222,False
Free State,FS163,Mohokare,80+,female,752,False
Free State,FS181,Masilonyana,18-19,male,364,True
Free State,FS181,Masilonyana,18-19,female,461,True
Free State,FS181,Masilonyana,20-29,male,2513,True
Free State,FS181,Masilonyana,20-29,female,2963,True
Free State,FS181,Masilonyana,30-39,male,3263,False
Free State,FS181,Masilonyana,30-39,female,3727,False
Free State,FS181,Masilonyana,40-49,male,3534,False
Free State,FS181,Masilonyana,40-49,female,3574,False
Free State,FS181,Masilonyana,50-59,male,2842,False
Free State,FS181,Masilonyana,50-59,female,2806,False
Free State,FS181,Masilonyana,60-69,male,1615,False
Free State,FS181,Masilonyana,60-69,female,2167,False
Free State,FS181,Masilonyana,70-79,male,734,False
Free State,FS181,Masilonyana,70-79,female,1256,False
Free State,FS181,Masilonyana,80+,male,210,False
Free State,FS181,Masilonyana,80+,female,549,False
Free State,FS182,Tokologo,18-19,male,176,True
Free State,FS182,Tokologo,18-19,female,213,True
Free State,FS182,Tokologo,20-29,male,1233,True
Free State,FS182,Tokologo,20-29,female,1535,True
Free State,FS182,Tokologo,30-39,male,1582,False
Free State,FS182,Tokologo,30-39,female,1923,False
Free State,FS182,Tokologo,40-49,male,1543,False
Free State,FS182,Tokologo,40-49,female,1655,False
Free State,FS182,Tokologo,50-59,male,1269,False
Free State,FS182,Tokologo,50-59,female,1349,False
Free State,FS182,Tokologo,60-69,male,763,False
Free State,FS182,Tokologo,60-69,female,920,False
Free State,FS182,Tokologo,70-79,male,312,False
Free State,FS182,Tokologo,70-79,female,521,False
Free State,FS182,Tokologo,80+,male,97,False
Free State,FS182,Tokologo,80+,female,208,False
Free State,FS183,Tswelopele,18-19,male,271,True
Free State,FS183,Tswelopele,18-19,female,350,True
Free State,FS183,Tswelopele,20-29,male,2210,True
Free State,FS183,Tswelopele,20-29,female,2841,True
Free State,FS183,Tswelopele,30-39,male,3192,False
Free State,FS183,Tswelopele,30-39,female,3621,False
Free State,FS183,Tswelopele,40-49,male,2852,False
Free State,FS183,Tswelopele,40-49,female,3219,False
Free State,FS183,Tswelopele,50-59,male,2023,False
Free State,FS183,Tswelopele,50-59,female,2385,False
Free State,FS183,Tswelopele,60-69,male,1340,False
Free State,FS183,Tswelopele,60-69,female,1760,False
Free State,FS183,Tswelopele,70-79,male,561,False
Free State,FS183,Tswelopele,70-79,female,921,False
Free State,FS183,Tswelopele,80+,male,151,False
Free State,FS183,Tswelopele,80+,female,397,False
Free State,FS184,Matjhabeng,18-19,male,1824,True
Free State,FS184,Matjhabeng,18-19,female,2179,True
Free State,FS184,Matjhabeng,20-29,male,12617,True
Free State,FS184,Matjhabeng,20-29,female,15928,True
Free State,FS184,Matjhabeng,30-39,male,22011,False
Free State,FS184,Matjhabeng,30-39,female,25433,False
Free State,FS184,Matjhabeng,40-49,male,21958,False
Free State,FS184,Matjhabeng,40-49,female,23663,False
Free State,FS184,Matjhabeng,50-59,male,16239,False
Free State,FS184,Matjhabeng,50-59,female,19210,False
Free State,FS184,Matjhabeng,60-69,male,12759,False
Free State,FS184,Matjhabeng,60-69,female,16186,False
Free State,FS184,Matjhabeng,70-79,male,4971,False
Free State,FS184,Matjhabeng,70-79,female,7339,False
Free State,FS184,Matjhabeng,80+,male,1331,False
Free State,FS184,Matjhabeng,80+,female,2789,False
Free State,FS185,Nala,18-19,male,524,True
Free State,FS185,Nala,18-19,female,604,True
Free State,FS185,Nala,20-29,male,3211,True
Free State,FS185,Nala,20-29,female,3650,True
Free State,FS185,Nala,30-39,male,4151,False
Free State,FS185,Nala,30-39,female,5097,False
Free State,FS185,Nala,40-49,male,4614,False
Free State,FS185,Nala,40-49,female,5130,False
Free State,FS185,Nala,50-59,male,3316,False
Free State,FS185,Nala,50-59,female,3822,False
Free State,FS185,Nala,60-69,male,2086,False
Free State,FS185,Nala,60-69,female,2921,False
Free State,FS185,Nala,70-79,male,971,False
Free State,FS185,Nala,70-79,female,1771,False
Free State,FS185,Nala,80+,male,282,False
Free State,FS185,Nala,80+,female,752,False
Free State,FS191,Setsoto,18-19,male,519,True
Free State,FS191,Setsoto,18-19,female,672,True
Free State,FS191,Setsoto,20-29,male,3739,True
Free State,FS191,Setsoto,20-29,female,4568,True
Free State,FS191,Setsoto,30-39,male,5990,False
Free State,FS191,Setsoto,30-39,female,7137,False
Free State,FS191,Setsoto,40-49,male,6171,False
Free State,FS191,Setsoto,40-49,female,7237,False
Free State,FS191,Setsoto,50-59,male,4592,False
Free State,FS191,Setsoto,50-59,female,5465,False
Free State,FS191,Setsoto,60-69,male,2791,False
Free State,FS191,Setsoto,60-69,female,4442,False
Free State,FS191,Setsoto,70-79,male,1470,False
Free State,FS191,Setsoto,70-79,female,2676,False
Free State,FS191,Setsoto,80+,male,685,False
Free State,FS191,Setsoto,80+,female,1942,False
Free State,FS192,Dihlabeng,18-19,male,770,True
Free State,FS192,Dihlabeng,18-19,female,948,True
Free State,FS192,Dihlabeng,20-29,male,5778,True
Free State,FS192,Dihlabeng,20-29,female,6761,True
Free State,FS192,Dihlabeng,30-39,male,8379,False
Free State,FS192,Dihlabeng,30-39,female,9579,False
Free State,FS192,Dihlabeng,40-49,male,8109,False
Free State,FS192,Dihlabeng,40-49,female,8996,False
Free State,FS192,Dihlabeng,50-59,male,5968,False
Free State,FS192,Dihlabeng,50-59,female,6762,False
Free State,FS192,Dihlabeng,60-69,male,3586,False
Free State,FS192,Dihlabeng,60-69,female,5216,False
Free State,FS192,Dihlabeng,70-79,male,1616,False
Free State,FS192,Dihlabeng,70-79,female,2879,False
Free State,FS192,Dihlabeng,80+,male,645,False
Free State,FS192,Dihlabeng,80+,female,1568,False
Free State,FS193,Nketoana,18-19,male,370,True
Free State,FS193,Nketoana,18-19,female,452,True
Free State,FS193,Nketoana,20-29,male,2408,True
Free State,FS193,Nketoana,20-29,female,2995,True
Free State,FS193,Nketoana,30-39,male,3446,False
Free State,FS193,Nketoana,30-39,female,4130,False
Free State,FS193,Nketoana,40-49,male,3308,False
Free State,FS193,Nketoana,40-49,female,4049,False
Free State,FS193,Nketoana,50-59,male,2305,False
Free State,FS193,Nketoana,50-59,female,2870,False
Free State,FS193,Nketoana,60-69,male,1514,False
Free State,FS193,Nketoana,60-69,female,2304,False
Free State,FS193,Nketoana,70-79,male,698,False
Free State,FS193,Nketoana,70-79,female,1271,False
Free State,FS193,Nketoana,80+,male,195,False
Free State,FS193,Nketoana,80+,female,553,False
Free State,FS194,Maluti a Phofung,18-19,male,2064,True
Free State,FS194,Maluti a Phofung,18-19,female,2443,True
Free State,FS194,Maluti a Phofung,20-29,male,12876,True
Free State,FS194,Maluti a Phofung,20-29,female,17437,True
Free State,FS194,Maluti a Phofung,30-39,male,21613,False
Free State,FS194,Maluti a Phofung,30-39,female,25533,False
Free State,FS194,Maluti a Phofung,40-49,male,18588,False
Free State,FS194,Maluti a Phofung,40-49,female,22840,False
Free State,FS194,Maluti a Phofung,50-59,male,12304,False
Free State,FS194,Maluti a Phofung,50-59,female,17326,False
Free State,FS194,Maluti a Phofung,60-69,male,8019,False
Free State,FS194,Maluti a Phofung,60-69,female,13942,False
Free State,FS194,Maluti a Phofung,70-79,male,3450,False
Free State,FS194,Maluti a Phofung,70-79,female,7462,False
Free State,FS194,Maluti a Phofung,80+,male,984,False
Free State,FS194,Maluti a Phofung,80+,female,3016,False
Free State,FS195,Phumelela,18-19,male,201,True
Free State,FS195,Phumelela,18-19,female,262,True
Free State,FS195,Phumelela,20-29,male,1773,True
Free State,FS195,Phumelela,20-29,female,2272,True
Free State,FS195,Phumelela,30-39,male,2910,False
Free State,FS195,Phumelela,30-39,female,3397,False
Free State,FS195,Phumelela,40-49,male,2759,False
Free State,FS195,Phumelela,40-49,female,2903,False
Free State,FS195,Phumelela,50-59,male,2000,False
Free State,FS195,Phumelela,50-59,female,2254,False
Free State,FS195,Phumelela,60-69,male,1338,False
Free State,FS195,Phumelela,60-69,female,1835,False
Free State,FS195,Phumelela,70-79,male,587,False
Free State,FS195,Phumelela,70-79,female,942,False
Free State,FS195,Phumelela,80+,male,166,False
Free State,FS195,Phumelela,80+,female,392,False
Free State,FS196,Mantsopa,18-19,male,373,True
Free State,FS196,Mantsopa,18-19,female,406,True
Free State,FS196,Mantsopa,20-29,male,2355,True
Free State,FS196,Mantsopa,20-29,female,2633,True
Free State,FS196,Mantsopa,30-39,male,3164,False
Free State,FS196,Mantsopa,30-39,female,3588,False
Free State,FS196,Mantsopa,40-49,male,3047,False
Free State,FS196,Mantsopa,40-49,female,3236,False
Free State,FS196,Mantsopa,50-59,male,2388,False
Free State,FS196,Mantsopa,50-59,female,2606,False
Free State,FS196,Mantsopa,60-69,male,1413,False
Free State,FS196,Mantsopa,60-69,female,2108,False
Free State,FS196,Mantsopa,70-79,male,678,False
Free State,FS196,Mantsopa,70-79,female,1306,False
Free State,FS196,Mantsopa,80+,male,305,False
Free State,FS196,Mantsopa,80+,female,775,False
Free State,FS201,Moqhaka,18-19,male,1040,True
Free State,FS201,Moqhaka,18-19,female,1162,True
Free State,FS201,Moqhaka,20-29,male,5552,True
Free State,FS201,Moqhaka,20-29,female,6333,True
Free State,FS201,Moqhaka,30-39,male,7779,False
Free State,FS201,Moqhaka,30-39,female,8890,False
Free State,FS201,Moqhaka,40-49,male,8866,False
Free State,FS201,Moqhaka,40-49,female,9333,False
Free State,FS201,Moqhaka,50-59,male,6939,False
Free State,FS201,Moqhaka,50-59,female,7455,False
Free State,FS201,Moqhaka,60-69,male,4407,False
Free State,FS201,Moqhaka,60-69,female,6311,False
Free State,FS201,Moqhaka,70-79,male,1963,False
Free State,FS201,Moqhaka,70-79,female,3592,False
Free State,FS201,Moqhaka,80+,male,536,False
Free State,FS201,Moqhaka,80+,female,1593,False
Free State,FS203,Ngwathe,18-19,male,497,True
Free State,FS203,Ngwathe,18-19,female,615,True
Free State,FS203,Ngwathe,20-29,male,3250,True
Free State,FS203,Ngwathe,20-29,female,4053,True
Free State,FS203,Ngwathe,30-39,male,4749,False
Free State,FS203,Ngwathe,30-39,female,5913,False
Free State,FS203,Ngwathe,40-49,male,5218,False
Free State,FS203,Ngwathe,40-49,female,5918,False
Free State,FS203,Ngwathe,50-59,male,4180,False
Free State,FS203,Ngwathe,50-59,female,5017,False
Free State,FS203,Ngwathe,60-69,male,2909,False
Free State,FS203,Ngwathe,60-69,female,4074,False
Free State,FS203,Ngwathe,70-79,male,1534,False
Free State,FS203,Ngwathe,70-79,female,2515,False
Free State,FS203,Ngwathe,80+,male,508,False
Free State,FS203,Ngwathe,80+,female,1205,False
Free State,FS204,Metsimaholo,18-19,male,1258,True
Free State,FS204,Metsimaholo,18-19,female,1533,True
Free State,FS204,Metsimaholo,20-29,male,8300,True
Free State,FS204,Metsimaholo,20-29,female,9715,True
Free State,FS204,Metsimaholo,30-39,male,11886,False
Free State,FS204,Metsimaholo,30-39,female,12890,False
Free State,FS204,Metsimaholo,40-49,male,12576,False
Free State,FS204,Metsimaholo,40-49,female,12634,False
Free State,FS204,Metsimaholo,50-59,male,9163,False
Free State,FS204,Metsimaholo,50-59,female,9359,False
Free State,FS204,Metsimaholo,60-69,male,5484,False
Free State,FS204,Metsimaholo,60-69,female,6760,False
Free State,FS204,Metsimaholo,70-79,male,2319,False
Free State,FS204,Metsimaholo,70-79,female,3284,False
Free State,FS204,Metsimaholo,80+,male,659,False
Free State,FS204,Metsimaholo,80+,female,1328,False
Free State,FS205,Mafube,18-19,male,387,True
Free State,FS205,Mafube,18-19,female,474,True
Free State,FS205,Mafube,20-29,male,2183,True
Free State,FS205,Mafube,20-29,female,2568,True
Free State,FS205,Mafube,30-39,male,3189,False
Free State,FS205,Mafube,30-39,female,4017,False
Free State,FS205,Mafube,40-49,male,3474,False
Free State,FS205,Mafube,40-49,female,3883,False
Free State,FS205,Mafube,50-59,male,2360,False
Free State,FS205,Mafube,50-59,female,2884,False
Free State,FS205,Mafube,60-69,male,1627,False
Free State,FS205,Mafube,60-69,female,2352,False
Free State,FS205,Mafube,70-79,male,691,False
Free State,FS205,Mafube,70-79,female,1304,False
Free State,FS205,Mafube,80+,male,221,False
Free State,FS205,Mafube,80+,female,555,False
Free State,MAN,Mangaung,18-19,male,4349,True
Free State,MAN,Mangaung,18-19,female,5806,True
Free State,MAN,Mangaung,20-29,male,31233,True
Free State,MAN,Mangaung,20-29,female,40584,True
Free State,MAN,Mangaung,30-39,male,46652,False
Free State,MAN,Mangaung,30-39,female,53754,False
Free State,MAN,Mangaung,40-49,male,45831,False
Free State,MAN,Mangaung,40-49,female,50697,False
Free State,MAN,Mangaung,50-59,male,35516,False
Free State,MAN,Mangaung,50-59,female,42505,False
Free State,MAN,Mangaung,60-69,male,21602,False
Free State,MAN,Mangaung,60-69,female,31347,False
Free State,MAN,Mangaung,70-79,male,9444,False
Free State,MAN,Mangaung,70-79,female,17062,False
Free State,MAN,Mangaung,80+,male,3062,False
Free State,MAN,Mangaung,80+,female,7859,False
Gauteng,EKU,Ekurhuleni,18-19,male,9652,True
Gauteng,EKU,Ekurhuleni,18-19,female,12937,True
Gauteng,EKU,Ekurhuleni,20-29,male,102755,True
Gauteng,EKU,Ekurhuleni,20-29,female,130699,True
Gauteng,EKU,Ekurhuleni,30-39,male,198984,False
Gauteng,EKU,Ekurhuleni,30-39,female,215894,False
Gauteng,EKU,Ekurhuleni,40-49,male,214287,False
Gauteng,EKU,Ekurhuleni,40-49,female,203401,False
Gauteng,EKU,Ekurhuleni,50-59,male,161633,False
Gauteng,EKU,Ekurhuleni,50-59,female,155597,False
Gauteng,EKU,Ekurhuleni,60-69,male,88321,False
Gauteng,EKU,Ekurhuleni,60-69,female,103876,False
Gauteng,EKU,Ekurhuleni,70-79,male,34886,False
Gauteng,EKU,Ekurhuleni,70-79,female,49126,False
Gauteng,EKU,Ekurhuleni,80+,male,10428,False
Gauteng,EKU,Ekurhuleni,80+,female,19251,False
Gauteng,GT421,Emfuleni,18-19,male,2495,True
Gauteng,GT421,Emfuleni,18-19,female,3874,True
Gauteng,GT421,Emfuleni,20-29,male,22511,True
Gauteng,GT421,Emfuleni,20-29,female,30911,True
Gauteng,GT421,Emfuleni,30-39,male,36187,False
Gauteng,GT421,Emfuleni,30-39,female,43338,False
Gauteng,GT421,Emfuleni,40-49,male,40503,False
Gauteng,GT421,Emfuleni,40-49,female,42698,False
Gauteng,GT421,Emfuleni,50-59,male,32689,False
Gauteng,GT421,Emfuleni,50-59,female,35896,False
Gauteng,GT421,Emfuleni,60-69,male,21350,False
Gauteng,GT421,Emfuleni,60-69,female,27762,False
Gauteng,GT421,Emfuleni,70-79,male,9318,False
Gauteng,GT421,Emfuleni,70-79,female,14105,False
Gauteng,GT421,Emfuleni,80+,male,2569,False
Gauteng,GT421,Emfuleni,80+,female,5331,False
Gauteng,GT422,Midvaal,18-19,male,519,True
Gauteng,GT422,Midvaal,18-19,female,641,True
Gauteng,GT422,Midvaal,20-29,male,4210,True
Gauteng,GT422,Midvaal,20-29,female,4774,True
Gauteng,GT422,Midvaal,30-39,male,6736,False
Gauteng,GT422,Midvaal,30-39,female,7403,False
Gauteng,GT422,Midvaal,40-49,male,7320,False
Gauteng,GT422,Midvaal,40-49,female,7249,False
Gauteng,GT422,Midvaal,50-59,male,6432,False
Gauteng,GT422,Midvaal,50-59,female,6304,False
Gauteng,GT422,Midvaal,60-69,male,4214,False
Gauteng,GT422,Midvaal,60-69,female,4487,False
Gauteng,GT422,Midvaal,70-79,male,1940,False
Gauteng,GT422,Midvaal,70-79,female,2420,False
Gauteng,GT422,Midvaal,80+,male,626,False
Gauteng,GT422,Midvaal,80+,female,996,False
Gauteng,GT423,Lesedi,18-19,male,394,True
Gauteng,GT423,Lesedi,18-19,female,580,True
Gauteng,GT423,Lesedi,20-29,male,3683,True
Gauteng,GT423,Lesedi,20-29,female,4896,True
Gauteng,GT423,Lesedi,30-39,male,5753,False
Gauteng,GT423,Lesedi,30-39,female,6888,False
Gauteng,GT423,Lesedi,40-49,male,6184,False
Gauteng,GT423,Lesedi,40-49,female,6496,False
Gauteng,GT423,Lesedi,50-59,male,4782,False
Gauteng,GT423,Lesedi,50-59,female,5022,False
Gauteng,GT423,Lesedi,60-69,male,2983,False
Gauteng,GT423,Lesedi,60-69,female,3646,False
Gauteng,GT423,Lesedi,70-79,male,1344,False
Gauteng,GT423,Lesedi,70-79,female,1883,False
Gauteng,GT423,Lesedi,80+,male,420,False
Gauteng,GT423,Lesedi,80+,female,784,False
Gauteng,GT481,Mogale City,18-19,male,1380,True
Gauteng,GT481,Mogale City,18-19,female,1912,True
Gauteng,GT481,Mogale City,20-29,male,12430,True
Gauteng,GT481,Mogale City,20-29,female,15855,True
Gauteng,GT481,Mogale City,30-39,male,21387,False
Gauteng,GT481,Mogale City,30-39,female,23328,False
Gauteng,GT481,Mogale City,40-49,male,23349,False
Gauteng,GT481,Mogale City,40-49,female,23332,False
Gauteng,GT481,Mogale City,50-59,male,18656,False
Gauteng,GT481,Mogale City,50-59,female,19354,False
Gauteng,GT481,Mogale City,60-69,male,11349,False
Gauteng,GT481,Mogale City,60-69,female,13674,False
Gauteng,GT481,Mogale City,70-79,male,5067,False
Gauteng,GT481,Mogale City,70-79,female,6788,False
Gauteng,GT481,Mogale City,80+,male,1592,False
Gauteng,GT481,Mogale City,80+,female,2796,False
Gauteng,GT484,Merafong City,18-19,male,651,True
Gauteng,GT484,Merafong City,18-19,female,895,True
Gauteng,GT484,Merafong City,20-29,male,6303,True
Gauteng,GT484,Merafong City,20-29,female,7879,True
Gauteng,GT484,Merafong City,30-39,male,11730,False
Gauteng,GT484,Merafong City,30-39,female,12132,False
Gauteng,GT484,Merafong City,40-49,male,13254,False
Gauteng,GT484,Merafong City,40-49,female,11049,False
Gauteng,GT484,Merafong City,50-59,male,9112,False
Gauteng,GT484,Merafong City,50-59,female,8287,False
Gauteng,GT484,Merafong City,60-69,male,5578,False
Gauteng,GT484,Merafong City,60-69,female,6045,False
Gauteng,GT484,Merafong City,70-79,male,2001,False
