# Source: https://www.elections.org.za/pw/StatsData/Voter-Registration-Statistics (IEC live dashboard)
"# Scraped live, all provinces, unfiltered. As-of date on IEC site: 23 September 2026"
province,municipality_code,municipality_name,age_group,gender,registered_voters,is_youth
Gauteng,GT484,Merafong City,70-79,female,2531,False
Gauteng,GT484,Merafong City,80+,male,541,False
Gauteng,GT484,Merafong City,80+,female,910,False
Gauteng,GT485,Rand West City,18-19,male,954,True
Gauteng,GT485,Rand West City,18-19,female,1321,True
Gauteng,GT485,Rand West City,20-29,male,10002,True
Gauteng,GT485,Rand West City,20-29,female,13172,True
Gauteng,GT485,Rand West City,30-39,male,16392,False
Gauteng,GT485,Rand West City,30-39,female,17344,False
Gauteng,GT485,Rand West City,40-49,male,17310,False
Gauteng,GT485,Rand West City,40-49,female,15736,False
Gauteng,GT485,Rand West City,50-59,male,12090,False
Gauteng,GT485,Rand West City,50-59,female,12560,False
Gauteng,GT485,Rand West City,60-69,male,7587,False
Gauteng,GT485,Rand West City,60-69,female,8842,False
Gauteng,GT485,Rand West City,70-79,male,2693,False
Gauteng,GT485,Rand West City,70-79,female,3768,False
Gauteng,GT485,Rand West City,80+,male,797,False
Gauteng,GT485,Rand West City,80+,female,1413,False
Gauteng,JHB,City of Johannesburg,18-19,male,14768,True
Gauteng,JHB,City of Johannesburg,18-19,female,21305,True
Gauteng,JHB,City of Johannesburg,20-29,male,149098,True
Gauteng,JHB,City of Johannesburg,20-29,female,200416,True
Gauteng,JHB,City of Johannesburg,30-39,male,268827,False
Gauteng,JHB,City of Johannesburg,30-39,female,301400,False
Gauteng,JHB,City of Johannesburg,40-49,male,285865,False
Gauteng,JHB,City of Johannesburg,40-49,female,292996,False
Gauteng,JHB,City of Johannesburg,50-59,male,223926,False
Gauteng,JHB,City of Johannesburg,50-59,female,225624,False
Gauteng,JHB,City of Johannesburg,60-69,male,118397,False
Gauteng,JHB,City of Johannesburg,60-69,female,144943,False
Gauteng,JHB,City of Johannesburg,70-79,male,48694,False
Gauteng,JHB,City of Johannesburg,70-79,female,72599,False
Gauteng,JHB,City of Johannesburg,80+,male,17172,False
Gauteng,JHB,City of Johannesburg,80+,female,31341,False
Gauteng,TSH,City of Tshwane,18-19,male,12095,True
Gauteng,TSH,City of Tshwane,18-19,female,17035,True
Gauteng,TSH,City of Tshwane,20-29,male,108266,True
Gauteng,TSH,City of Tshwane,20-29,female,144023,True
Gauteng,TSH,City of Tshwane,30-39,male,169522,False
Gauteng,TSH,City of Tshwane,30-39,female,201481,False
Gauteng,TSH,City of Tshwane,40-49,male,187896,False
Gauteng,TSH,City of Tshwane,40-49,female,198599,False
Gauteng,TSH,City of Tshwane,50-59,male,152294,False
Gauteng,TSH,City of Tshwane,50-59,female,159212,False
Gauteng,TSH,City of Tshwane,60-69,male,89992,False
Gauteng,TSH,City of Tshwane,60-69,female,108223,False
Gauteng,TSH,City of Tshwane,70-79,male,40252,False
Gauteng,TSH,City of Tshwane,70-79,female,55947,False
Gauteng,TSH,City of Tshwane,80+,male,13247,False
Gauteng,TSH,City of Tshwane,80+,female,25918,False
KwaZulu-Natal,ETH,eThekwini,18-19,male,14493,True
KwaZulu-Natal,ETH,eThekwini,18-19,female,20312,True
KwaZulu-Natal,ETH,eThekwini,20-29,male,129923,True
KwaZulu-Natal,ETH,eThekwini,20-29,female,178369,True
KwaZulu-Natal,ETH,eThekwini,30-39,male,242800,False
KwaZulu-Natal,ETH,eThekwini,30-39,female,273822,False
KwaZulu-Natal,ETH,eThekwini,40-49,male,228134,False
KwaZulu-Natal,ETH,eThekwini,40-49,female,240921,False
KwaZulu-Natal,ETH,eThekwini,50-59,male,153839,False
KwaZulu-Natal,ETH,eThekwini,50-59,female,176027,False
KwaZulu-Natal,ETH,eThekwini,60-69,male,90217,False
KwaZulu-Natal,ETH,eThekwini,60-69,female,126867,False
KwaZulu-Natal,ETH,eThekwini,70-79,male,42553,False
KwaZulu-Natal,ETH,eThekwini,70-79,female,68970,False
KwaZulu-Natal,ETH,eThekwini,80+,male,14270,False
KwaZulu-Natal,ETH,eThekwini,80+,female,30403,False
KwaZulu-Natal,KZN212,uMdoni,18-19,male,1396,True
KwaZulu-Natal,KZN212,uMdoni,18-19,female,1499,True
KwaZulu-Natal,KZN212,uMdoni,20-29,male,6679,True
KwaZulu-Natal,KZN212,uMdoni,20-29,female,8348,True
KwaZulu-Natal,KZN212,uMdoni,30-39,male,9331,False
KwaZulu-Natal,KZN212,uMdoni,30-39,female,10883,False
KwaZulu-Natal,KZN212,uMdoni,40-49,male,7376,False
KwaZulu-Natal,KZN212,uMdoni,40-49,female,8423,False
KwaZulu-Natal,KZN212,uMdoni,50-59,male,5066,False
KwaZulu-Natal,KZN212,uMdoni,50-59,female,6877,False
KwaZulu-Natal,KZN212,uMdoni,60-69,male,3905,False
KwaZulu-Natal,KZN212,uMdoni,60-69,female,5958,False
KwaZulu-Natal,KZN212,uMdoni,70-79,male,2176,False
KwaZulu-Natal,KZN212,uMdoni,70-79,female,3369,False
KwaZulu-Natal,KZN212,uMdoni,80+,male,980,False
KwaZulu-Natal,KZN212,uMdoni,80+,female,2177,False
KwaZulu-Natal,KZN213,uMzumbe,18-19,male,1423,True
KwaZulu-Natal,KZN213,uMzumbe,18-19,female,1651,True
KwaZulu-Natal,KZN213,uMzumbe,20-29,male,7694,True
KwaZulu-Natal,KZN213,uMzumbe,20-29,female,8549,True
KwaZulu-Natal,KZN213,uMzumbe,30-39,male,9666,False
KwaZulu-Natal,KZN213,uMzumbe,30-39,female,11008,False
KwaZulu-Natal,KZN213,uMzumbe,40-49,male,7299,False
KwaZulu-Natal,KZN213,uMzumbe,40-49,female,8337,False
KwaZulu-Natal,KZN213,uMzumbe,50-59,male,4629,False
KwaZulu-Natal,KZN213,uMzumbe,50-59,female,6732,False
KwaZulu-Natal,KZN213,uMzumbe,60-69,male,3405,False
KwaZulu-Natal,KZN213,uMzumbe,60-69,female,6095,False
KwaZulu-Natal,KZN213,uMzumbe,70-79,male,1906,False
KwaZulu-Natal,KZN213,uMzumbe,70-79,female,3391,False
KwaZulu-Natal,KZN213,uMzumbe,80+,male,690,False
KwaZulu-Natal,KZN213,uMzumbe,80+,female,2120,False
KwaZulu-Natal,KZN214,uMuziwabantu,18-19,male,977,True
KwaZulu-Natal,KZN214,uMuziwabantu,18-19,female,1172,True
KwaZulu-Natal,KZN214,uMuziwabantu,20-29,male,5314,True
KwaZulu-Natal,KZN214,uMuziwabantu,20-29,female,5648,True
KwaZulu-Natal,KZN214,uMuziwabantu,30-39,male,6189,False
KwaZulu-Natal,KZN214,uMuziwabantu,30-39,female,7431,False
KwaZulu-Natal,KZN214,uMuziwabantu,40-49,male,4175,False
KwaZulu-Natal,KZN214,uMuziwabantu,40-49,female,5524,False
KwaZulu-Natal,KZN214,uMuziwabantu,50-59,male,2544,False
KwaZulu-Natal,KZN214,uMuziwabantu,50-59,female,4272,False
KwaZulu-Natal,KZN214,uMuziwabantu,60-69,male,1795,False
KwaZulu-Natal,KZN214,uMuziwabantu,60-69,female,3242,False
KwaZulu-Natal,KZN214,uMuziwabantu,70-79,male,844,False
KwaZulu-Natal,KZN214,uMuziwabantu,70-79,female,1685,False
KwaZulu-Natal,KZN214,uMuziwabantu,80+,male,310,False
KwaZulu-Natal,KZN214,uMuziwabantu,80+,female,985,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,18-19,male,2633,True
KwaZulu-Natal,KZN216,Ray Nkonyeni,18-19,female,3392,True
KwaZulu-Natal,KZN216,Ray Nkonyeni,20-29,male,15466,True
KwaZulu-Natal,KZN216,Ray Nkonyeni,20-29,female,18695,True
KwaZulu-Natal,KZN216,Ray Nkonyeni,30-39,male,22245,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,30-39,female,26524,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,40-49,male,19367,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,40-49,female,22523,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,50-59,male,12505,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,50-59,female,17080,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,60-69,male,8646,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,60-69,female,13672,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,70-79,male,4756,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,70-79,female,7712,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,80+,male,1816,False
KwaZulu-Natal,KZN216,Ray Nkonyeni,80+,female,4158,False
KwaZulu-Natal,KZN221,uMshwathi,18-19,male,858,True
KwaZulu-Natal,KZN221,uMshwathi,18-19,female,903,True
KwaZulu-Natal,KZN221,uMshwathi,20-29,male,5334,True
KwaZulu-Natal,KZN221,uMshwathi,20-29,female,6599,True
KwaZulu-Natal,KZN221,uMshwathi,30-39,male,7663,False
KwaZulu-Natal,KZN221,uMshwathi,30-39,female,8311,False
KwaZulu-Natal,KZN221,uMshwathi,40-49,male,5882,False
KwaZulu-Natal,KZN221,uMshwathi,40-49,female,6371,False
KwaZulu-Natal,KZN221,uMshwathi,50-59,male,3852,False
KwaZulu-Natal,KZN221,uMshwathi,50-59,female,4975,False
KwaZulu-Natal,KZN221,uMshwathi,60-69,male,2441,False
KwaZulu-Natal,KZN221,uMshwathi,60-69,female,3873,False
KwaZulu-Natal,KZN221,uMshwathi,70-79,male,1120,False
KwaZulu-Natal,KZN221,uMshwathi,70-79,female,2295,False
KwaZulu-Natal,KZN221,uMshwathi,80+,male,430,False
KwaZulu-Natal,KZN221,uMshwathi,80+,female,1262,False
KwaZulu-Natal,KZN222,uMngeni,18-19,male,504,True
KwaZulu-Natal,KZN222,uMngeni,18-19,female,635,True
KwaZulu-Natal,KZN222,uMngeni,20-29,male,4241,True
KwaZulu-Natal,KZN222,uMngeni,20-29,female,5066,True
KwaZulu-Natal,KZN222,uMngeni,30-39,male,6225,False
KwaZulu-Natal,KZN222,uMngeni,30-39,female,7027,False
KwaZulu-Natal,KZN222,uMngeni,40-49,male,5757,False
KwaZulu-Natal,KZN222,uMngeni,40-49,female,6693,False
KwaZulu-Natal,KZN222,uMngeni,50-59,male,4618,False
KwaZulu-Natal,KZN222,uMngeni,50-59,female,5662,False
KwaZulu-Natal,KZN222,uMngeni,60-69,male,2779,False
KwaZulu-Natal,KZN222,uMngeni,60-69,female,4057,False
KwaZulu-Natal,KZN222,uMngeni,70-79,male,1915,False
KwaZulu-Natal,KZN222,uMngeni,70-79,female,3096,False
KwaZulu-Natal,KZN222,uMngeni,80+,male,1206,False
KwaZulu-Natal,KZN222,uMngeni,80+,female,2093,False
KwaZulu-Natal,KZN223,Mpofana,18-19,male,207,True
KwaZulu-Natal,KZN223,Mpofana,18-19,female,275,True
KwaZulu-Natal,KZN223,Mpofana,20-29,male,1727,True
KwaZulu-Natal,KZN223,Mpofana,20-29,female,1902,True
KwaZulu-Natal,KZN223,Mpofana,30-39,male,2208,False
KwaZulu-Natal,KZN223,Mpofana,30-39,female,2390,False
KwaZulu-Natal,KZN223,Mpofana,40-49,male,1913,False
KwaZulu-Natal,KZN223,Mpofana,40-49,female,2117,False
KwaZulu-Natal,KZN223,Mpofana,50-59,male,1325,False
KwaZulu-Natal,KZN223,Mpofana,50-59,female,1581,False
KwaZulu-Natal,KZN223,Mpofana,60-69,male,740,False
KwaZulu-Natal,KZN223,Mpofana,60-69,female,1043,False
KwaZulu-Natal,KZN223,Mpofana,70-79,male,326,False
KwaZulu-Natal,KZN223,Mpofana,70-79,female,556,False
KwaZulu-Natal,KZN223,Mpofana,80+,male,104,False
KwaZulu-Natal,KZN223,Mpofana,80+,female,232,False
KwaZulu-Natal,KZN224,iMpendle,18-19,male,211,True
KwaZulu-Natal,KZN224,iMpendle,18-19,female,320,True
KwaZulu-Natal,KZN224,iMpendle,20-29,male,1865,True
KwaZulu-Natal,KZN224,iMpendle,20-29,female,2095,True
KwaZulu-Natal,KZN224,iMpendle,30-39,male,2229,False
KwaZulu-Natal,KZN224,iMpendle,30-39,female,2397,False
KwaZulu-Natal,KZN224,iMpendle,40-49,male,1583,False
KwaZulu-Natal,KZN224,iMpendle,40-49,female,1715,False
KwaZulu-Natal,KZN224,iMpendle,50-59,male,994,False
KwaZulu-Natal,KZN224,iMpendle,50-59,female,1349,False
KwaZulu-Natal,KZN224,iMpendle,60-69,male,720,False
KwaZulu-Natal,KZN224,iMpendle,60-69,female,1250,False
KwaZulu-Natal,KZN224,iMpendle,70-79,male,373,False
KwaZulu-Natal,KZN224,iMpendle,70-79,female,837,False
KwaZulu-Natal,KZN224,iMpendle,80+,male,154,False
KwaZulu-Natal,KZN224,iMpendle,80+,female,503,False
KwaZulu-Natal,KZN225,Msunduzi,18-19,male,2771,True
KwaZulu-Natal,KZN225,Msunduzi,18-19,female,3942,True
KwaZulu-Natal,KZN225,Msunduzi,20-29,male,26594,True
KwaZulu-Natal,KZN225,Msunduzi,20-29,female,35227,True
KwaZulu-Natal,KZN225,Msunduzi,30-39,male,43224,False
KwaZulu-Natal,KZN225,Msunduzi,30-39,female,50337,False
KwaZulu-Natal,KZN225,Msunduzi,40-49,male,36848,False
KwaZulu-Natal,KZN225,Msunduzi,40-49,female,42639,False
KwaZulu-Natal,KZN225,Msunduzi,50-59,male,26214,False
KwaZulu-Natal,KZN225,Msunduzi,50-59,female,33238,False
KwaZulu-Natal,KZN225,Msunduzi,60-69,male,14865,False
KwaZulu-Natal,KZN225,Msunduzi,60-69,female,22884,False
KwaZulu-Natal,KZN225,Msunduzi,70-79,male,6749,False
KwaZulu-Natal,KZN225,Msunduzi,70-79,female,13042,False
KwaZulu-Natal,KZN225,Msunduzi,80+,male,2225,False
KwaZulu-Natal,KZN225,Msunduzi,80+,female,5348,False
KwaZulu-Natal,KZN226,Mkhambathini,18-19,male,563,True
KwaZulu-Natal,KZN226,Mkhambathini,18-19,female,621,True
KwaZulu-Natal,KZN226,Mkhambathini,20-29,male,3858,True
KwaZulu-Natal,KZN226,Mkhambathini,20-29,female,4488,True
KwaZulu-Natal,KZN226,Mkhambathini,30-39,male,5450,False
KwaZulu-Natal,KZN226,Mkhambathini,30-39,female,6125,False
KwaZulu-Natal,KZN226,Mkhambathini,40-49,male,4475,False
KwaZulu-Natal,KZN226,Mkhambathini,40-49,female,4959,False
KwaZulu-Natal,KZN226,Mkhambathini,50-59,male,2847,False
KwaZulu-Natal,KZN226,Mkhambathini,50-59,female,3490,False
KwaZulu-Natal,KZN226,Mkhambathini,60-69,male,1696,False
KwaZulu-Natal,KZN226,Mkhambathini,60-69,female,2520,False
KwaZulu-Natal,KZN226,Mkhambathini,70-79,male,882,False
KwaZulu-Natal,KZN226,Mkhambathini,70-79,female,1441,False
KwaZulu-Natal,KZN226,Mkhambathini,80+,male,319,False
KwaZulu-Natal,KZN226,Mkhambathini,80+,female,845,False
KwaZulu-Natal,KZN227,Richmond,18-19,male,527,True
KwaZulu-Natal,KZN227,Richmond,18-19,female,686,True
KwaZulu-Natal,KZN227,Richmond,20-29,male,3401,True
KwaZulu-Natal,KZN227,Richmond,20-29,female,4060,True
KwaZulu-Natal,KZN227,Richmond,30-39,male,4320,False
KwaZulu-Natal,KZN227,Richmond,30-39,female,5125,False
KwaZulu-Natal,KZN227,Richmond,40-49,male,3554,False
KwaZulu-Natal,KZN227,Richmond,40-49,female,4037,False
KwaZulu-Natal,KZN227,Richmond,50-59,male,2470,False
KwaZulu-Natal,KZN227,Richmond,50-59,female,3222,False
KwaZulu-Natal,KZN227,Richmond,60-69,male,1411,False
KwaZulu-Natal,KZN227,Richmond,60-69,female,2260,False
KwaZulu-Natal,KZN227,Richmond,70-79,male,767,False
KwaZulu-Natal,KZN227,Richmond,70-79,female,1364,False
KwaZulu-Natal,KZN227,Richmond,80+,male,329,False
KwaZulu-Natal,KZN227,Richmond,80+,female,956,False
KwaZulu-Natal,KZN235,Okhahlamba,18-19,male,1093,True
KwaZulu-Natal,KZN235,Okhahlamba,18-19,female,1206,True
KwaZulu-Natal,KZN235,Okhahlamba,20-29,male,5834,True
KwaZulu-Natal,KZN235,Okhahlamba,20-29,female,7877,True
KwaZulu-Natal,KZN235,Okhahlamba,30-39,male,7592,False
KwaZulu-Natal,KZN235,Okhahlamba,30-39,female,10189,False
KwaZulu-Natal,KZN235,Okhahlamba,40-49,male,6083,False
KwaZulu-Natal,KZN235,Okhahlamba,40-49,female,7762,False
KwaZulu-Natal,KZN235,Okhahlamba,50-59,male,3876,False
KwaZulu-Natal,KZN235,Okhahlamba,50-59,female,5529,False
KwaZulu-Natal,KZN235,Okhahlamba,60-69,male,2367,False
KwaZulu-Natal,KZN235,Okhahlamba,60-69,female,4093,False
KwaZulu-Natal,KZN235,Okhahlamba,70-79,male,1227,False
KwaZulu-Natal,KZN235,Okhahlamba,70-79,female,2571,False
KwaZulu-Natal,KZN235,Okhahlamba,80+,male,314,False
KwaZulu-Natal,KZN235,Okhahlamba,80+,female,1113,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,18-19,male,1358,True
KwaZulu-Natal,KZN237,iNkosi Langalibalele,18-19,female,1817,True
KwaZulu-Natal,KZN237,iNkosi Langalibalele,20-29,male,9687,True
KwaZulu-Natal,KZN237,iNkosi Langalibalele,20-29,female,12971,True
KwaZulu-Natal,KZN237,iNkosi Langalibalele,30-39,male,12516,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,30-39,female,15720,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,40-49,male,9770,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,40-49,female,12493,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,50-59,male,6068,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,50-59,female,8922,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,60-69,male,3860,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,60-69,female,6647,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,70-79,male,1803,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,70-79,female,4193,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,80+,male,555,False
KwaZulu-Natal,KZN237,iNkosi Langalibalele,80+,female,1764,False
KwaZulu-Natal,KZN238,Alfred Duma,18-19,male,2707,True
KwaZulu-Natal,KZN238,Alfred Duma,18-19,female,3310,True
KwaZulu-Natal,KZN238,Alfred Duma,20-29,male,15489,True
KwaZulu-Natal,KZN238,Alfred Duma,20-29,female,20311,True
KwaZulu-Natal,KZN238,Alfred Duma,30-39,male,20566,False
KwaZulu-Natal,KZN238,Alfred Duma,30-39,female,26361,False
KwaZulu-Natal,KZN238,Alfred Duma,40-49,male,16519,False
KwaZulu-Natal,KZN238,Alfred Duma,40-49,female,20707,False
KwaZulu-Natal,KZN238,Alfred Duma,50-59,male,10142,False
KwaZulu-Natal,KZN238,Alfred Duma,50-59,female,14201,False
KwaZulu-Natal,KZN238,Alfred Duma,60-69,male,6254,False
KwaZulu-Natal,KZN238,Alfred Duma,60-69,female,11578,False
KwaZulu-Natal,KZN238,Alfred Duma,70-79,male,2833,False
KwaZulu-Natal,KZN238,Alfred Duma,70-79,female,6572,False
KwaZulu-Natal,KZN238,Alfred Duma,80+,male,824,False
KwaZulu-Natal,KZN238,Alfred Duma,80+,female,2882,False
KwaZulu-Natal,KZN241,eNdumeni,18-19,male,523,True
KwaZulu-Natal,KZN241,eNdumeni,18-19,female,616,True
KwaZulu-Natal,KZN241,eNdumeni,20-29,male,3460,True
KwaZulu-Natal,KZN241,eNdumeni,20-29,female,4304,True
KwaZulu-Natal,KZN241,eNdumeni,30-39,male,4131,False
KwaZulu-Natal,KZN241,eNdumeni,30-39,female,4836,False
KwaZulu-Natal,KZN241,eNdumeni,40-49,male,3228,False
KwaZulu-Natal,KZN241,eNdumeni,40-49,female,3834,False
KwaZulu-Natal,KZN241,eNdumeni,50-59,male,2209,False
KwaZulu-Natal,KZN241,eNdumeni,50-59,female,2848,False
KwaZulu-Natal,KZN241,eNdumeni,60-69,male,1376,False
KwaZulu-Natal,KZN241,eNdumeni,60-69,female,2131,False
KwaZulu-Natal,KZN241,eNdumeni,70-79,male,651,False
KwaZulu-Natal,KZN241,eNdumeni,70-79,female,1084,False
KwaZulu-Natal,KZN241,eNdumeni,80+,male,208,False
KwaZulu-Natal,KZN241,eNdumeni,80+,female,475,False
KwaZulu-Natal,KZN242,Nqutu,18-19,male,1232,True
KwaZulu-Natal,KZN242,Nqutu,18-19,female,1535,True
KwaZulu-Natal,KZN242,Nqutu,20-29,male,8680,True
KwaZulu-Natal,KZN242,Nqutu,20-29,female,10825,True
KwaZulu-Natal,KZN242,Nqutu,30-39,male,9848,False
KwaZulu-Natal,KZN242,Nqutu,30-39,female,13094,False
KwaZulu-Natal,KZN242,Nqutu,40-49,male,7190,False
KwaZulu-Natal,KZN242,Nqutu,40-49,female,9539,False
KwaZulu-Natal,KZN242,Nqutu,50-59,male,4248,False
KwaZulu-Natal,KZN242,Nqutu,50-59,female,6628,False
KwaZulu-Natal,KZN242,Nqutu,60-69,male,2934,False
KwaZulu-Natal,KZN242,Nqutu,60-69,female,5508,False
KwaZulu-Natal,KZN242,Nqutu,70-79,male,1558,False
KwaZulu-Natal,KZN242,Nqutu,70-79,female,3284,False
KwaZulu-Natal,KZN242,Nqutu,80+,male,493,False
KwaZulu-Natal,KZN242,Nqutu,80+,female,1806,False
KwaZulu-Natal,KZN244,uMsinga,18-19,male,2013,True
KwaZulu-Natal,KZN244,uMsinga,18-19,female,2501,True
KwaZulu-Natal,KZN244,uMsinga,20-29,male,9241,True
KwaZulu-Natal,KZN244,uMsinga,20-29,female,13643,True
KwaZulu-Natal,KZN244,uMsinga,30-39,male,9391,False
KwaZulu-Natal,KZN244,uMsinga,30-39,female,14584,False
KwaZulu-Natal,KZN244,uMsinga,40-49,male,6329,False
KwaZulu-Natal,KZN244,uMsinga,40-49,female,10211,False
KwaZulu-Natal,KZN244,uMsinga,50-59,male,4063,False
KwaZulu-Natal,KZN244,uMsinga,50-59,female,7880,False
KwaZulu-Natal,KZN244,uMsinga,60-69,male,2833,False
KwaZulu-Natal,KZN244,uMsinga,60-69,female,6249,False
KwaZulu-Natal,KZN244,uMsinga,70-79,male,1589,False
KwaZulu-Natal,KZN244,uMsinga,70-79,female,4283,False
KwaZulu-Natal,KZN244,uMsinga,80+,male,614,False
KwaZulu-Natal,KZN244,uMsinga,80+,female,2683,False
KwaZulu-Natal,KZN245,uMvoti,18-19,male,957,True
KwaZulu-Natal,KZN245,uMvoti,18-19,female,1290,True
KwaZulu-Natal,KZN245,uMvoti,20-29,male,5907,True
KwaZulu-Natal,KZN245,uMvoti,20-29,female,7927,True
KwaZulu-Natal,KZN245,uMvoti,30-39,male,6853,False
KwaZulu-Natal,KZN245,uMvoti,30-39,female,9457,False
KwaZulu-Natal,KZN245,uMvoti,40-49,male,4920,False
KwaZulu-Natal,KZN245,uMvoti,40-49,female,7069,False
KwaZulu-Natal,KZN245,uMvoti,50-59,male,3233,False
KwaZulu-Natal,KZN245,uMvoti,50-59,female,5637,False
KwaZulu-Natal,KZN245,uMvoti,60-69,male,2207,False
KwaZulu-Natal,KZN245,uMvoti,60-69,female,4472,False
KwaZulu-Natal,KZN245,uMvoti,70-79,male,1114,False
KwaZulu-Natal,KZN245,uMvoti,70-79,female,2530,False
KwaZulu-Natal,KZN245,uMvoti,80+,male,487,False
KwaZulu-Natal,KZN245,uMvoti,80+,female,1562,False
KwaZulu-Natal,KZN252,Newcastle,18-19,male,2783,True
KwaZulu-Natal,KZN252,Newcastle,18-19,female,3642,True
KwaZulu-Natal,KZN252,Newcastle,20-29,male,17136,True
KwaZulu-Natal,KZN252,Newcastle,20-29,female,22306,True
KwaZulu-Natal,KZN252,Newcastle,30-39,male,24629,False
KwaZulu-Natal,KZN252,Newcastle,30-39,female,27979,False
KwaZulu-Natal,KZN252,Newcastle,40-49,male,19025,False
KwaZulu-Natal,KZN252,Newcastle,40-49,female,22000,False
KwaZulu-Natal,KZN252,Newcastle,50-59,male,11930,False
KwaZulu-Natal,KZN252,Newcastle,50-59,female,15959,False
KwaZulu-Natal,KZN252,Newcastle,60-69,male,7554,False
KwaZulu-Natal,KZN252,Newcastle,60-69,female,12444,False
KwaZulu-Natal,KZN252,Newcastle,70-79,male,3588,False
KwaZulu-Natal,KZN252,Newcastle,70-79,female,6867,False
KwaZulu-Natal,KZN252,Newcastle,80+,male,972,False
KwaZulu-Natal,KZN252,Newcastle,80+,female,2612,False
KwaZulu-Natal,KZN253,eMadlangeni,18-19,male,222,True
KwaZulu-Natal,KZN253,eMadlangeni,18-19,female,234,True
KwaZulu-Natal,KZN253,eMadlangeni,20-29,male,1848,True
KwaZulu-Natal,KZN253,eMadlangeni,20-29,female,2020,True
KwaZulu-Natal,KZN253,eMadlangeni,30-39,male,2130,False
KwaZulu-Natal,KZN253,eMadlangeni,30-39,female,2319,False
KwaZulu-Natal,KZN253,eMadlangeni,40-49,male,1730,False
KwaZulu-Natal,KZN253,eMadlangeni,40-49,female,1811,False
KwaZulu-Natal,KZN253,eMadlangeni,50-59,male,1109,False
KwaZulu-Natal,KZN253,eMadlangeni,50-59,female,1267,False
KwaZulu-Natal,KZN253,eMadlangeni,60-69,male,801,False
KwaZulu-Natal,KZN253,eMadlangeni,60-69,female,976,False
KwaZulu-Natal,KZN253,eMadlangeni,70-79,male,372,False
KwaZulu-Natal,KZN253,eMadlangeni,70-79,female,476,False
KwaZulu-Natal,KZN253,eMadlangeni,80+,male,109,False
KwaZulu-Natal,KZN253,eMadlangeni,80+,female,264,False
KwaZulu-Natal,KZN254,Dannhauser,18-19,male,786,True
KwaZulu-Natal,KZN254,Dannhauser,18-19,female,1016,True
KwaZulu-Natal,KZN254,Dannhauser,20-29,male,5270,True
KwaZulu-Natal,KZN254,Dannhauser,20-29,female,6343,True
KwaZulu-Natal,KZN254,Dannhauser,30-39,male,7140,False
KwaZulu-Natal,KZN254,Dannhauser,30-39,female,8233,False
KwaZulu-Natal,KZN254,Dannhauser,40-49,male,5265,False
KwaZulu-Natal,KZN254,Dannhauser,40-49,female,6057,False
KwaZulu-Natal,KZN254,Dannhauser,50-59,male,3085,False
KwaZulu-Natal,KZN254,Dannhauser,50-59,female,4097,False
KwaZulu-Natal,KZN254,Dannhauser,60-69,male,2054,False
KwaZulu-Natal,KZN254,Dannhauser,60-69,female,3555,False
KwaZulu-Natal,KZN254,Dannhauser,70-79,male,1045,False
KwaZulu-Natal,KZN254,Dannhauser,70-79,female,2049,False
KwaZulu-Natal,KZN254,Dannhauser,80+,male,277,False
KwaZulu-Natal,KZN254,Dannhauser,80+,female,879,False
KwaZulu-Natal,KZN261,eDumbe,18-19,male,703,True
KwaZulu-Natal,KZN261,eDumbe,18-19,female,860,True
KwaZulu-Natal,KZN261,eDumbe,20-29,male,5217,True
KwaZulu-Natal,KZN261,eDumbe,20-29,female,5721,True
KwaZulu-Natal,KZN261,eDumbe,30-39,male,5570,False
KwaZulu-Natal,KZN261,eDumbe,30-39,female,6262,False
KwaZulu-Natal,KZN261,eDumbe,40-49,male,3691,False
KwaZulu-Natal,KZN261,eDumbe,40-49,female,4448,False
KwaZulu-Natal,KZN261,eDumbe,50-59,male,2125,False
KwaZulu-Natal,KZN261,eDumbe,50-59,female,2886,False
KwaZulu-Natal,KZN261,eDumbe,60-69,male,1524,False
KwaZulu-Natal,KZN261,eDumbe,60-69,female,2466,False
KwaZulu-Natal,KZN261,eDumbe,70-79,male,721,False
KwaZulu-Natal,KZN261,eDumbe,70-79,female,1311,False
KwaZulu-Natal,KZN261,eDumbe,80+,male,277,False
KwaZulu-Natal,KZN261,eDumbe,80+,female,806,False
