election_year,voting_district,municipality_code,municipality_source,province,registered_voters,municipality_code_2021,municipality_name_2021,province_2021,boundary_method
2006,54790230,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2063,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790241,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1566,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790252,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2136,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790274,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,3538,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790285,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,3215,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790296,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1357,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790308,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2246,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790319,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,3616,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790320,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1990,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790331,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,3631,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790342,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1950,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790353,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2185,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790364,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,879,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790375,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1493,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790386,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2267,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790397,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2640,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790409,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,957,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790410,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2549,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790421,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1680,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790432,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2653,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790443,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2779,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790454,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,906,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790465,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1820,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790476,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,76,MP326,MP326 - City of Mbombela,Mpumalanga,municipality_majority
2006,54790487,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,482,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790498,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,843,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790500,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,577,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790511,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1225,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790522,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,528,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790533,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,381,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790544,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,523,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790555,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,622,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790566,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,521,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790577,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,321,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790588,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,390,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790599,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,545,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790601,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,458,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790612,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,515,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54790623,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,649,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54800018,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,3487,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54800029,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,3169,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54830011,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,3433,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830022,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2626,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830033,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1837,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830044,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2308,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830055,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2217,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830066,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2360,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830077,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1501,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830088,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2087,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54830099,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,32,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840012,MP323,MP323 - Umjindi [Barberton],Mpumalanga,545,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840034,MP323,MP323 - Umjindi [Barberton],Mpumalanga,921,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840045,MP323,MP323 - Umjindi [Barberton],Mpumalanga,258,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840056,MP323,MP323 - Umjindi [Barberton],Mpumalanga,360,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840067,MP323,MP323 - Umjindi [Barberton],Mpumalanga,978,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840078,MP323,MP323 - Umjindi [Barberton],Mpumalanga,1080,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840089,MP323,MP323 - Umjindi [Barberton],Mpumalanga,794,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840102,MP323,MP323 - Umjindi [Barberton],Mpumalanga,177,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840113,MP323,MP323 - Umjindi [Barberton],Mpumalanga,772,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840135,MP323,MP323 - Umjindi [Barberton],Mpumalanga,639,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840146,MP323,MP323 - Umjindi [Barberton],Mpumalanga,908,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840157,MP323,MP323 - Umjindi [Barberton],Mpumalanga,828,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54840179,MP323,MP323 - Umjindi [Barberton],Mpumalanga,61,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54850013,MPDMA32 [Kruger Park],MPDMA32 [Kruger Park],Mpumalanga,562,MP325,MP325 - Bushbuckridge,Mpumalanga,vd_code_match
2006,54850024,MPDMA32 [Kruger Park],MPDMA32 [Kruger Park],Mpumalanga,91,MP325,MP325 - Bushbuckridge,Mpumalanga,vd_code_match
2006,54860014,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,897,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54860036,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,944,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54860070,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,1105,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54860137,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,412,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54860159,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,111,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54860193,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,139,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54860205,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,131,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54860216,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,48,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54870015,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,354,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870026,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,683,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870037,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1081,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870048,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1136,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870059,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,277,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870060,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1117,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870082,MP321,MP321 - Thaba Chweu [Sabie],Mpumalanga,799,MP321,MP321 - Thaba Chweu,Mpumalanga,vd_code_match
2006,54870093,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,479,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870105,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,134,MP326,MP326 - City of Mbombela,Mpumalanga,municipality_majority
2006,54870116,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1095,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870138,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1175,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870149,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,552,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870161,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,269,MP326,MP326 - City of Mbombela,Mpumalanga,municipality_majority
2006,54870172,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,778,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870183,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,2581,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870194,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,1109,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870206,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,654,MP326,MP326 - City of Mbombela,Mpumalanga,municipality_majority
2006,54870228,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,769,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54870239,MP322,MP322 - Mbombela [Nelspruit],Mpumalanga,125,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54880016,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1533,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880027,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,313,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880038,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,986,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880049,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1332,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880050,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,844,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880061,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1928,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880083,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,2091,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880094,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1043,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880106,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1525,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880117,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1839,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880139,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,2413,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880162,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,2323,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880173,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,521,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880184,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,894,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880195,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,2061,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880207,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,796,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880229,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1280,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880230,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1846,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880241,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1581,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880252,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,579,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880263,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,559,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880274,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,670,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880285,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,2108,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880296,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1097,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880308,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1594,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880319,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1004,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880342,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,2886,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880364,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,593,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880375,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,867,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880386,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,771,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880397,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1226,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880409,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,618,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880410,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1346,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880421,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1496,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880432,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,388,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880443,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,733,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880454,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,470,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880465,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,552,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880476,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,440,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880487,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,650,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54880498,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,383,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890017,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1305,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890039,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,137,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890040,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,786,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890051,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,339,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890073,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,564,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890084,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,913,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890095,MP323,MP323 - Umjindi [Barberton],Mpumalanga,1023,MP326,MP326 - City of Mbombela,Mpumalanga,vd_code_match
2006,54890118,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,736,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890130,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,798,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890141,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1372,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890152,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,807,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890163,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1779,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890174,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1044,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890185,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,836,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890196,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1088,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890208,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1384,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890219,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,932,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890220,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1503,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890231,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1396,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890242,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1325,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890253,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,848,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890264,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1290,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890275,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1455,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890286,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,499,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890297,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,578,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890309,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1073,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890310,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1178,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890321,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,990,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890332,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1364,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890343,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,397,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890354,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,565,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890365,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,703,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890376,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,863,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890387,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1718,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890398,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1701,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890400,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1402,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890411,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1322,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890422,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,643,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890433,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1494,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890444,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,716,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890455,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1465,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890466,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,733,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890477,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1204,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890499,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,640,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890501,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,578,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890512,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1623,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890523,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,982,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890534,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1276,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890556,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,890,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890567,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1052,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890578,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,907,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890589,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1050,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890590,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,873,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890602,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,633,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890613,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,429,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890624,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1848,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890635,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,171,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890646,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,911,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890657,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,2176,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890668,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,508,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
2006,54890679,MP324,MP324 - Nkomazi [Nkomazi],Mpumalanga,1304,MP324,MP324 - Nkomazi,Mpumalanga,vd_code_match
