province_2021,municipality_code_2021,municipality_name_2021,election_year,ballot_type,registered_voters,votes_cast,valid_votes,spoilt_votes,voting_districts,share_vd_code_match,turnout_pct,spoilt_pct
Mpumalanga,MP321,MP321 - Thaba Chweu,2006,WARD,41720,18311,18010,301,40,1.0,43.8902205177373,1.6438206542515428
Mpumalanga,MP321,MP321 - Thaba Chweu,2011,DC40,45624,24419,23877,542,46,1.0,53.52226898123794,2.219583111511528
Mpumalanga,MP321,MP321 - Thaba Chweu,2011,PR,45624,24408,23884,524,46,1.0,53.49815886375592,2.146837102589315
Mpumalanga,MP321,MP321 - Thaba Chweu,2011,WARD,45624,24382,23887,495,46,1.0,53.44117131334385,2.0301862029365925
Mpumalanga,MP321,MP321 - Thaba Chweu,2016,DC40,51549,27391,26904,487,47,1.0,53.13585132592291,1.777956263006097
Mpumalanga,MP321,MP321 - Thaba Chweu,2016,PR,51549,27692,27267,425,47,1.0,53.71976178005393,1.534739274880832
Mpumalanga,MP321,MP321 - Thaba Chweu,2016,WARD,51549,27707,27094,613,47,1.0,53.74886030766843,2.212437290215469
Mpumalanga,MP321,MP321 - Thaba Chweu,2021,DC40,50959,22117,21707,410,48,1.0,43.40155811534763,1.853777637111724
Mpumalanga,MP321,MP321 - Thaba Chweu,2021,PR,50959,22025,21668,357,48,1.0,43.221020820659746,1.6208853575482407
Mpumalanga,MP321,MP321 - Thaba Chweu,2021,WARD,50959,21960,21623,337,48,1.0,43.09346729723896,1.534608378870674
Mpumalanga,MP324,MP324 - Nkomazi,2000,DC40,103066,52407,51008,1399,101,1.0,50.848000310480664,2.669490716888965
Mpumalanga,MP324,MP324 - Nkomazi,2000,DMA_DC60,45,36,36,0,1,1.0,80.0,0.0
Mpumalanga,MP324,MP324 - Nkomazi,2000,PR,103021,52337,50946,1391,100,1.0,50.802263616155926,2.657775569864532
Mpumalanga,MP324,MP324 - Nkomazi,2000,WARD,103021,51012,49486,1526,100,1.0,49.51611807301424,2.9914529914529915
Mpumalanga,MP324,MP324 - Nkomazi,2006,DC40,127999,67103,65561,1542,126,1.0,52.42462831740873,2.297959852763662
Mpumalanga,MP324,MP324 - Nkomazi,2006,PR,127999,67054,65536,1518,126,1.0,52.38634676833413,2.2638470486473588
Mpumalanga,MP324,MP324 - Nkomazi,2006,WARD,127999,67234,65911,1323,126,1.0,52.52697286697553,1.9677544099711455
Mpumalanga,MP324,MP324 - Nkomazi,2011,DC40,146958,84829,83221,1608,159,1.0,57.723295091114466,1.8955781631281754
Mpumalanga,MP324,MP324 - Nkomazi,2011,PR,146958,84845,83188,1657,159,1.0,57.73418255556009,1.9529730685367435
Mpumalanga,MP324,MP324 - Nkomazi,2011,WARD,146958,84877,83297,1580,159,1.0,57.755957484451336,1.8615172543798673
Mpumalanga,MP324,MP324 - Nkomazi,2016,DC40,167009,101231,99934,1297,170,1.0,60.614098641390584,1.2812280823068032
Mpumalanga,MP324,MP324 - Nkomazi,2016,PR,167009,101771,100472,1299,170,1.0,60.93743450951745,1.276395043774749
Mpumalanga,MP324,MP324 - Nkomazi,2016,WARD,167009,101777,100452,1325,170,1.0,60.94102713027441,1.301865843952956
Mpumalanga,MP324,MP324 - Nkomazi,2021,DC40,172783,78265,76647,1618,177,1.0,45.296701643101464,2.0673353350795374
Mpumalanga,MP324,MP324 - Nkomazi,2021,PR,172783,78134,76584,1550,177,1.0,45.220883999004535,1.9837714695267106
Mpumalanga,MP324,MP324 - Nkomazi,2021,WARD,172783,78244,76856,1388,177,1.0,45.284547669620274,1.7739379377332447
Mpumalanga,MP325,MP325 - Bushbuckridge,2000,DC40,169979,66315,64483,1832,185,0.9837837837837838,39.01364286176528,2.7625725703083766
Mpumalanga,MP325,MP325 - Bushbuckridge,2000,DMA_DC60,320,0,0,0,1,1.0,0.0,
Mpumalanga,MP325,MP325 - Bushbuckridge,2000,PR,169659,66663,64934,1729,184,0.9836956521739131,39.29234523367461,2.593642650345769
Mpumalanga,MP325,MP325 - Bushbuckridge,2000,WARD,169659,65828,64211,1617,184,0.9836956521739131,38.80018154061971,2.456401531263292
Mpumalanga,MP325,MP325 - Bushbuckridge,2006,DC40,199502,89492,83671,5821,195,0.9948717948717949,44.85769566219888,6.504492021633219
Mpumalanga,MP325,MP325 - Bushbuckridge,2006,DMA_DC60,653,134,132,2,2,1.0,20.520673813169985,1.492537313432836
Mpumalanga,MP325,MP325 - Bushbuckridge,2006,PR,198849,88977,83229,5748,193,0.9948186528497409,44.746013306579364,6.460096429414343
Mpumalanga,MP325,MP325 - Bushbuckridge,2006,WARD,198849,90890,88607,2283,193,0.9948186528497409,45.70804982675296,2.511827483771592
Mpumalanga,MP325,MP325 - Bushbuckridge,2011,DC40,222942,114927,107193,7734,247,0.9878542510121457,51.55017897031515,6.729489153984703
Mpumalanga,MP325,MP325 - Bushbuckridge,2011,PR,222942,115914,113045,2869,247,0.9878542510121457,51.992895013052724,2.4751108580499337
Mpumalanga,MP325,MP325 - Bushbuckridge,2011,WARD,222942,114943,112717,2226,247,0.9878542510121457,51.55735572480735,1.9366120598905545
Mpumalanga,MP325,MP325 - Bushbuckridge,2016,DC40,244180,130662,127748,2914,259,0.9922779922779923,53.51052502252437,2.2301816901624036
Mpumalanga,MP325,MP325 - Bushbuckridge,2016,PR,244180,130773,128007,2766,259,0.9922779922779923,53.555983291014826,2.1151155054942534
Mpumalanga,MP325,MP325 - Bushbuckridge,2016,WARD,244180,130818,128489,2329,259,0.9922779922779923,53.57441231878123,1.7803360393829595
Mpumalanga,MP325,MP325 - Bushbuckridge,2021,DC40,245338,104267,101379,2888,262,1.0,42.49932745844509,2.7698121169689354
Mpumalanga,MP325,MP325 - Bushbuckridge,2021,PR,245338,104568,101777,2791,262,1.0,42.62201534209947,2.6690765817458497
Mpumalanga,MP325,MP325 - Bushbuckridge,2021,WARD,245338,105813,103486,2327,262,1.0,43.12947851535433,2.199162673773544
Mpumalanga,MP326,MP326 - City of Mbombela,2000,DC40,214138,97110,94534,2576,138,0.9565217391304348,45.34926075708188,2.6526619297703635
Mpumalanga,MP326,MP326 - City of Mbombela,2000,DMA_DC60,2791,528,453,75,3,0.6666666666666666,18.9179505553565,14.204545454545455
Mpumalanga,MP326,MP326 - City of Mbombela,2000,PR,211347,96587,94542,2045,135,0.9629629629629629,45.70067235399603,2.117262157433195
Mpumalanga,MP326,MP326 - City of Mbombela,2000,WARD,211347,96442,92814,3628,135,0.9629629629629629,45.632064803380224,3.7618464984135542
Mpumalanga,MP326,MP326 - City of Mbombela,2006,DC40,250696,117475,115332,2143,192,0.9791666666666666,46.85954303219836,1.8242179187061076
Mpumalanga,MP326,MP326 - City of Mbombela,2006,DMA_DC60,1839,428,414,14,2,1.0,23.27351821642197,3.2710280373831777
Mpumalanga,MP326,MP326 - City of Mbombela,2006,PR,248857,116910,114866,2044,190,0.9789473684210527,46.978787014229056,1.7483534342656744
Mpumalanga,MP326,MP326 - City of Mbombela,2006,WARD,248857,116926,115127,1799,190,0.9789473684210527,46.985216409423884,1.5385799565537177
Mpumalanga,MP326,MP326 - City of Mbombela,2011,DC40,283449,163052,161510,1542,231,0.987012987012987,57.52428126400164,0.9457105708608297
Mpumalanga,MP326,MP326 - City of Mbombela,2011,PR,283449,162766,161224,1542,231,0.987012987012987,57.42338127846632,0.9473723013405748
Mpumalanga,MP326,MP326 - City of Mbombela,2011,WARD,283449,162929,161062,1867,231,0.987012987012987,57.480887214278404,1.1458979064500487
Mpumalanga,MP326,MP326 - City of Mbombela,2016,DC40,316905,189522,187289,2233,280,0.9892857142857143,59.80404222085483,1.1782273298086765
Mpumalanga,MP326,MP326 - City of Mbombela,2016,PR,316905,188559,186352,2207,280,0.9892857142857143,59.50016566478913,1.1704559315651866
Mpumalanga,MP326,MP326 - City of Mbombela,2016,WARD,316905,188964,186784,2180,280,0.9892857142857143,59.627964216405545,1.1536588979911517
Mpumalanga,MP326,MP326 - City of Mbombela,2021,DC40,318116,130528,128604,1924,283,1.0,41.03157338832376,1.4740132385388576
Mpumalanga,MP326,MP326 - City of Mbombela,2021,PR,318116,130261,128417,1844,283,1.0,40.94764174074866,1.4156194102609376
Mpumalanga,MP326,MP326 - City of Mbombela,2021,WARD,318116,130218,128563,1655,283,1.0,40.93412465892945,1.2709456449953156
