voting_district,registered,valid,spoilt,npe_vd_turnout_pct,year
54790599,1339,1398,21,105.975,2009
54790601,607,742,8,123.558,2009
54790612,675,822,7,122.815,2009
54790623,1020,927,37,94.51,2009
54790634,1358,1456,27,109.205,2009
54790645,764,817,4,107.461,2009
54790656,997,1139,38,118.054,2009
54790667,575,600,5,105.217,2009
54800018,3397,2598,54,78.069,2009
54800029,3496,2597,48,75.658,2009
54830011,3657,2119,33,58.846,2009
54830022,3470,2458,12,71.182,2009
54830033,2117,1744,11,82.9,2009
54830044,2500,2185,24,88.36,2009
54830055,2564,2316,0,90.328,2009
54830066,2904,2184,13,75.654,2009
54830077,1390,1506,2,108.489,2009
54830088,2593,2081,49,82.144,2009
54830099,223,778,4,350.673,2009
54840012,553,405,8,74.684,2009
54840034,507,144,1,28.6,2009
54840045,249,190,2,77.108,2009
54840056,203,71,1,35.468,2009
54840067,783,419,5,54.151,2009
54840078,942,662,12,71.55,2009
54840089,531,339,3,64.407,2009
54840102,147,80,1,55.102,2009
54840113,961,703,11,74.298,2009
54840135,799,728,11,92.491,2009
54840146,1331,1364,25,104.358,2009
54840157,1006,852,82,92.843,2009
54840179,128,213,3,168.75,2009
54850013,505,352,3,70.297,2009
54850024,197,254,1,129.442,2009
54860014,972,748,20,79.012,2009
54860036,912,591,7,65.57,2009
54860058,240,202,5,86.25,2009
54860070,1083,838,3,77.655,2009
54860137,420,271,2,65.0,2009
54860159,147,117,1,80.272,2009
54860193,187,156,3,85.027,2009
54860205,135,114,2,85.926,2009
54860216,100,81,0,81.0,2009
54870015,265,120,0,45.283,2009
54870026,547,421,6,78.062,2009
54870037,1134,841,15,75.485,2009
54870048,1178,1014,21,87.861,2009
54870059,316,294,1,93.354,2009
54870060,1204,1206,15,101.412,2009
54870082,789,635,4,80.989,2009
54870093,425,318,4,75.765,2009
54870105,109,125,2,116.514,2009
54870116,1170,1067,11,92.137,2009
54870138,1210,358,9,30.331,2009
54870149,588,529,5,90.816,2009
54870161,174,111,3,65.517,2009
54870172,599,436,2,73.122,2009
54870183,2438,1638,22,68.089,2009
54870194,1289,1018,17,80.295,2009
54870206,562,518,2,92.527,2009
54870228,771,637,13,84.306,2009
54870239,132,142,2,109.091,2009
54870240,81,198,1,245.679,2009
54870251,131,400,13,315.267,2009
54870262,549,682,3,124.772,2009
54880016,1406,1280,11,91.821,2009
54880027,253,163,3,65.613,2009
54880038,1119,914,9,82.484,2009
54880049,1443,1182,16,83.021,2009
54880050,1214,1057,12,88.056,2009
54880061,1482,1062,14,72.605,2009
54880083,2297,1732,19,76.23,2009
54880094,1782,1618,16,91.695,2009
54880106,1662,1272,16,77.497,2009
54880117,1691,1170,18,70.254,2009
54880139,2567,2097,18,82.392,2009
54880162,2035,1420,9,70.221,2009
54880173,512,409,9,81.641,2009
54880184,912,698,7,77.303,2009
54880195,2037,1492,8,73.638,2009
54880207,840,701,0,83.452,2009
54880229,1418,1179,11,83.921,2009
54880230,1989,1598,14,81.046,2009
54880241,1701,1340,7,79.189,2009
54880252,659,516,6,79.211,2009
54880263,518,366,2,71.042,2009
54880274,741,609,1,82.321,2009
54880285,2177,1704,29,79.605,2009
54880296,971,688,13,72.194,2009
54880308,1775,1311,28,75.437,2009
54880319,1334,1100,27,84.483,2009
54880342,2849,2083,47,74.763,2009
54880364,630,516,2,82.222,2009
54880375,934,721,3,77.516,2009
54880386,806,619,5,77.419,2009
54880397,1362,1078,10,79.883,2009
54880409,631,466,8,75.119,2009
54880410,1570,1333,32,86.943,2009
54880421,2023,1620,0,80.079,2009
54880432,492,395,9,82.114,2009
54880443,711,573,0,80.591,2009
54880454,706,669,10,96.176,2009
54880465,730,629,0,86.164,2009
54880476,522,448,3,86.398,2009
54880487,1006,884,14,89.264,2009
54880498,658,643,12,99.544,2009
54880500,309,345,7,113.916,2009
54880511,595,557,6,94.622,2009
54880522,399,420,6,106.767,2009
54890017,1339,1055,8,79.388,2009
54890039,110,74,1,68.182,2009
54890040,521,334,6,65.259,2009
54890051,430,390,2,91.163,2009
54890073,471,288,2,61.571,2009
54890084,859,669,14,79.511,2009
54890095,1016,858,22,86.614,2009
54890118,832,671,4,81.13,2009
54890130,802,677,7,85.287,2009
54890141,1299,917,16,71.824,2009
54890152,954,749,10,79.56,2009
54890163,1896,1412,18,75.422,2009
54890174,1175,970,14,83.745,2009
54890185,735,497,4,68.163,2009
54890196,1106,837,13,76.854,2009
54890208,1761,1379,15,79.16,2009
54890219,1152,952,10,83.507,2009
54890220,1750,1380,11,79.486,2009
54890231,1207,917,10,76.802,2009
54890242,1385,1086,16,79.567,2009
54890253,915,692,8,76.503,2009
54890264,1443,1143,21,80.665,2009
54890275,1419,1060,20,76.11,2009
54890286,458,350,4,77.293,2009
54890297,638,488,7,77.586,2009
54890309,1161,1003,5,86.822,2009
54890310,1207,986,9,82.436,2009
54890321,1052,840,0,79.848,2009
54890332,1527,1072,9,70.792,2009
54890343,360,264,2,73.889,2009
54890354,502,358,9,73.108,2009
54890365,676,553,8,82.988,2009
54890376,963,768,14,81.205,2009
54890387,1866,1502,30,82.101,2009
54890398,1761,1348,27,78.081,2009
54890400,1414,992,12,71.004,2009
54890411,1402,1087,17,78.745,2009
54890422,674,569,4,85.015,2009
54890433,1502,1212,11,81.425,2009
54890444,707,552,5,78.784,2009
54890455,1514,1192,8,79.26,2009
54890466,716,567,0,79.19,2009
54890477,1125,843,15,76.267,2009
54890499,709,551,1,77.856,2009
54890501,680,548,4,81.176,2009
54890512,1714,1309,0,76.371,2009
54890523,1006,784,8,78.728,2009
54890534,1420,1130,19,80.915,2009
54890556,906,740,1,81.788,2009
54890567,1282,1002,2,78.315,2009
54890578,933,735,14,80.279,2009
54890589,1111,899,5,81.368,2009
54890590,981,775,8,79.817,2009
54890602,524,374,3,71.947,2009
54890613,560,394,6,71.429,2009
54890624,1901,1437,18,76.539,2009
54890635,599,766,4,128.548,2009
54890646,962,798,10,83.992,2009
54890657,2302,1704,29,75.282,2009
54890668,640,495,6,78.281,2009
54890679,1391,1064,21,78.001,2009
54890680,1045,828,7,79.904,2009
54890691,801,618,3,77.528,2009
54890703,95,110,1,116.842,2009
54890725,172,139,5,83.721,2009
54890736,425,358,11,86.824,2009
54890747,769,806,8,105.852,2009
54890758,688,559,10,82.703,2009
54890769,633,539,12,87.046,2009
54890770,482,451,5,94.606,2009
54890781,1069,993,5,93.358,2009
54890792,1500,1266,16,85.467,2009
54890804,943,906,0,96.076,2009
54890815,1045,1052,15,102.105,2009
54890826,1257,1098,17,88.703,2009
54890837,524,421,2,80.725,2009
54890848,320,228,4,72.5,2009
54890859,430,440,5,103.488,2009
54890860,321,322,4,101.558,2009
54890871,229,215,1,94.323,2009
54890882,722,718,8,100.554,2009
54900019,752,611,20,83.91,2009
54900020,2058,1436,19,70.7,2009
54900031,1150,767,13,67.826,2009
54900042,1391,916,28,67.865,2009
54900053,925,630,11,69.297,2009
54900064,1310,1074,23,83.74,2009
54900075,351,186,4,54.131,2009
54900086,456,398,5,88.377,2009
54900097,2061,1538,44,76.759,2009
54900109,290,235,6,83.103,2009
54900110,288,70,1,24.653,2009
54900121,407,240,0,58.968,2009
54900132,306,194,1,63.725,2009
54900154,144,167,1,116.667,2009
54900176,277,244,7,90.614,2009
54910010,996,658,21,68.173,2009
54910054,555,452,4,82.162,2009
54910065,2368,1664,15,70.904,2009
54910076,2097,1732,20,83.548,2009
54910087,2715,2015,21,74.991,2009
54910100,1458,1216,9,84.019,2009
54910111,1943,1482,9,76.737,2009
54910144,951,654,7,69.506,2009
54910155,1972,1484,20,76.268,2009
54910177,2157,1657,17,77.608,2009
54910188,1598,1303,14,82.416,2009
54910212,810,719,10,90.0,2009
54910223,1352,1048,10,78.254,2009
54910234,2127,1715,25,81.805,2009
54910245,843,577,5,69.039,2009
54910256,915,789,7,86.995,2009
54910267,1946,1784,26,93.011,2009
54910278,1776,1499,15,85.248,2009
54910290,828,697,3,84.541,2009
54910313,1184,1045,15,89.527,2009
54910324,917,858,10,94.656,2009
54910335,1693,1379,14,82.28,2009
54910346,2168,1592,25,74.585,2009
54910357,2380,1678,11,70.966,2009
54910368,1245,1077,11,87.39,2009
54910379,1608,1155,45,74.627,2009
54910380,1110,987,8,89.64,2009
54910391,462,353,6,77.706,2009
54910403,1346,1028,11,77.192,2009
54910414,1461,1261,6,86.721,2009
54910425,1000,894,9,90.3,2009
54910436,1376,1153,2,83.939,2009
54910447,1135,985,4,87.137,2009
54910458,1527,1149,12,76.031,2009
54910470,1781,1417,5,79.843,2009
54910481,1176,1089,4,92.942,2009
54910504,889,715,8,81.327,2009
54910515,1061,889,3,84.072,2009
54910526,1838,1316,13,72.307,2009
54910537,750,469,3,62.933,2009
54910548,1689,1320,14,78.982,2009
54910571,1562,1398,63,93.534,2009
54910582,576,399,2,69.618,2009
54910593,1051,846,22,82.588,2009
54910616,2107,1810,18,86.758,2009
54910627,341,330,2,97.361,2009
54910649,635,577,5,91.654,2009
54910650,782,769,8,99.361,2009
54910661,551,542,3,98.911,2009
54910683,262,248,4,96.183,2009
54910694,760,642,21,87.237,2009
54910706,311,533,5,172.99,2009
54910717,326,497,5,153.988,2009
54910728,925,881,14,96.757,2009
54910739,748,688,5,92.647,2009
54910740,984,960,6,98.171,2009
54910751,986,982,11,100.71,2009
54910762,523,510,7,98.853,2009
54910773,729,769,6,106.31,2009
54910784,759,734,10,98.024,2009
54910795,416,484,7,118.029,2009
54910807,250,241,5,98.4,2009
54910818,403,376,3,94.045,2009
54910829,506,543,12,109.684,2009
54910830,943,958,4,102.015,2009
54910841,791,737,11,94.564,2009
54910852,393,421,6,108.651,2009
54910863,873,879,8,101.604,2009
76150010,714,516,4,72.829,2009
76150021,834,511,0,61.271,2009
76150032,3121,2081,24,67.446,2009
76150043,945,722,14,77.884,2009
76150054,764,515,11,68.848,2009
76150065,1133,802,6,71.315,2009
76150076,925,641,5,69.838,2009
76150087,686,472,7,69.825,2009
76150098,450,335,5,75.556,2009
76150100,686,436,4,64.14,2009
76150111,986,711,5,72.617,2009
76150122,916,635,7,70.087,2009
76150133,867,606,18,71.972,2009
76150144,368,248,5,68.75,2009
76150155,1145,780,4,68.472,2009
76150166,720,531,7,74.722,2009
76150177,878,648,2,74.032,2009
76150188,1171,730,12,63.365,2009
76150199,1448,1003,13,70.166,2009
76150201,610,427,0,70.0,2009
76150212,1791,1102,11,62.144,2009
76150223,899,616,0,68.521,2009
76150234,754,505,10,68.302,2009
76150245,1534,1024,19,67.992,2009
76150256,2195,1485,36,69.294,2009
76150267,706,453,8,65.297,2009
76150278,2002,1418,16,71.628,2009
76150289,1138,750,11,66.872,2009
76150290,752,573,0,76.197,2009
76150302,1002,688,9,69.561,2009
76150313,539,338,5,63.636,2009
76150324,1940,1121,22,58.918,2009
76150335,1342,914,8,68.703,2009
76150346,788,579,19,75.888,2009
76150357,697,457,6,66.428,2009
76150368,579,368,4,64.249,2009
76150379,745,550,0,73.826,2009
76150380,2491,1674,23,68.125,2009
76150391,1968,1322,30,68.699,2009
76150403,509,290,2,57.367,2009
76150414,1523,1025,0,67.301,2009
76150425,1016,819,0,80.61,2009
76150436,1523,1016,15,67.695,2009
76150447,1376,968,8,70.93,2009
76150458,839,592,4,71.037,2009
76150469,992,628,10,64.315,2009
76150470,2415,1849,43,78.344,2009
76150481,983,667,0,67.854,2009
76150492,1801,1153,0,64.02,2009
76150504,776,541,9,70.876,2009
76150515,842,511,0,60.689,2009
76150526,1216,770,20,64.967,2009
76150537,662,430,11,66.616,2009
76150548,969,757,3,78.431,2009
76150559,765,548,20,74.248,2009
76150560,1175,828,12,71.489,2009
76150571,407,297,2,73.464,2009
76150582,773,574,4,74.774,2009
76150593,1253,840,5,67.438,2009
76150605,623,519,11,85.072,2009
76150616,891,531,27,62.626,2009
76150627,2000,1366,20,69.3,2009
76150649,451,329,1,73.171,2009
76150650,1215,1086,9,90.123,2009
76150661,867,581,0,67.013,2009
76150672,854,758,10,89.93,2009
76150683,479,509,7,107.724,2009
76160011,1324,1121,0,84.668,2009
76160022,774,530,6,69.251,2009
76160033,328,239,2,73.476,2009
76160044,1014,754,0,74.359,2009
76160055,1586,1150,23,73.96,2009
76160066,1389,839,38,63.139,2009
76160077,1566,1091,13,70.498,2009
76160088,610,402,21,69.344,2009
76160099,1390,973,23,71.655,2009
76160101,1423,855,15,61.138,2009
76160112,506,344,1,68.182,2009
76160123,1893,1202,33,65.24,2009
76160134,674,434,6,65.282,2009
76160145,1215,751,12,62.798,2009
76160156,645,466,10,73.798,2009
76160167,1031,737,16,73.036,2009
76160178,1197,925,19,78.864,2009
76160189,968,650,15,68.698,2009
76160190,1429,1013,21,72.358,2009
76160202,1866,1191,45,66.238,2009
76160213,878,526,39,64.351,2009
76160224,2505,1455,30,59.281,2009
76160235,954,634,13,67.82,2009
76160246,1587,1005,17,64.398,2009
76160257,263,198,2,76.046,2009
76160268,564,383,13,70.213,2009
76160279,1757,1129,0,64.257,2009
76160280,826,642,18,79.903,2009
76160291,768,546,30,75.0,2009
76160303,677,413,4,61.595,2009
76160314,1353,967,31,73.762,2009
76160325,469,339,3,72.921,2009
76160336,557,376,0,67.504,2009
76160358,1618,1047,0,64.71,2009
76160369,697,476,0,68.293,2009
76160370,1291,946,0,73.277,2009
76160381,988,723,18,75.0,2009
76160392,841,542,5,65.042,2009
76160404,505,369,1,73.267,2009
76160415,1132,756,12,67.845,2009
76160426,1671,1261,12,76.182,2009
76160437,2359,1575,0,66.766,2009
76160448,450,343,8,78.0,2009
76160459,1503,1043,14,70.326,2009
76160460,1473,1043,21,72.234,2009
76160471,957,621,25,67.503,2009
76160482,1388,1035,12,75.432,2009
76160493,661,447,12,69.44,2009
76160505,741,485,9,66.667,2009
76160516,785,555,10,71.975,2009
76160527,598,409,9,69.9,2009
76160549,1021,660,14,66.014,2009
76160550,1208,867,18,73.262,2009
76160561,728,479,6,66.621,2009
76160572,816,572,0,70.098,2009
76160583,785,521,4,66.879,2009
76160606,416,295,17,75.0,2009
76160628,1059,721,15,69.5,2009
76160639,1387,1028,34,76.568,2009
76160640,1268,846,19,68.218,2009
76160651,609,443,6,73.727,2009
76160662,1277,843,7,66.562,2009
76160673,331,234,2,71.299,2009
76160684,1203,1037,5,86.617,2009
76160695,202,176,2,88.119,2009
76160707,287,246,4,87.108,2009
76160718,841,591,17,72.295,2009
76160729,173,110,1,64.162,2009
76160730,1289,654,16,51.978,2009
76160763,836,673,8,81.459,2009
76160774,940,557,15,60.851,2009
76160808,595,409,17,71.597,2009
76160820,1161,819,12,71.576,2009
76160831,780,651,14,85.256,2009
76160842,214,196,4,93.458,2009
76160853,554,759,11,138.989,2009
76160875,578,611,6,106.747,2009
76170012,1368,1022,24,76.462,2009
76170023,1663,1223,0,73.542,2009
76170034,532,335,4,63.722,2009
76170045,964,681,9,71.577,2009
76170056,855,570,9,67.719,2009
76170067,447,329,1,73.826,2009
76170078,344,247,2,72.384,2009
76170089,3071,1873,19,61.609,2009
76170090,981,721,12,74.72,2009
76170102,1278,960,15,76.291,2009
76170113,755,568,2,75.497,2009
76170124,1175,793,16,68.851,2009
76170135,1028,763,15,75.681,2009
76170146,1287,931,19,73.815,2009
76170157,1492,926,101,68.834,2009
76170168,3082,2201,19,72.031,2009
76170179,1805,1172,19,65.983,2009
76170180,1081,766,15,72.248,2009
76170191,1420,991,23,71.408,2009
76170203,845,626,17,76.095,2009
76170214,1180,956,0,81.017,2009
76170225,650,425,7,66.462,2009
76170236,1094,748,0,68.373,2009
76170247,1078,758,21,72.263,2009
76170258,2903,1987,40,69.824,2009
76170269,1216,914,9,75.905,2009
76170270,1529,1108,0,72.466,2009
76170281,667,493,10,75.412,2009
76170292,556,412,0,74.101,2009
76170304,364,233,7,65.934,2009
76170315,860,657,16,78.256,2009
76170326,816,542,11,67.77,2009
76170337,1529,1107,11,73.12,2009
76170348,1152,955,16,84.288,2009
76170359,1038,733,8,71.387,2009
76170360,1475,1126,28,78.237,2009
76170371,2950,1968,20,67.39,2009
76170382,1449,1051,18,73.775,2009
76170393,1491,1091,14,74.111,2009
76170405,685,450,3,66.131,2009
76170416,935,692,6,74.652,2009
76170427,417,262,4,63.789,2009
76170438,567,387,4,68.959,2009
76170449,838,586,3,70.286,2009
76170450,711,473,3,66.948,2009
76170461,2023,1435,21,71.972,2009
76170472,1688,1206,27,73.045,2009
76170483,1662,1170,2,70.517,2009
76170494,2607,1797,41,70.502,2009
76170506,1000,791,14,80.5,2009
76170539,619,527,5,85.945,2009
76170540,1188,846,26,73.401,2009
76170551,398,345,27,93.467,2009
76170562,1025,1154,15,114.049,2009
76170573,114,108,3,97.368,2009
76170584,675,724,9,108.593,2009
76170595,363,382,12,108.54,2009
76170607,632,745,5,118.671,2009
76170618,539,678,0,125.788,2009
76290914,431,164,1,38.283,2009
54100011,1658,1139,133,76.719,2014
54100022,1596,1577,26,100.439,2014
54100033,1939,824,1,42.548,2014
54100044,661,643,8,98.487,2014
54110012,1283,928,3,72.564,2014
54110023,2510,1651,60,68.167,2014
54110034,1574,1178,9,75.413,2014
54120013,230,100,1,43.913,2014
54120024,487,357,5,74.333,2014
54120035,361,293,3,81.994,2014
54120046,970,576,11,60.515,2014
54120057,188,143,1,76.596,2014
54120068,463,332,4,72.57,2014
54120080,845,666,6,79.527,2014
54120091,418,304,8,74.641,2014
54120103,896,670,6,75.446,2014
54120114,833,604,4,72.989,2014
54120125,1685,1140,14,68.487,2014
54120136,476,328,6,70.168,2014
54120147,238,130,2,55.462,2014
54120181,296,222,0,75.0,2014
54120192,1196,960,7,80.853,2014
54120215,960,753,11,79.583,2014
54120226,1224,1024,15,84.886,2014
54120237,267,270,4,102.622,2014
54120248,593,549,2,92.917,2014
54120259,294,298,0,101.361,2014
54120260,318,308,1,97.17,2014
54130014,1729,1102,13,64.488,2014
54130025,1174,701,10,60.562,2014
54130036,1613,1038,8,64.848,2014
54130047,1870,1235,23,67.273,2014
54130070,1399,1043,12,75.411,2014
54130081,999,677,13,69.069,2014
54130092,698,527,5,76.218,2014
54130104,900,723,7,81.111,2014
54130115,398,324,3,82.161,2014
54130126,500,408,13,84.2,2014
54130137,603,481,0,79.768,2014
54130148,422,430,8,103.791,2014
54130159,374,323,4,87.433,2014
54130160,476,453,7,96.639,2014
54140015,2749,1919,35,71.08,2014
54140026,975,755,16,79.077,2014
54140037,1172,1207,11,103.925,2014
54140048,2740,2115,32,78.358,2014
54140059,2533,2180,29,87.209,2014
54140060,1650,1144,14,70.182,2014
54140071,1739,1328,17,77.343,2014
54140082,2461,2085,29,85.9,2014
54140093,2088,1607,21,77.969,2014
54140105,2598,1967,2,75.789,2014
54140116,1344,940,16,71.131,2014
54140127,1721,1109,15,65.311,2014
54140138,2473,1965,60,81.884,2014
54140149,967,824,19,87.177,2014
54140150,1929,1553,107,86.055,2014
54150016,2584,1776,21,69.543,2014
54150027,1607,1133,10,71.126,2014
54150038,408,340,3,84.069,2014
54160017,1810,1089,13,60.884,2014
54160028,1204,650,6,54.485,2014
54160039,1273,1034,14,82.325,2014
54160040,2272,1936,11,85.695,2014
54160051,505,402,4,80.396,2014
54160062,296,326,5,111.824,2014
54160073,176,176,3,101.705,2014
54160084,350,484,5,139.714,2014
54160095,1145,990,0,86.463,2014
54170018,1172,852,23,74.659,2014
54170029,785,637,11,82.548,2014
54180019,2142,1574,22,74.51,2014
54180020,435,400,3,92.644,2014
54190010,2140,1660,15,78.271,2014
54190021,2411,1390,17,58.358,2014
54190032,2159,1375,9,64.104,2014
54190043,2483,1610,25,65.848,2014
54190054,2139,1610,38,77.045,2014
54190065,1041,726,8,70.509,2014
54190076,2208,1398,13,63.904,2014
54190087,2234,1349,14,61.012,2014
54190098,1340,983,11,74.179,2014
54190100,1262,1068,12,85.578,2014
54190111,1569,1275,34,83.429,2014
54190122,1034,981,3,95.164,2014
54190133,751,596,11,80.826,2014
54190144,1513,1413,16,94.448,2014
54190155,1024,1027,31,103.32,2014
54200012,422,259,4,62.322,2014
54200023,406,291,3,72.414,2014
54200034,1962,1267,10,65.087,2014
54200045,646,468,2,72.755,2014
54200056,68,67,2,101.471,2014
54200067,173,128,2,75.145,2014
54200078,477,394,7,84.067,2014
54200089,309,276,6,91.262,2014
54210013,1729,1305,20,76.634,2014
54210024,1452,1000,21,70.317,2014
54210035,1133,729,5,64.784,2014
54210046,1857,1325,19,72.375,2014
54210057,1285,839,16,66.537,2014
54210068,914,626,19,70.569,2014
54210079,1635,1037,15,64.343,2014
54210080,1472,867,1,58.967,2014
54210091,1612,1115,12,69.913,2014
54210103,1913,1169,9,61.579,2014
54210114,1918,1385,9,72.68,2014
54210125,431,326,6,77.03,2014
54210169,551,365,5,67.151,2014
54210170,941,671,5,71.838,2014
54210192,754,604,6,80.902,2014
54210204,1078,894,10,83.859,2014
54210215,139,90,1,65.468,2014
54210226,954,834,0,87.421,2014
54210237,1032,838,9,82.074,2014
54210248,975,982,6,101.333,2014
54210259,931,758,6,82.062,2014
54210260,322,318,5,100.311,2014
54210271,325,343,5,107.077,2014
54210282,582,681,8,118.385,2014
54210293,558,485,3,87.455,2014
54210305,325,278,4,86.769,2014
54210316,518,526,3,102.124,2014
54210327,310,266,2,86.452,2014
54210338,341,350,2,103.226,2014
54210349,336,302,2,90.476,2014
54220014,1512,927,9,61.905,2014
54220025,1234,708,10,58.185,2014
54220036,918,623,10,68.954,2014
54220047,1296,916,7,71.219,2014
54220058,1082,680,0,62.847,2014
54220069,1425,815,30,59.298,2014
54220070,751,522,6,70.306,2014
54220081,902,635,6,71.064,2014
54220092,1505,870,5,58.14,2014
54220104,1344,1012,12,76.19,2014
54220115,1604,1209,86,80.736,2014
54220126,1326,735,10,56.184,2014
54220137,939,652,4,69.862,2014
54220148,1097,620,9,57.338,2014
54220159,1286,830,11,65.397,2014
54220160,706,412,8,59.49,2014
54220171,643,422,10,67.185,2014
54220182,262,164,5,64.504,2014
54220205,531,402,7,77.024,2014
54220216,817,552,12,69.033,2014
54220227,511,372,3,73.386,2014
54220238,399,309,3,78.195,2014
54220249,1031,752,4,73.327,2014
54220250,409,328,10,82.641,2014
54220261,232,191,5,84.483,2014
54220272,325,240,4,75.077,2014
54220283,1142,872,10,77.233,2014
54220294,227,167,3,74.89,2014
54220306,692,587,12,86.561,2014
54220317,425,367,3,87.059,2014
54220328,590,483,7,83.051,2014
54220339,468,374,8,81.624,2014
54220340,421,330,5,79.572,2014
54220351,323,254,3,79.567,2014
54220362,625,436,0,69.76,2014
54220373,170,168,4,101.176,2014
54220384,368,284,5,78.533,2014
54220395,575,602,0,104.696,2014
54220407,636,675,13,108.176,2014
54220418,384,328,2,85.938,2014
54220430,499,482,11,98.798,2014
54230015,2473,1657,8,67.327,2014
54230026,2143,1545,19,72.982,2014
54230037,2159,1467,10,68.411,2014
54230048,1158,798,4,69.257,2014
54230059,2359,1648,17,70.581,2014
54230060,1977,1345,23,69.196,2014
54230071,2268,1618,20,72.222,2014
54230082,2485,1749,22,71.268,2014
54230093,2081,1375,57,68.813,2014
54230105,1906,1309,9,69.15,2014
54230116,1901,1426,19,76.013,2014
54230127,1134,874,14,78.307,2014
54230138,724,636,4,88.398,2014
54230149,1023,754,10,74.682,2014
54230150,1095,993,6,91.233,2014
54230161,1162,1094,5,94.578,2014
54230172,549,447,5,82.332,2014
54230183,1066,1045,17,99.625,2014
54230194,1093,886,14,82.342,2014
54230206,1399,1202,10,86.633,2014
54230217,2779,2863,45,104.642,2014
54230228,1909,1807,29,96.176,2014
54230239,535,602,67,125.047,2014
54230240,561,623,4,111.765,2014
54230251,415,433,8,106.265,2014
54240016,1901,1260,15,67.07,2014
54240027,491,426,3,87.373,2014
54240038,1165,1053,7,90.987,2014
54240049,81,80,2,101.235,2014
54250017,885,519,5,59.209,2014
54250028,1186,982,7,83.39,2014
54260018,3467,2154,11,62.446,2014
54260029,3018,1998,19,66.832,2014
54260041,3241,1997,6,61.802,2014
54260052,3183,2205,7,69.494,2014
54260063,2402,1601,12,67.152,2014
54260074,2440,1427,4,58.648,2014
54260085,3956,2454,21,62.563,2014
54260096,2059,1543,13,75.571,2014
54260108,2107,1523,33,73.849,2014
54260119,2482,1730,26,70.749,2014
54260120,2269,1390,22,62.23,2014
54260131,1897,1198,1,63.205,2014
54260142,2162,1394,17,65.264,2014
54260153,3011,1582,409,66.124,2014
54260175,1880,1083,11,58.191,2014
54260186,2951,1439,15,49.271,2014
54260197,2546,1623,26,64.768,2014
54260209,1042,874,14,85.221,2014
54260210,2621,1392,26,54.101,2014
54260221,2730,1745,27,64.908,2014
54260232,2733,1876,33,69.85,2014
54260243,903,695,9,77.962,2014
54260254,2503,1958,7,78.506,2014
54260265,2241,1558,15,70.192,2014
54260276,1329,736,14,56.433,2014
54260287,2799,1936,36,70.454,2014
54260298,1484,1200,22,82.345,2014
54260300,2913,1917,35,67.01,2014
54260311,630,566,5,90.635,2014
54260333,1013,1161,18,116.387,2014
54260344,495,1083,10,220.808,2014
54260355,470,458,3,98.085,2014
54260366,735,643,4,88.027,2014
54260377,863,791,0,91.657,2014
54260388,1294,1176,4,91.19,2014
54260399,2376,1444,14,61.364,2014
54260401,1098,1009,14,93.169,2014
54260412,1568,1201,26,78.253,2014
54260423,662,616,7,94.109,2014
54260434,1754,1542,7,88.312,2014
54260445,1718,1509,5,88.126,2014
54260456,1274,951,11,75.51,2014
54260467,1108,1054,5,95.578,2014
54260478,318,407,3,128.931,2014
54260490,500,543,12,111.0,2014
54260502,222,193,2,87.838,2014
54260513,1212,1150,12,95.875,2014
54270019,3203,1699,27,53.887,2014
54270020,2216,1530,6,69.314,2014
54270031,3010,1660,40,56.478,2014
54270042,1382,1362,7,99.059,2014
54270053,1532,1350,38,90.601,2014
54270064,339,315,1,93.215,2014
54270075,308,445,2,145.13,2014
54280010,1835,1360,22,75.313,2014
54280021,2392,1794,49,77.048,2014
54280032,2375,1703,26,72.8,2014
54280043,2102,1276,11,61.227,2014
54280065,1238,879,13,72.052,2014
54280076,2635,1878,39,72.751,2014
54280087,714,599,4,84.454,2014
54280098,414,363,3,88.406,2014
54280100,897,763,6,85.73,2014
54290011,1745,1287,10,74.327,2014
54290022,2164,1795,21,83.919,2014
54300013,2526,1750,30,70.467,2014
54300024,1294,1080,0,83.462,2014
54310014,2141,1508,15,71.135,2014
54310025,548,499,5,91.971,2014
54320015,2437,1808,13,74.723,2014
54320026,2023,1323,19,66.337,2014
54320037,1312,789,10,60.899,2014
54320048,1980,1270,15,64.899,2014
54320059,1273,846,5,66.85,2014
54320060,3618,2043,19,56.993,2014
54320071,1995,1486,18,75.388,2014
54320082,1800,1442,26,81.556,2014
54320093,1094,833,8,76.874,2014
54320105,1323,1069,3,81.028,2014
54320116,641,490,6,77.379,2014
54320127,1266,965,10,77.014,2014
54320138,1740,1350,31,79.368,2014
54320149,734,630,10,87.193,2014
54320150,1449,1271,38,90.338,2014
54320161,637,607,16,97.802,2014
54320172,439,436,3,100.0,2014
54330016,3316,2270,12,68.818,2014
54330027,1495,878,19,60.0,2014
54330038,2970,2365,15,80.135,2014
54330049,1933,1478,8,76.875,2014
54330050,1186,600,1,50.675,2014
54330061,1844,1202,16,66.052,2014
54330072,2605,1681,26,65.528,2014
54330094,1535,992,11,65.342,2014
54330106,1756,1312,20,75.854,2014
54330117,2223,1468,15,66.712,2014
54330128,1422,993,23,71.449,2014
54330139,2458,1536,12,62.978,2014
54330140,1003,762,11,77.069,2014
54330151,2701,1915,26,71.862,2014
54330162,1598,1255,21,79.85,2014
54330173,175,109,0,62.286,2014
54330184,982,1008,18,104.481,2014
54330195,469,573,6,123.454,2014
54330207,778,755,17,99.229,2014
54330218,527,535,19,105.123,2014
54330229,1007,928,19,94.042,2014
