voting_district,registered,valid,spoilt,npe_vd_turnout_pct,year
54890174,1122,862,19,78.52,2014
54890185,658,413,8,63.982,2014
54890196,1131,801,5,71.264,2014
54890208,1802,1328,13,74.417,2014
54890219,1155,823,9,72.035,2014
54890220,1732,1176,11,68.533,2014
54890231,876,534,7,61.758,2014
54890242,1364,1010,4,74.34,2014
54890253,1132,778,12,69.788,2014
54890264,1493,1114,24,76.222,2014
54890275,1375,1040,17,76.873,2014
54890286,446,298,6,68.161,2014
54890297,631,420,4,67.195,2014
54890309,1288,959,8,75.078,2014
54890310,1426,1054,7,74.404,2014
54890321,1076,845,4,78.903,2014
54890332,1654,1283,12,78.295,2014
54890343,348,235,2,68.103,2014
54890354,481,326,0,67.775,2014
54890365,705,545,3,77.73,2014
54890376,1155,902,20,79.827,2014
54890387,1579,1103,20,71.121,2014
54890398,1584,1120,13,71.528,2014
54890400,1464,1072,22,74.727,2014
54890411,1486,1112,9,75.437,2014
54890422,733,540,5,74.352,2014
54890433,1344,975,19,73.958,2014
54890444,798,603,9,76.692,2014
54890455,1647,1287,11,78.81,2014
54890466,817,621,5,76.622,2014
54890477,1263,927,10,74.188,2014
54890499,754,569,7,76.393,2014
54890501,729,527,7,73.251,2014
54890512,1476,951,21,65.854,2014
54890523,1005,898,7,90.05,2014
54890534,1708,1324,34,79.508,2014
54890556,919,694,1,75.626,2014
54890567,1470,1062,15,73.265,2014
54890578,934,655,13,71.52,2014
54890589,1016,711,13,71.26,2014
54890590,1115,808,13,73.632,2014
54890602,537,403,13,77.467,2014
54890613,757,603,17,81.902,2014
54890624,1621,1129,12,70.389,2014
54890635,938,908,9,97.761,2014
54890646,1005,792,10,79.801,2014
54890657,2066,1517,16,74.201,2014
54890668,752,565,7,76.064,2014
54890679,1344,1020,19,77.307,2014
54890680,1041,698,8,67.819,2014
54890691,916,691,0,75.437,2014
54890703,197,185,2,94.924,2014
54890725,171,122,1,71.93,2014
54890736,480,360,4,75.833,2014
54890747,1078,982,11,92.115,2014
54890758,834,649,11,79.137,2014
54890769,599,471,6,79.633,2014
54890770,669,557,9,84.604,2014
54890781,1212,915,10,76.32,2014
54890792,1724,955,28,57.019,2014
54890804,902,731,19,83.149,2014
54890815,1327,1109,7,84.099,2014
54890826,1422,1123,7,79.466,2014
54890837,708,556,3,78.955,2014
54890848,308,164,3,54.221,2014
54890859,825,764,8,93.576,2014
54890860,464,430,4,93.534,2014
54890871,309,281,6,92.88,2014
54890882,889,707,6,80.202,2014
54890893,476,448,7,95.588,2014
54890905,349,348,5,101.146,2014
54890916,238,281,1,118.487,2014
54890927,396,393,3,100.0,2014
54890938,348,284,10,84.483,2014
54890949,324,253,9,80.864,2014
54890950,282,278,2,99.291,2014
54890961,346,309,3,90.173,2014
54890972,611,558,51,99.673,2014
54890983,299,268,1,89.967,2014
54890994,438,470,6,108.676,2014
54900019,676,444,2,65.976,2014
54900020,2031,1212,32,61.251,2014
54900031,1304,833,31,66.258,2014
54900042,1493,973,17,66.309,2014
54900053,895,536,7,60.67,2014
54900064,1312,874,21,68.216,2014
54900075,273,147,3,54.945,2014
54900086,500,348,15,72.6,2014
54900097,1974,1356,18,69.605,2014
54900109,271,185,6,70.48,2014
54900110,322,107,4,34.472,2014
54900121,295,117,5,41.356,2014
54900132,335,187,1,56.119,2014
54900154,121,71,2,60.331,2014
54900176,328,187,3,57.927,2014
54900187,389,290,6,76.093,2014
54900198,497,396,8,81.288,2014
54910010,895,620,7,70.056,2014
54910054,629,420,5,67.568,2014
54910065,1989,1356,12,68.778,2014
54910076,1962,1434,24,74.312,2014
54910087,1890,1172,13,62.698,2014
54910100,1601,1243,11,78.326,2014
54910111,1412,964,14,69.263,2014
54910144,880,606,10,70.0,2014
54910155,1512,1063,15,71.296,2014
54910177,1558,908,11,58.986,2014
54910188,1153,739,10,64.961,2014
54910212,814,625,10,78.01,2014
54910223,1258,861,8,69.078,2014
54910234,1735,1120,11,65.187,2014
54910245,842,593,1,70.546,2014
54910256,915,699,2,76.612,2014
54910267,1339,878,13,66.542,2014
54910278,1599,1210,7,76.11,2014
54910290,867,626,17,74.164,2014
54910313,1221,947,11,78.46,2014
54910324,848,649,4,77.005,2014
54910335,1618,1175,17,73.671,2014
54910346,1633,1086,15,67.422,2014
54910357,2306,1619,15,70.859,2014
54910368,1267,948,16,76.085,2014
54910379,1575,1093,14,70.286,2014
54910380,1231,1042,13,85.703,2014
54910391,524,401,3,77.099,2014
54910403,1255,870,6,69.801,2014
54910414,1207,850,8,71.085,2014
54910425,1155,917,10,80.26,2014
54910436,1201,838,5,70.192,2014
54910447,1012,693,12,69.664,2014
54910458,1236,795,11,65.21,2014
54910470,1519,1081,6,71.56,2014
54910481,1296,971,14,76.003,2014
54910504,942,683,7,73.248,2014
54910515,1043,806,11,78.332,2014
54910526,1758,1236,12,70.99,2014
54910537,567,342,6,61.376,2014
54910548,1555,1092,13,71.061,2014
54910571,1215,785,9,65.35,2014
54910582,455,214,2,47.473,2014
54910593,1023,698,5,68.719,2014
54910616,2020,1414,14,70.693,2014
54910627,414,344,6,84.541,2014
54910649,658,501,5,76.9,2014
54910650,874,729,4,83.867,2014
54910661,545,437,5,81.101,2014
54910683,330,295,2,90.0,2014
54910694,776,617,12,81.057,2014
54910706,510,453,0,88.824,2014
54910717,332,266,3,81.024,2014
54910728,912,764,5,84.32,2014
54910739,944,832,6,88.771,2014
54910740,982,752,8,77.393,2014
54910751,874,606,8,70.252,2014
54910762,464,482,11,106.25,2014
54910773,689,382,6,56.313,2014
54910784,810,658,2,81.481,2014
54910795,674,500,7,75.223,2014
54910807,287,221,3,78.049,2014
54910818,497,385,6,78.672,2014
54910829,684,588,14,88.012,2014
54910830,1179,1035,18,89.313,2014
54910841,735,575,4,78.776,2014
54910852,504,392,1,77.976,2014
54910863,1086,902,11,84.07,2014
54910874,274,236,2,86.861,2014
54910885,360,494,4,138.333,2014
54910896,774,679,11,89.147,2014
54910908,341,331,3,97.947,2014
54910919,302,213,1,70.861,2014
54910920,258,257,1,100.0,2014
54910931,420,433,3,103.81,2014
54910942,327,281,9,88.685,2014
54910953,425,383,8,92.0,2014
54910964,361,371,3,103.601,2014
54910975,288,266,1,92.708,2014
54910986,418,401,1,96.172,2014
54910997,450,412,6,92.889,2014
54911000,507,576,1,113.807,2014
54911011,260,219,5,86.154,2014
54911022,389,364,2,94.087,2014
54911033,183,141,2,78.142,2014
54911044,335,443,8,134.627,2014
54911055,357,357,9,102.521,2014
54911066,456,499,2,109.868,2014
54911077,341,331,9,99.707,2014
54911088,513,562,10,111.501,2014
54911099,366,490,5,135.246,2014
54911101,237,256,2,108.861,2014
54911112,380,348,4,92.632,2014
54911123,452,525,7,117.699,2014
54911134,659,793,1,120.486,2014
54911145,158,148,0,93.671,2014
54911156,409,432,1,105.868,2014
54911167,159,165,1,104.403,2014
76150010,966,672,3,69.876,2014
76150021,890,569,2,64.157,2014
76150032,2499,1344,19,54.542,2014
76150043,1061,705,9,67.295,2014
76150054,677,330,5,49.483,2014
76150065,1167,765,10,66.41,2014
76150076,1014,637,6,63.412,2014
76150087,714,416,6,59.104,2014
76150098,508,332,2,65.748,2014
76150100,693,387,6,56.71,2014
76150111,880,500,3,57.159,2014
76150122,983,598,5,61.343,2014
76150133,801,477,7,60.424,2014
76150144,436,281,0,64.45,2014
76150155,1156,671,10,58.91,2014
76150166,931,652,14,71.536,2014
76150177,968,646,5,67.252,2014
76150188,1058,544,17,53.025,2014
76150199,1148,476,8,42.16,2014
76150201,657,393,4,60.426,2014
76150212,1753,828,15,48.089,2014
76150223,862,451,8,53.248,2014
76150234,888,544,12,62.613,2014
76150245,1289,687,0,53.297,2014
76150256,1928,1082,13,56.795,2014
76150267,553,281,2,51.175,2014
76150278,1946,1146,19,59.866,2014
76150289,1260,794,18,64.444,2014
76150290,899,612,11,69.299,2014
76150302,1087,646,11,60.442,2014
76150313,543,285,8,53.959,2014
76150324,1555,750,21,49.582,2014
76150335,1061,561,10,53.817,2014
76150346,918,700,0,76.253,2014
76150357,789,521,6,66.793,2014
76150368,530,269,8,52.264,2014
76150379,766,440,7,58.355,2014
76150380,2049,1180,19,58.516,2014
76150391,1630,879,15,54.847,2014
76150403,585,368,5,63.761,2014
76150414,1763,1047,9,59.898,2014
76150425,1256,851,16,69.029,2014
76150436,1356,717,11,53.687,2014
76150447,1310,792,16,61.679,2014
76150458,988,663,5,67.611,2014
76150469,1095,607,3,55.708,2014
76150470,2144,1363,14,64.226,2014
76150481,1116,639,10,58.154,2014
76150492,1927,1142,4,59.471,2014
76150504,917,547,7,60.414,2014
76150515,756,378,11,51.455,2014
76150526,942,489,2,52.123,2014
76150537,695,415,2,60.0,2014
76150548,1177,758,4,64.741,2014
76150559,825,494,8,60.848,2014
76150560,1203,706,15,59.933,2014
76150571,418,244,2,58.852,2014
76150582,794,568,9,72.67,2014
76150593,1043,526,10,51.39,2014
76150605,708,531,7,75.989,2014
76150616,1005,629,11,63.682,2014
76150627,1330,548,4,41.504,2014
76150649,504,312,7,63.294,2014
76150650,1301,887,7,68.716,2014
76150661,1034,716,11,70.309,2014
76150672,977,660,14,68.987,2014
76150683,523,330,5,64.054,2014
76150694,573,431,4,75.916,2014
76150706,273,179,0,65.568,2014
76150717,550,453,7,83.636,2014
76150728,284,245,2,86.972,2014
76150739,380,270,4,72.105,2014
76150740,720,637,10,89.861,2014
76150751,370,301,4,82.432,2014
76150762,318,238,0,74.843,2014
76150773,315,216,5,70.159,2014
76150784,295,220,5,76.271,2014
76150807,444,337,1,76.126,2014
76150818,608,462,4,76.645,2014
76150829,511,571,3,112.329,2014
76150830,535,471,4,88.785,2014
76150841,355,293,13,86.197,2014
76150852,443,375,3,85.327,2014
76150863,391,308,1,79.028,2014
76150874,220,147,1,67.273,2014
76150885,184,159,2,87.5,2014
76160011,1303,745,21,58.787,2014
76160022,864,530,8,62.269,2014
76160033,376,248,5,67.287,2014
76160044,1122,756,28,69.875,2014
76160055,1391,704,76,56.075,2014
76160066,1200,658,14,56.0,2014
76160077,1329,726,16,55.831,2014
76160088,603,351,6,59.204,2014
76160099,1329,854,26,66.215,2014
76160101,1366,713,25,54.026,2014
76160112,541,312,7,58.965,2014
76160123,1877,1068,16,57.752,2014
76160134,640,314,13,51.094,2014
76160145,907,407,4,45.314,2014
76160156,673,454,7,68.499,2014
76160167,1139,704,21,63.652,2014
76160178,1182,753,20,65.398,2014
76160189,1000,547,14,56.1,2014
76160190,1180,630,19,55.0,2014
76160202,1852,973,18,53.51,2014
76160213,929,518,57,61.895,2014
76160224,2049,1002,22,49.976,2014
76160235,1008,628,18,64.087,2014
76160246,1661,904,15,55.328,2014
76160257,298,184,4,63.087,2014
76160268,687,380,13,57.205,2014
76160279,1759,988,34,58.101,2014
76160280,946,645,12,69.45,2014
76160291,800,504,0,63.0,2014
76160303,739,440,2,59.811,2014
76160314,977,587,10,61.105,2014
76160325,589,380,7,65.705,2014
76160336,562,334,6,60.498,2014
76160358,1330,757,16,58.12,2014
76160369,793,504,14,65.322,2014
76160370,1091,612,33,59.12,2014
76160381,994,627,11,64.185,2014
76160392,846,522,6,62.411,2014
76160404,562,366,7,66.37,2014
76160415,1375,824,23,61.6,2014
76160426,1788,1262,20,71.7,2014
76160437,1697,880,17,52.858,2014
76160448,451,252,4,56.763,2014
76160459,1703,1038,17,61.95,2014
76160460,1280,659,10,52.266,2014
76160471,1110,666,13,61.171,2014
76160482,1452,920,25,65.083,2014
76160493,653,360,12,56.968,2014
76160505,723,419,16,60.166,2014
76160516,825,499,8,61.455,2014
76160527,654,400,2,61.468,2014
76160549,975,581,18,61.436,2014
76160550,1228,730,16,60.749,2014
76160561,713,393,5,55.82,2014
76160572,846,519,17,63.357,2014
76160583,949,579,4,61.433,2014
76160606,503,319,4,64.215,2014
76160628,1004,557,15,56.972,2014
76160639,1471,930,17,64.378,2014
76160640,1285,717,10,56.576,2014
76160651,660,414,9,64.091,2014
76160662,1225,680,14,56.653,2014
76160673,407,257,2,63.636,2014
76160684,1360,949,14,70.809,2014
76160695,216,156,1,72.685,2014
76160707,329,226,3,69.605,2014
76160718,955,614,2,64.503,2014
76160729,242,154,5,65.702,2014
76160730,849,433,8,51.943,2014
76160763,929,597,6,64.909,2014
76160774,909,476,11,53.575,2014
76160808,617,420,8,69.368,2014
76160820,1158,711,14,62.608,2014
76160831,925,525,11,57.946,2014
76160842,441,386,6,88.889,2014
76160853,727,734,18,103.439,2014
76160875,637,533,20,86.813,2014
76160886,254,255,10,104.331,2014
76160897,460,354,8,78.696,2014
76160909,463,386,27,89.201,2014
76160910,296,261,3,89.189,2014
76160921,109,107,2,100.0,2014
76160932,383,312,14,85.117,2014
76160943,743,571,13,78.6,2014
76160954,361,326,1,90.582,2014
76160965,520,390,3,75.577,2014
76160976,322,217,2,68.012,2014
76160987,415,277,12,69.639,2014
76160998,472,363,2,77.331,2014
76161001,677,456,21,70.458,2014
76161012,287,212,15,79.094,2014
76161023,377,207,3,55.703,2014
76161034,377,230,83,83.024,2014
76161045,209,227,4,110.526,2014
76161056,369,282,3,77.236,2014
76170012,1461,955,21,66.804,2014
76170023,1699,1123,24,67.51,2014
76170034,501,292,6,59.481,2014
76170045,1005,654,1,65.174,2014
76170056,1008,704,6,70.437,2014
76170067,545,336,1,61.835,2014
76170078,345,226,1,65.797,2014
76170089,2506,1352,7,54.23,2014
76170090,1132,706,10,63.251,2014
76170102,1345,847,13,63.941,2014
76170113,810,535,6,66.79,2014
76170124,1107,637,10,58.446,2014
76170135,1149,794,8,69.8,2014
76170146,1030,478,5,46.893,2014
76170157,1657,1118,9,68.014,2014
76170168,2626,1662,40,64.813,2014
76170179,1886,1127,14,60.498,2014
76170180,1126,712,14,64.476,2014
76170191,1149,657,5,57.615,2014
76170203,1010,619,13,62.574,2014
76170214,1389,952,20,69.978,2014
76170225,651,399,4,61.905,2014
76170236,1018,609,7,60.511,2014
76170247,1116,672,5,60.663,2014
76170258,2799,1810,24,65.523,2014
76170269,1268,898,15,72.003,2014
76170270,1263,675,5,53.84,2014
76170281,769,536,4,70.221,2014
76170292,632,436,1,69.146,2014
76170304,388,237,6,62.629,2014
76170315,861,588,5,68.873,2014
76170326,868,477,2,55.184,2014
76170337,1255,835,9,67.251,2014
76170348,1257,863,14,69.769,2014
76170359,1005,656,7,65.97,2014
76170360,1464,1034,23,72.199,2014
76170371,2475,1395,23,57.293,2014
76170382,1301,824,9,64.028,2014
76170393,1412,846,9,60.552,2014
76170405,817,485,4,59.853,2014
76170416,938,547,0,58.316,2014
76170427,422,183,4,44.313,2014
76170438,610,411,3,67.869,2014
76170449,851,524,3,61.927,2014
76170450,771,480,11,63.684,2014
76170461,1952,1192,7,61.424,2014
76170472,1415,903,15,64.876,2014
76170483,1771,1064,4,60.305,2014
76170494,2027,1133,28,57.277,2014
76170506,1074,647,2,60.428,2014
76170539,951,733,6,77.708,2014
76170540,1285,891,24,71.206,2014
76170551,455,311,6,69.67,2014
76170562,1168,938,4,80.651,2014
76170573,182,121,2,67.582,2014
76170584,655,402,3,61.832,2014
76170595,613,474,1,77.488,2014
76170607,778,583,0,74.936,2014
76170618,760,605,12,81.184,2014
76170629,298,238,2,80.537,2014
76170630,302,185,2,61.921,2014
76170641,379,285,3,75.989,2014
76170652,391,280,4,72.634,2014
76170663,307,238,7,79.805,2014
76170674,280,198,15,76.071,2014
76170685,931,808,7,87.54,2014
76170696,361,326,4,91.413,2014
76170708,331,293,3,89.426,2014
76170719,307,235,5,78.176,2014
76170720,411,296,3,72.749,2014
76170731,374,285,5,77.54,2014
76170742,1260,1065,15,85.714,2014
76170753,290,194,10,70.345,2014
76290914,299,80,0,26.756,2014
54680452,1454,1463,26,102.407,2019
54680463,248,222,11,93.952,2019
54680474,313,293,2,94.249,2019
54680485,360,514,11,145.833,2019
54490013,1971,1349,13,69.102,2019
54490024,871,514,1,59.127,2019
54490035,911,527,10,58.946,2019
54490046,1066,726,16,69.606,2019
54490057,2533,1744,84,72.167,2019
54490068,685,489,3,71.825,2019
54490080,614,453,1,73.941,2019
54490091,400,301,4,76.25,2019
54500015,1974,1163,20,59.929,2019
54500026,507,383,1,75.74,2019
54500037,685,388,4,57.226,2019
54550010,1139,716,10,63.74,2019
54550021,1186,781,14,67.032,2019
54550032,1329,940,8,71.332,2019
54640010,1732,1089,11,63.51,2019
54570180,1060,612,3,58.019,2019
54570191,993,507,8,51.863,2019
54570203,609,255,3,42.365,2019
54570214,969,439,3,45.614,2019
54570225,1201,557,5,46.794,2019
54570236,1486,809,16,55.518,2019
54570247,1131,582,6,51.989,2019
54570258,1499,677,3,45.364,2019
54570269,1043,470,8,45.829,2019
54570270,1088,555,7,51.654,2019
54570281,1039,555,6,53.994,2019
54570292,751,337,1,45.007,2019
54570304,488,214,0,43.852,2019
54570315,752,347,4,46.676,2019
54570326,1498,733,12,49.733,2019
54570337,330,163,0,49.394,2019
54570348,375,184,0,49.067,2019
54570359,1195,731,4,61.506,2019
54330106,1565,1005,12,64.984,2019
54330117,2160,1316,16,61.667,2019
54330128,1308,781,8,60.321,2019
54330139,2150,1207,12,56.698,2019
54330140,797,526,4,66.499,2019
54330151,2791,1711,28,62.307,2019
54330162,1884,1154,17,62.155,2019
54330173,734,741,7,101.907,2019
54330184,1283,954,24,76.228,2019
54330195,530,428,5,81.698,2019
54330207,850,573,7,68.235,2019
54330218,741,553,10,75.978,2019
54330229,1070,757,19,72.523,2019
54330230,1511,1065,8,71.013,2019
54330241,510,615,3,121.176,2019
54380033,255,212,1,83.529,2019
54410059,316,214,2,68.354,2019
54450019,1359,810,18,60.927,2019
54450020,375,219,2,58.933,2019
54200056,71,51,0,71.831,2019
54200067,187,116,0,62.032,2019
54200078,680,447,1,65.882,2019
54200089,390,293,2,75.641,2019
54210013,1805,1277,10,71.302,2019
54210024,1515,884,28,60.198,2019
54210035,1076,581,10,54.926,2019
54210046,1915,1121,21,59.634,2019
54210057,1269,696,9,55.556,2019
54210068,804,406,7,51.368,2019
54210079,1588,937,12,59.761,2019
54210080,1355,736,3,54.539,2019
54210091,1645,1061,12,65.228,2019
54210103,1686,877,11,52.669,2019
54210114,1671,1057,13,64.034,2019
54210125,440,288,7,67.045,2019
54210169,514,291,4,57.393,2019
54230228,2502,1739,30,70.703,2019
54230239,571,478,8,85.114,2019
54230240,735,593,3,81.088,2019
54230251,594,484,7,82.66,2019
54290011,1561,1009,11,65.343,2019
54290022,2291,1532,22,67.831,2019
54380022,291,171,1,59.107,2019
54410026,2310,1487,26,65.498,2019
54410037,159,97,1,61.635,2019
54410048,147,156,1,106.803,2019
54410071,255,144,0,56.471,2019
54410082,480,198,5,42.292,2019
54410093,2082,830,9,40.298,2019
54410105,270,192,2,71.852,2019
54410116,690,488,0,70.725,2019
54410127,2052,1257,27,62.573,2019
54410138,337,202,6,61.721,2019
54410150,572,341,3,60.14,2019
54910874,283,209,1,74.205,2019
54910885,452,411,0,90.929,2019
54910896,872,538,28,64.908,2019
54910908,433,315,0,72.748,2019
54910919,351,231,4,66.952,2019
54910920,366,275,4,76.23,2019
54910931,677,507,8,76.071,2019
54910942,436,360,6,83.945,2019
54910953,629,478,10,77.583,2019
54910964,609,572,12,95.895,2019
54910975,378,253,3,67.725,2019
54910986,545,416,12,78.532,2019
54910997,542,423,2,78.413,2019
54911000,678,587,6,87.463,2019
54911011,322,234,2,73.292,2019
54911022,458,322,6,71.616,2019
54911033,253,184,3,73.913,2019
54911044,537,451,2,84.358,2019
54380066,226,168,3,75.664,2019
54380077,231,188,0,81.385,2019
54420038,322,162,6,52.174,2019
54420049,122,93,0,76.23,2019
54420050,354,151,1,42.938,2019
54420072,720,576,1,80.139,2019
54420083,298,198,3,67.45,2019
54420106,2296,1586,0,69.077,2019
54420128,242,50,0,20.661,2019
54420139,2096,1039,0,49.571,2019
54420140,2032,1157,17,57.776,2019
54420151,452,279,4,62.611,2019
54420162,1167,727,16,63.668,2019
54420173,44,53,0,120.455,2019
54420184,756,894,0,118.254,2019
54420195,388,564,4,146.392,2019
54450097,414,320,3,78.019,2019
54190010,1803,987,17,55.685,2019
54190021,2412,1451,25,61.194,2019
54610040,1495,621,37,44.013,2019
54610051,1559,828,7,53.56,2019
54610062,1395,683,14,49.964,2019
54610073,1683,923,17,55.853,2019
54610084,2077,1097,39,54.694,2019
54610095,963,497,18,53.479,2019
54610107,1830,719,31,40.984,2019
54610118,1580,741,16,47.911,2019
54610129,1234,643,9,52.836,2019
54610141,1786,1044,14,59.239,2019
54610152,1531,874,9,57.675,2019
54610163,1834,878,19,48.909,2019
54610174,1347,693,15,52.561,2019
54610185,1644,855,22,53.345,2019
54610196,1024,532,13,53.223,2019
54610208,1178,723,0,61.375,2019
54610219,2155,1300,16,61.067,2019
54120013,190,90,0,47.368,2019
54120024,489,329,4,68.098,2019
54120035,305,186,4,62.295,2019
54120046,834,474,3,57.194,2019
54120057,164,90,0,54.878,2019
54120068,452,296,3,66.15,2019
54120080,816,536,4,66.176,2019
54900097,1356,727,13,54.572,2019
54900109,267,145,3,55.431,2019
54900110,316,110,0,34.81,2019
54900121,285,126,0,44.211,2019
54900132,305,169,3,56.393,2019
54900154,125,100,0,80.0,2019
54900176,345,144,4,42.899,2019
54900187,450,281,5,63.556,2019
54900198,723,430,10,60.858,2019
54900200,585,402,2,69.06,2019
54910010,933,521,9,56.806,2019
54910762,429,413,9,98.368,2019
54750012,2850,1558,18,55.298,2019
54750023,1787,1213,14,68.663,2019
54750034,1425,1082,2,76.07,2019
54750045,1262,901,8,72.029,2019
54750056,1382,952,12,69.754,2019
54750067,413,369,12,92.252,2019
54750078,710,530,10,76.056,2019
54410161,700,488,4,70.286,2019
54410194,1738,1162,14,67.664,2019
54410217,677,274,2,40.768,2019
54410239,187,150,1,80.749,2019
54410240,105,66,0,62.857,2019
54410251,164,112,2,69.512,2019
54410262,400,311,6,79.25,2019
54410273,93,77,2,84.946,2019
54410284,452,262,9,59.956,2019
54410318,1542,1134,12,74.319,2019
54410330,307,244,8,82.085,2019
54410341,93,81,3,90.323,2019
54410352,129,114,1,89.147,2019
54410363,563,326,10,59.68,2019
54410374,203,155,2,77.34,2019
54410385,136,103,3,77.941,2019
54410396,129,92,5,75.194,2019
54410408,155,126,1,81.935,2019
54360019,1458,839,0,57.545,2019
54360020,319,216,2,68.339,2019
54360031,433,214,7,51.039,2019
54360042,269,188,1,70.26,2019
54360053,580,329,1,56.897,2019
54360064,1477,888,6,60.528,2019
54360075,660,357,6,55.0,2019
54360086,1137,641,19,58.047,2019
54360097,1617,960,22,60.73,2019
54360109,538,316,3,59.294,2019
54360110,1157,680,19,60.415,2019
54360121,97,67,3,72.165,2019
54410060,122,66,0,54.098,2019
54460010,257,140,5,56.42,2019
54460021,187,110,2,59.893,2019
54460032,183,124,0,67.76,2019
54460043,358,231,6,66.201,2019
54590182,1746,975,13,56.586,2019
54590193,1394,731,14,53.443,2019
54590205,1982,1177,9,59.839,2019
54590216,1349,654,10,49.222,2019
54590227,1885,937,12,50.345,2019
54590238,1848,971,12,53.193,2019
54590250,1073,595,6,56.011,2019
54590261,1053,597,5,57.17,2019
54590272,1406,832,5,59.531,2019
54590283,1021,543,8,53.967,2019
54590294,443,248,5,57.111,2019
54590306,1410,681,5,48.652,2019
54590328,1108,539,14,49.91,2019
54590339,733,405,5,55.935,2019
54590340,1936,1177,20,61.829,2019
54590351,1185,798,4,67.679,2019
54590362,979,517,27,55.567,2019
54590373,287,118,1,41.463,2019
54390045,324,223,3,69.753,2019
54390056,227,155,1,68.722,2019
54390067,249,206,5,84.739,2019
54410015,232,132,0,56.897,2019
54410149,279,192,1,69.176,2019
54410206,510,289,4,57.451,2019
54410228,152,91,3,61.842,2019
54150016,2631,1641,12,62.828,2019
54150027,1427,819,8,57.954,2019
54150038,604,468,4,78.146,2019
54170018,772,429,9,56.736,2019
54170029,952,621,14,66.702,2019
54180019,2185,1222,16,56.659,2019
54180020,470,296,9,64.894,2019
54230015,1871,1422,5,76.269,2019
54230026,1706,843,14,50.234,2019
54230037,1594,1081,7,68.256,2019
54230048,1098,737,3,67.395,2019
54220317,538,368,4,69.145,2019
54220328,718,490,5,68.942,2019
54220339,566,348,6,62.544,2019
54220340,568,301,2,53.345,2019
54220351,366,165,5,46.448,2019
54220362,589,390,2,66.553,2019
54220373,214,156,4,74.766,2019
54220384,525,362,0,68.952,2019
54220395,686,477,5,70.262,2019
54220407,721,538,5,75.312,2019
54220418,400,299,7,76.5,2019
54220430,674,476,10,72.107,2019
54220441,163,143,2,88.957,2019
54390012,140,59,1,42.857,2019
54390023,208,151,1,73.077,2019
54390034,462,315,1,68.398,2019
54890624,1508,930,10,62.334,2019
54890635,1423,1029,16,73.436,2019
54890646,1106,726,11,66.637,2019
54890657,1995,1169,18,59.499,2019
54890668,783,455,8,59.132,2019
54890679,1561,1001,8,64.638,2019
54890680,1043,621,1,59.636,2019
54890691,1105,730,3,66.335,2019
54890703,192,151,0,78.646,2019
54890725,166,103,0,62.048,2019
54890736,492,284,1,57.927,2019
54890747,1241,998,15,81.628,2019
54890758,879,575,10,66.553,2019
54890769,616,377,8,62.5,2019
54890770,805,540,4,67.578,2019
54890781,1359,883,4,65.269,2019
54890792,1813,969,13,54.164,2019
54890804,884,596,16,69.231,2019
54890815,1374,976,10,71.761,2019
54650752,839,787,1,93.921,2019
54650763,2516,1647,15,66.057,2019
54650774,1332,1115,5,84.084,2019
54650785,834,642,8,77.938,2019
54650796,944,935,0,99.047,2019
54650808,581,598,0,102.926,2019
54650819,377,487,3,129.973,2019
54650820,544,452,10,84.926,2019
54650831,521,610,2,117.466,2019
54650842,136,188,1,138.971,2019
54650853,915,1348,9,148.306,2019
54700017,544,363,3,67.279,2019
54700028,754,474,6,63.66,2019
54700039,279,123,4,45.52,2019
54700051,2687,1480,44,56.718,2019
54700073,665,347,2,52.481,2019
54700084,731,267,1,36.662,2019
54700095,1117,430,12,39.57,2019
54460076,219,105,4,49.772,2019
54460087,181,127,10,75.691,2019
54470011,178,85,4,50.0,2019
54470055,196,120,1,61.735,2019
54470134,381,238,4,63.517,2019
54470145,256,151,5,60.938,2019
54300013,2412,1439,14,60.24,2019
54300024,1333,918,26,70.818,2019
54330016,2754,1506,3,54.793,2019
54330027,1201,646,5,54.205,2019
54330038,2831,2050,13,72.872,2019
54330049,2005,1472,3,73.566,2019
54330050,1126,635,8,57.105,2019
54330061,1738,988,14,57.652,2019
54330072,2631,1505,25,58.153,2019
54330094,1441,825,8,57.807,2019
54260311,756,480,3,63.889,2019
54260333,1163,912,7,79.02,2019
54260344,522,345,8,67.625,2019
54260355,770,570,1,74.156,2019
54260366,779,506,1,65.083,2019
54260377,1347,909,9,68.151,2019
54260388,1610,1369,2,85.155,2019
54260399,2404,1270,27,53.952,2019
54260401,1187,824,21,71.188,2019
54260412,1684,547,9,33.017,2019
54260423,643,412,0,64.075,2019
54260434,2144,1366,3,63.853,2019
54260445,2880,2362,2,82.083,2019
54260456,1232,798,17,66.153,2019
54260467,1301,1057,0,81.245,2019
54260478,778,680,2,87.661,2019
54260490,639,433,4,68.388,2019
54260502,321,275,2,86.293,2019
54260513,1408,702,12,50.71,2019
54880544,971,696,6,72.297,2019
54880555,644,451,3,70.497,2019
54880566,586,405,3,69.625,2019
54880577,653,493,9,76.876,2019
54880588,548,379,7,70.438,2019
54880599,676,488,6,73.077,2019
54880601,610,428,11,71.967,2019
54880612,641,476,4,74.883,2019
54880623,423,330,2,78.487,2019
54880634,561,338,5,61.141,2019
54880645,535,352,2,66.168,2019
54880656,788,592,9,76.269,2019
54880667,555,388,2,70.27,2019
54880678,486,342,4,71.193,2019
54880689,412,327,11,82.039,2019
54880690,396,561,8,143.687,2019
