voting_district,municipality_code_2021,registered_voters,registered_2026_est,turnout_median,turnout_p10,turnout_p90,p_below_25_raw,p_below_25,non_voters_expected
76170630,MP325,328.0,392.0176,45.3672,31.0308,62.3945,0.0404,0.0014,211.2177
76170641,MP326,286.0,326.082,37.5334,22.9129,54.613,0.1349,0.057,201.4588
76170652,MP325,381.0,455.3619,36.7496,21.9206,53.9508,0.1525,0.057,285.1259
76170663,MP325,405.0,484.0461,43.2677,28.7145,60.4662,0.0571,0.0014,270.4922
76170674,MP325,335.0,400.3838,41.0061,26.7307,57.5822,0.0798,0.0033,234.0126
76170685,MP325,1125.0,1344.5726,43.2902,33.0728,53.8798,0.0154,0.0,760.9906
76170696,MP325,580.0,693.2019,49.2799,34.8099,66.4202,0.0205,0.0014,346.762
76170708,MP325,520.0,621.4913,48.6046,34.2923,65.6114,0.0226,0.0014,315.1474
76170719,MP325,397.0,474.4847,42.1214,27.6503,58.98,0.0683,0.0033,271.7125
76170720,MP325,523.0,625.0769,49.0902,34.7461,66.2639,0.0207,0.0014,313.6125
76170731,MP325,481.0,574.8795,42.6373,28.1118,59.9464,0.0616,0.0033,325.295
76170742,MP325,1980.0,2366.4478,39.8568,30.378,50.007,0.0266,0.0014,1418.0757
76170753,MP325,358.0,427.8729,44.9132,30.1899,62.1444,0.0433,0.0014,232.7634
76170764,MP325,362.0,432.6536,42.5416,27.9881,59.4148,0.0638,0.0033,245.995
76170775,MP325,472.0,564.1229,53.3044,38.4747,70.3542,0.0112,0.0,260.4995
