voting_district,municipality_code_2021,registered_voters,registered_2026_est,turnout_median,turnout_p10,turnout_p90,p_below_25_raw,p_below_25,non_voters_expected
54910661,MP326,405.0,461.7595,33.9144,19.6243,50.4231,0.2111,0.25,302.4337
54910683,MP326,395.0,450.3581,49.0183,34.5585,65.7362,0.0204,0.0014,226.7511
54910694,MP326,763.0,869.9322,37.8219,27.4766,48.5312,0.0563,0.0014,539.5431
54910706,MP326,1035.0,1180.0521,54.0131,43.8975,64.638,0.0019,0.0,540.9087
54910717,MP326,509.0,580.3348,53.0666,38.861,70.4718,0.0127,0.0,268.309
54910728,MP326,896.0,1021.5717,39.0539,28.7583,49.7548,0.0393,0.0014,621.1195
54910739,MP326,1132.0,1290.6464,41.7828,31.2184,52.1987,0.0206,0.0014,750.1342
54910740,MP326,863.0,983.9469,39.7355,29.513,50.323,0.0358,0.0014,591.5256
54910751,MP326,820.0,934.9205,38.5441,28.2089,49.0503,0.0481,0.0014,573.4534
54910762,MP321,401.0,453.1562,30.8019,16.564,47.5601,0.3019,0.3889,310.4278
54910773,MP326,626.0,713.732,37.8276,27.3102,48.6958,0.0602,0.0033,442.4775
54910784,MP326,922.0,1051.2155,41.8301,31.5997,52.496,0.0197,0.0014,610.0097
54910795,MP326,654.0,745.6561,37.5913,27.4732,48.4046,0.06,0.0033,464.2646
54910807,MP326,305.0,347.7448,41.4101,26.9572,58.5201,0.0758,0.0033,200.8903
54910818,MP326,545.0,621.3801,40.1172,26.2189,57.4193,0.0838,0.0033,366.3809
54910829,MP326,726.0,827.7467,42.2931,32.1523,53.0678,0.0181,0.0,475.5409
54910830,MP326,1387.0,1581.3839,40.8437,31.4129,50.6376,0.0192,0.0014,933.0365
54910841,MP326,651.0,742.2357,38.5805,28.2602,49.2496,0.0459,0.0014,454.8759
54910852,MP326,571.0,651.0239,46.8828,32.1597,63.6889,0.034,0.0014,342.1585
54910863,MP326,1218.0,1388.699,41.405,31.2093,52.0076,0.0246,0.0014,811.4368
54910874,MP326,485.0,552.9713,43.6175,29.107,61.0656,0.0538,0.0014,307.7065
54910885,MP326,435.0,495.9639,41.6278,27.5256,58.3526,0.069,0.0033,285.8404
54910896,MP326,834.0,950.8826,37.3052,27.1536,48.0873,0.0591,0.0014,593.6776
54910908,MP326,481.0,548.4107,43.6604,29.305,60.5661,0.0516,0.0014,304.8805
54910919,MP326,353.0,402.4719,42.5925,28.1772,59.3954,0.0642,0.0033,228.3338
54910920,MP326,368.0,419.5741,42.6879,28.6544,59.5142,0.0565,0.0014,236.8426
54910931,MP326,647.0,737.6751,38.7541,28.3173,49.3859,0.0443,0.0014,450.8407
54910942,MP326,416.0,474.3011,46.5165,32.1505,63.0464,0.0334,0.0014,251.1635
54910953,MP326,634.0,722.8532,44.6174,34.4091,55.2516,0.0126,0.0,399.0781
54910964,MP326,1165.0,1328.2712,47.6349,37.277,58.323,0.0051,0.0,693.5914
54910975,MP326,382.0,435.5362,41.778,27.4298,58.8968,0.0685,0.0033,250.4789
54910986,MP326,549.0,625.9407,45.4644,31.0345,62.1167,0.0414,0.0014,337.9053
54910997,MP326,519.0,591.7363,46.0739,31.4635,62.5128,0.0369,0.0014,315.727
54911000,MP326,738.0,841.4285,43.3954,33.4745,53.934,0.0146,0.0,473.8668
54911011,MP326,309.0,352.3054,68.7649,54.5204,85.5038,0.0011,0.0,108.0219
54911022,MP326,455.0,518.7669,41.0778,26.4325,57.7565,0.0834,0.0033,302.973
54911033,MP326,246.0,280.4762,42.2186,28.287,59.3738,0.0609,0.0033,159.6353
54911044,MP326,511.0,582.6151,44.9986,30.8128,61.817,0.044,0.0014,316.1813
54911055,MP326,510.0,581.475,45.7127,31.1762,62.7418,0.0392,0.0014,310.8811
54911066,MP326,436.0,497.1041,37.0733,22.3964,54.1904,0.1425,0.057,309.2813
54911077,MP326,465.0,530.1684,41.0719,26.8677,58.0839,0.0758,0.0033,308.194
54911088,MP326,701.0,799.243,44.2434,34.1303,54.9008,0.0133,0.0,444.3693
54911099,MP326,487.0,555.2516,46.0215,31.7626,63.1557,0.0355,0.0014,295.1345
54911101,MP326,285.0,324.9419,56.0171,41.4956,73.113,0.007,0.0,140.6759
54911112,MP326,540.0,615.6794,41.2541,27.0817,58.47,0.073,0.0033,356.4144
54911123,MP326,622.0,709.1714,42.3222,28.1555,59.2078,0.0613,0.0033,403.6102
54911134,MP326,927.0,1056.9163,38.8734,28.555,49.6451,0.0427,0.0014,644.2714
54911145,MP326,220.0,250.8323,43.2191,28.781,60.2297,0.055,0.0014,140.554
54911156,MP326,586.0,668.1261,48.3039,33.8921,65.2691,0.0254,0.0014,340.6568
54911167,MP326,238.0,271.355,46.5731,32.0487,63.7906,0.0329,0.0014,143.0975
54911178,MP326,505.0,575.7742,46.1384,31.7016,63.4411,0.0364,0.0014,306.5767
54911189,MP326,280.0,319.2412,45.2554,30.879,62.217,0.0393,0.0014,172.4603
76150010,MP325,1095.0,1308.7173,46.2058,36.1376,56.9688,0.0077,0.0,701.4672
76150021,MP325,913.0,1091.1954,40.2756,29.9819,51.2619,0.0338,0.0014,649.4414
76150032,MP325,2386.0,2851.6891,37.4741,28.0801,47.5125,0.0467,0.0014,1776.7713
76150043,MP325,1286.0,1536.9959,40.0491,30.0197,50.863,0.0288,0.0014,917.1071
76150054,MP325,579.0,692.0067,40.0118,25.3157,57.0954,0.0942,0.0274,410.3403
76150065,MP325,1129.0,1349.3533,40.406,30.2465,51.0322,0.0296,0.0014,801.5502
76150076,MP325,1130.0,1350.5485,42.5892,32.5,53.3292,0.016,0.0,771.651
76150087,MP325,648.0,774.4738,40.9082,30.5105,51.7491,0.0262,0.0014,456.671
76150098,MP325,617.0,737.4234,46.5022,32.0677,63.38,0.0334,0.0014,389.6713
76150100,MP325,815.0,974.0681,43.555,33.2792,54.4342,0.015,0.0,548.1939
76150111,MP325,744.0,889.2107,36.7819,26.5011,47.2892,0.0729,0.0033,560.9006
76150122,MP325,1022.0,1221.4695,40.7781,30.6693,51.5465,0.0258,0.0014,720.9395
76150133,MP325,778.0,929.8466,42.504,32.1981,53.5232,0.0192,0.0014,532.1713
76150144,MP325,470.0,561.7325,45.2564,30.8551,61.9657,0.0391,0.0014,304.0972
76150155,MP325,1142.0,1364.8906,41.5959,31.3792,52.5228,0.0218,0.0014,793.3387
76150166,MP325,1074.0,1283.6186,40.5403,30.2914,51.2692,0.0287,0.0014,760.6156
76150177,MP325,1056.0,1262.1055,45.2056,35.0468,55.9145,0.0087,0.0,688.8338
76150188,MP325,966.0,1154.5397,31.5118,21.1554,42.2305,0.2062,0.2381,788.8136
76150199,MP325,967.0,1155.7348,37.6968,27.4713,48.3987,0.0576,0.0014,718.3618
76150201,MP325,703.0,840.2085,45.0382,34.7472,55.8697,0.0127,0.0,460.7198
76150212,MP325,1557.0,1860.8885,31.8582,22.3049,41.721,0.1796,0.057,1265.2024
76150223,MP325,776.0,927.4563,42.3073,31.9742,53.051,0.02,0.0014,534.1015
76150234,MP325,960.0,1147.3686,38.4646,28.1871,49.5479,0.0463,0.0014,703.0202
76150245,MP325,1172.0,1400.7458,37.3913,27.0025,48.1414,0.0633,0.0033,874.9736
76150256,MP325,1769.0,2114.2657,31.867,22.3895,41.8618,0.1748,0.057,1435.8196
76150267,MP325,492.0,588.0264,41.5184,27.1241,58.5543,0.0705,0.0033,339.7173
76150278,MP325,1789.0,2138.1692,36.8379,27.3708,46.5636,0.0584,0.0014,1346.5799
76150289,MP325,1341.0,1602.7305,42.3921,33.0564,52.3626,0.0116,0.0,920.1723
76150290,MP325,1001.0,1196.3708,48.1502,37.8363,58.8187,0.0056,0.0,618.6415
76150302,MP325,1199.0,1433.0156,38.9894,28.851,49.6883,0.0425,0.0014,872.092
76150313,MP325,529.0,632.2479,46.6392,32.3562,63.8113,0.0321,0.0014,332.7317
76150324,MP325,1148.0,1372.0616,31.845,21.6121,42.648,0.1954,0.2381,932.249
76150335,MP325,979.0,1170.0769,37.1647,26.848,48.0777,0.0629,0.0033,732.3296
76150346,MP325,1209.0,1444.9673,39.7215,29.3975,50.404,0.0345,0.0014,869.4012
76150357,MP325,885.0,1057.7304,40.0756,29.7686,50.9034,0.0368,0.0014,631.5456
76150368,MP325,526.0,628.6624,44.1077,29.306,60.8487,0.0538,0.0014,348.1982
76150379,MP325,780.0,932.237,37.3327,27.0971,48.0139,0.0627,0.0033,582.7758
76150380,MP325,1744.0,2084.3863,32.7811,23.3525,42.7209,0.1438,0.057,1395.5992
76150391,MP325,1499.0,1791.5683,33.8423,24.3752,43.8411,0.1148,0.057,1181.8287
76150403,MP325,594.0,709.9343,48.4589,33.861,65.6385,0.0262,0.0014,361.2882
76150414,MP325,1827.0,2183.5859,36.2373,26.7491,46.1026,0.0649,0.0033,1387.1201
76150425,MP325,1365.0,1631.4147,42.8788,33.3854,52.7227,0.0102,0.0,929.8096
76150436,MP325,1295.0,1547.7524,38.8198,29.3743,48.56,0.0324,0.0014,944.5742
76150447,MP325,1324.0,1582.4125,40.7185,31.3354,50.7259,0.0188,0.0003,935.0915
76150458,MP325,1108.0,1324.2546,43.3622,33.1371,54.0406,0.0178,0.0,749.1066
76150469,MP325,1100.0,1314.6932,36.4137,26.0874,47.253,0.0791,0.0033,833.7336
76150470,MP325,2039.0,2436.9631,30.0617,20.4422,39.8995,0.242,0.2581,1700.7872
76150481,MP325,1121.0,1339.7919,41.5204,31.5277,52.3631,0.0218,0.0014,780.6006
76150492,MP325,1799.0,2150.121,36.4477,26.813,46.4282,0.0639,0.0033,1363.9973
76150504,MP325,1028.0,1228.6406,45.826,35.7426,56.1843,0.0093,0.0,663.51
76150515,MP325,663.0,792.4014,38.0991,27.853,48.7448,0.0549,0.0014,489.6644
76150526,MP325,812.0,970.4826,39.337,29.0417,50.3446,0.0391,0.0014,586.0243
76150537,MP325,671.0,801.9629,39.0531,28.7629,49.8791,0.0443,0.0014,488.0758
76150548,MP325,963.0,1150.9541,35.8564,25.7799,46.7011,0.0831,0.0033,734.7621
76150559,MP325,868.0,1037.4125,43.7258,33.4608,54.4348,0.0135,0.0,582.3431
76150560,MP325,1223.0,1461.6998,40.421,30.1432,51.1336,0.0279,0.0014,869.1072
76150571,MP325,533.0,637.0286,44.7336,30.5944,61.639,0.0447,0.0014,347.6606
76150582,MP325,876.0,1046.9739,46.5687,36.0976,57.2159,0.0083,0.0,558.586
76150593,MP325,1028.0,1228.6406,45.453,35.3019,56.1908,0.0091,0.0,667.6199
76150605,MP325,899.0,1074.4629,47.2238,36.944,57.9281,0.0061,0.0,565.4364
76150616,MP325,937.0,1119.8796,36.9927,26.519,47.528,0.0705,0.0033,704.9222
76150627,MP325,1055.0,1260.9103,32.0474,21.8084,42.8089,0.1804,0.057,854.018
76150649,MP325,502.0,599.9782,42.4519,27.8636,59.7824,0.064,0.0033,341.0107
76150650,MP325,1530.0,1828.6187,42.1285,32.5156,52.0232,0.0142,0.0,1056.8912
76150661,MP325,1187.0,1418.6735,43.4129,33.1027,54.0227,0.0175,0.0,801.1405
76150672,MP325,941.0,1124.6603,38.5789,28.3889,49.4375,0.0477,0.0014,688.745
76150683,MP325,673.0,804.3532,37.8359,27.449,48.7685,0.0581,0.0014,498.7624
76150694,MP325,885.0,1057.7304,41.1677,31.0558,52.1906,0.0251,0.0014,620.0048
76150706,MP325,336.0,401.579,44.433,30.0613,61.5342,0.0453,0.0014,220.0167
76150717,MP325,632.0,755.351,40.9871,30.7823,52.1153,0.0286,0.0014,443.9557
76150728,MP325,292.0,348.9913,44.5294,30.3281,61.6759,0.047,0.0014,191.0396
76150739,MP325,525.0,627.4672,45.3668,30.923,62.3343,0.0411,0.0014,338.5038
76150740,MP325,939.0,1122.2699,43.5411,33.4345,54.4116,0.0149,0.0,631.1518
76150751,MP325,494.0,590.4168,40.4626,26.0561,56.9474,0.088,0.0033,347.9823
76150762,MP325,343.0,409.9452,43.7847,29.2038,60.8011,0.0539,0.0014,227.7736
76150773,MP325,366.0,437.4343,47.96,33.4065,65.0609,0.0306,0.0014,224.6006
76150784,MP325,435.0,519.9014,47.3758,32.9021,64.0314,0.0323,0.0014,270.5707
76150807,MP325,527.0,629.8576,50.2187,35.4982,67.128,0.0194,0.0014,309.5792
76150818,MP325,790.0,944.1888,44.0127,33.7577,54.7789,0.0137,0.0,527.1477
76150829,MP325,673.0,804.3532,42.7331,32.3248,53.3662,0.0185,0.0,459.5216
76150830,MP325,799.0,954.9453,37.1847,26.8189,47.9965,0.068,0.0033,598.5852
76150841,MP325,503.0,601.1733,49.0905,34.8712,66.554,0.0222,0.0014,301.4665
76150852,MP325,521.0,622.6865,50.9372,36.5802,67.8593,0.016,0.0,301.6445
76150863,MP325,537.0,641.8093,47.0527,32.2116,63.8431,0.0321,0.0014,336.6189
76150874,MP325,235.0,280.8663,48.7392,34.5073,65.4893,0.022,0.0014,142.1185
76150885,MP325,371.0,443.4102,45.3228,31.1176,62.7062,0.0381,0.0014,238.6722
76150896,MP325,340.0,406.3597,42.4607,27.8341,59.601,0.0654,0.0033,230.7348
76150908,MP325,448.0,535.4387,50.2811,35.6531,67.6302,0.0199,0.0014,262.1191
76150919,MP325,243.0,290.4277,52.6284,38.1064,69.6014,0.011,0.0,135.6551
76160011,MP325,1562.0,1866.8643,39.5532,29.8956,49.4778,0.03,0.0014,1126.8565
76160022,MP325,977.0,1167.6866,42.8895,32.8207,53.5055,0.0178,0.0,665.5543
76160033,MP325,504.0,602.3685,42.8251,28.4496,59.8376,0.0579,0.0014,339.966
76160044,MP325,1142.0,1364.8906,43.6284,33.1657,54.2087,0.0165,0.0,767.8936
76160055,MP325,1336.0,1596.7546,42.8177,33.3079,52.6842,0.0117,0.0,910.7224
76160066,MP325,1158.0,1384.0134,38.6824,28.3804,49.3561,0.046,0.0014,846.7708
76160077,MP325,1156.0,1381.623,35.3173,25.0322,45.9902,0.0998,0.0274,891.9959
76160088,MP325,613.0,732.6427,44.2636,29.6325,61.3449,0.0511,0.0014,403.6948
76160099,MP325,1394.0,1666.0748,38.0252,28.3599,48.1574,0.0401,0.0014,1028.3904
76160101,MP325,1422.0,1699.5398,34.7734,25.3878,44.6771,0.091,0.0033,1104.7215
76160112,MP325,597.0,713.5199,48.9624,34.4846,66.2052,0.0239,0.0014,359.2799
76160123,MP325,1907.0,2279.1999,36.7317,27.0195,46.681,0.0617,0.0033,1438.4266
76160134,MP325,581.0,694.397,42.6531,28.5033,59.6576,0.0594,0.0014,393.1682
76160145,MP325,805.0,962.1164,34.6052,24.411,45.0707,0.1148,0.057,628.3425
76160156,MP325,684.0,817.5001,39.0362,28.8663,49.8706,0.0425,0.0014,496.409
76160167,MP325,1051.0,1256.1296,40.3089,30.0656,51.2055,0.0325,0.0014,747.6084
76160178,MP325,1150.0,1374.452,46.6579,36.3613,57.3833,0.007,0.0,731.0196
76160189,MP325,966.0,1154.5397,39.9521,29.6642,50.5587,0.0363,0.0014,691.3986
76160190,MP325,1082.0,1293.18,33.6433,23.4456,44.2954,0.1385,0.057,855.7534
76160202,MP325,1543.0,1844.156,32.29,22.8592,42.0702,0.1572,0.057,1245.2788
76160213,MP325,984.0,1176.0528,43.1567,32.8646,53.8379,0.0174,0.0,667.1983
76160224,MP325,2043.0,2441.7438,39.145,29.6401,49.2137,0.0294,0.0014,1481.6081
76160246,MP325,1818.0,2172.8293,43.2907,33.7381,53.288,0.008,0.0,1226.6261
76160257,MP325,308.0,368.1141,45.2655,30.9829,62.419,0.0434,0.0014,198.6851
76160268,MP325,689.0,823.476,37.8864,27.7534,48.5499,0.052,0.0014,510.0096
76160279,MP325,1754.0,2096.3381,38.8333,29.3059,48.8448,0.0348,0.0014,1277.4635
76160280,MP325,990.0,1183.2239,40.0389,29.6152,50.8735,0.0349,0.0014,707.3593
76160291,MP325,817.0,976.4585,46.7212,36.349,57.3704,0.0074,0.0,519.0459
76160303,MP325,791.0,945.3839,40.8545,30.6117,51.5661,0.0256,0.0014,558.1494
76160314,MP325,923.0,1103.1471,35.8229,25.4029,46.5328,0.0916,0.013,706.8908
76160325,MP325,628.0,750.5703,41.0599,30.7577,51.6362,0.0264,0.0014,441.327
76160336,MP325,639.0,763.7172,45.7758,35.8531,56.6522,0.0082,0.0,411.8844
76160358,MP325,1147.0,1370.8665,34.3886,24.4182,45.0749,0.1152,0.057,896.6063
76160369,MP325,823.0,983.6295,47.3324,36.7949,58.1334,0.0079,0.0,517.3775
76160370,MP325,904.0,1080.4388,37.3643,26.9642,47.9028,0.0667,0.0033,677.0836
76160381,MP325,1032.0,1233.4213,46.5954,36.1819,57.2052,0.0081,0.0,657.2635
76160392,MP325,886.0,1058.9256,44.3835,34.2813,55.3464,0.0117,0.0,586.0717
76160404,MP325,595.0,711.1295,43.6546,29.4433,60.6303,0.0518,0.0014,395.4362
76160415,MP325,1674.0,2000.724,41.6618,31.9855,51.6574,0.0152,0.0,1163.2892
76160426,MP325,1777.0,2123.8271,41.7173,32.2906,51.7384,0.0142,0.0,1233.455
76160437,MP325,1441.0,1722.2481,31.1501,21.5311,41.1668,0.2066,0.239,1182.5368
76160448,MP325,533.0,637.0286,40.8526,26.2813,57.7052,0.0832,0.0033,372.8633
76160459,MP325,1614.0,1929.0135,39.1532,29.7855,49.1924,0.0307,0.0014,1170.7539
76160460,MP325,1304.0,1558.509,37.7683,28.257,47.6474,0.0442,0.0014,967.3223
76160471,MP325,1180.0,1410.3072,36.5942,26.3036,47.3136,0.0767,0.0033,892.6287
76160482,MP325,1524.0,1821.4477,39.4654,29.9717,49.2847,0.0248,0.0014,1099.5724
76160493,MP325,642.0,767.3028,38.8448,28.4264,49.5129,0.0439,0.0014,467.961
76160505,MP325,807.0,964.5067,37.7613,27.7847,48.4772,0.0544,0.0014,597.7139
76160516,MP325,777.0,928.6515,43.1344,33.0006,54.2854,0.0158,0.0,525.2552
76160527,MP325,732.0,874.8686,40.0635,29.6369,50.9897,0.0342,0.0014,523.542
76160549,MP325,761.0,909.5287,31.5246,21.2573,42.2671,0.2036,0.2381,620.9118
76160550,MP325,1180.0,1410.3072,38.9218,28.548,49.4531,0.0432,0.0014,859.5529
76160561,MP325,669.0,799.5725,41.6565,31.6083,52.3995,0.0228,0.0014,464.9413
76160572,MP325,870.0,1039.8028,40.6578,30.508,51.457,0.0278,0.0014,614.4661
76160583,MP325,1058.0,1264.4958,44.1451,33.9825,54.9421,0.0119,0.0,703.3405
76160606,MP325,573.0,684.8356,48.6926,34.2728,65.6156,0.0255,0.0014,346.7385
76160628,MP325,1033.0,1234.6164,39.1352,28.698,50.0024,0.0447,0.0014,750.0356
76160639,MP325,1490.0,1780.8117,40.1745,30.7084,50.2629,0.021,0.0014,1061.5392
76160640,MP325,1162.0,1388.7941,34.9114,24.8341,45.7299,0.1042,0.0274,901.2659
76160651,MP325,723.0,864.112,40.2063,30.2613,51.0941,0.0326,0.0014,514.4961
76160662,MP325,1281.0,1531.02,44.7575,34.7389,55.4544,0.0119,0.0,842.1195
76160673,MP325,441.0,527.0725,47.7962,33.3135,64.9623,0.0256,0.0014,271.1858
76160684,MP325,1354.0,1618.2678,37.4979,27.7813,47.4037,0.0504,0.0014,1009.1215
76160695,MP325,243.0,290.4277,52.3137,37.5427,69.0968,0.0149,0.0,137.0506
76160707,MP325,325.0,388.4321,47.8973,33.4982,65.164,0.0287,0.0014,199.2737
76160718,MP325,955.0,1141.3927,43.3337,33.0726,54.1564,0.0155,0.0,644.7225
76160729,MP325,272.0,325.0878,46.9126,32.8954,63.9954,0.0277,0.0014,169.7604
76160730,MP325,778.0,929.8466,41.3913,31.2846,51.9393,0.0247,0.0014,544.1901
76160763,MP325,916.0,1094.7809,40.5784,30.4456,51.0779,0.0285,0.0014,649.3432
76160774,MP325,837.0,1000.362,31.6966,21.436,42.6135,0.2019,0.2381,680.7373
76160808,MP325,657.0,785.2304,42.7269,32.6837,53.5921,0.0185,0.0,447.5625
76160820,MP325,1224.0,1462.895,33.9664,23.6531,44.8738,0.1321,0.057,963.905
76160831,MP325,1011.0,1208.3226,45.0208,34.8011,55.8512,0.0108,0.0,662.3015
76160842,MP325,789.0,942.9936,44.9836,34.5736,55.8441,0.0121,0.0,517.3409
76160853,MP325,1131.0,1351.7436,36.5413,26.2966,47.3699,0.0776,0.0033,854.9509
76160875,MP325,679.0,811.5243,37.9357,27.5577,48.6674,0.0558,0.0014,502.8521
76160886,MP325,311.0,371.6996,49.5643,35.3906,66.7723,0.0201,0.0014,184.2475
76160897,MP325,496.0,592.8071,77.8701,63.8487,94.4574,0.0002,0.0,128.7173
76160909,MP325,641.0,766.1076,48.9131,38.4148,59.7476,0.0049,0.0,389.9552
76160921,MP325,121.0,144.6163,45.9286,31.6029,62.6531,0.0364,0.0014,77.2883
76160932,MP325,582.0,695.5922,43.0887,28.7382,59.9293,0.0588,0.0014,391.0692
76160943,MP325,1070.0,1278.8379,42.5202,32.446,52.8552,0.0175,0.0,732.879
76160954,MP325,412.0,492.4124,49.1657,34.6268,66.1062,0.0245,0.0014,247.9385
76160965,MP325,559.0,668.1032,49.7598,35.5026,66.7154,0.0215,0.0014,330.7658
76160976,MP325,390.0,466.1185,48.8331,34.4963,65.6362,0.0242,0.0014,235.3846
76160987,MP325,508.0,607.1492,44.531,30.1082,61.6561,0.045,0.0014,331.9569
76160998,MP325,540.0,645.3948,40.1625,26.2474,57.455,0.0854,0.0033,380.45
76161001,MP325,844.0,1008.7282,47.9789,37.5572,58.8103,0.007,0.0,523.7358
76161012,MP325,341.0,407.5549,41.9734,27.419,59.2121,0.0717,0.0033,233.6659
76161023,MP325,427.0,510.34,47.9221,33.8517,64.8104,0.023,0.0014,261.9894
76161034,MP325,448.0,535.4387,46.9848,32.691,63.8363,0.0301,0.0014,280.0861
76161045,MP325,363.0,433.8488,48.0747,34.1475,65.366,0.026,0.0014,221.538
76161056,MP325,509.0,608.3444,41.0994,26.2344,58.1676,0.085,0.0033,355.1475
76161067,MP325,300.0,358.5527,51.7006,37.4127,69.0031,0.0142,0.0,170.6949
76170012,MP325,1653.0,1975.6253,40.6362,31.2375,50.5807,0.0194,0.0014,1169.1428
76170023,MP325,1783.0,2130.9982,38.4099,28.9799,48.4349,0.0345,0.0014,1307.96
76170034,MP325,616.0,736.2282,44.5785,30.1307,61.5452,0.0458,0.0014,403.0921
76170045,MP325,1090.0,1302.7414,34.5607,24.4046,45.4346,0.1147,0.057,849.831
76170056,MP325,1210.0,1446.1625,47.85,37.6498,58.6919,0.0047,0.0,750.4444
76170067,MP325,581.0,694.397,39.7703,25.279,57.2595,0.0963,0.0274,412.8383
76170078,MP325,325.0,388.4321,50.7578,36.1267,67.2113,0.0185,0.0,189.4421
76170089,MP325,2300.0,2748.904,33.7226,24.3833,43.792,0.1156,0.057,1813.6123
76170090,MP325,927.0,1107.9278,39.9354,29.4067,50.3761,0.0334,0.0014,664.7745
76170102,MP325,1896.0,2266.053,43.5776,34.0238,53.2655,0.0088,0.0,1275.771
76170113,MP325,808.0,965.7019,38.7592,28.5076,49.4242,0.0455,0.0014,590.2861
76170124,MP325,1029.0,1229.8357,38.0413,27.7384,48.8628,0.054,0.0014,760.0638
76170135,MP325,1257.0,1502.3358,40.1652,29.8247,50.9395,0.0304,0.0014,897.1895
76170146,MP325,922.0,1101.9519,35.2898,24.7833,46.0352,0.1044,0.0274,711.6184
76170157,MP325,1537.0,1836.985,34.2692,24.7038,44.0682,0.107,0.0274,1204.8154
76170168,MP325,2427.0,2900.6913,37.3736,27.8861,47.283,0.0473,0.0014,1810.1851
76170179,MP325,1825.0,2181.1955,39.917,30.2676,49.8201,0.0242,0.0014,1307.5899
76170180,MP325,932.0,1113.9037,33.4981,23.1601,44.2972,0.1451,0.057,738.5142
76170191,MP325,1103.0,1318.2787,40.6369,30.5222,51.4285,0.0267,0.0014,779.7489
76170203,MP325,1050.0,1254.9344,39.8753,29.6892,50.6615,0.0349,0.0014,751.9949
76170214,MP325,1349.0,1612.2919,35.2381,25.9233,45.2587,0.081,0.0033,1040.2471
76170225,MP325,643.0,768.4979,46.7728,36.6664,57.7001,0.0067,0.0,407.3521
76170236,MP325,931.0,1112.7085,38.4454,28.165,48.8989,0.0485,0.0014,684.7915
76170247,MP325,1388.0,1658.9038,39.5549,29.948,49.5275,0.0283,0.0014,1000.4646
76170258,MP325,2275.0,2719.0246,34.9749,25.393,45.0058,0.0926,0.0274,1763.2873
76170269,MP325,1436.0,1716.2722,40.7683,31.2699,50.8543,0.0198,0.0014,1013.4043
76170270,MP325,1131.0,1351.7436,40.1797,29.9118,51.1326,0.034,0.0014,805.6475
76170281,MP325,766.0,915.5045,44.0697,33.7605,54.5409,0.0125,0.0,511.1706
76170292,MP325,677.0,809.1339,44.1761,33.8984,54.8702,0.0123,0.0,450.3739
76170304,MP325,310.0,370.5044,41.2466,27.4583,58.6763,0.0698,0.0033,214.1544
76170315,MP325,845.0,1009.9234,40.3262,30.1845,51.1697,0.0297,0.0014,600.6546
76170326,MP325,835.0,997.9717,40.267,30.0198,51.109,0.0302,0.0014,593.5189
76170337,MP325,1164.0,1391.1844,36.8066,26.6492,47.6585,0.069,0.0033,875.8958
76170348,MP325,1280.0,1529.8248,41.467,31.0781,52.1829,0.0241,0.0014,893.8625
76170359,MP325,919.0,1098.3664,44.8911,34.7441,55.6577,0.0114,0.0,603.1771
76170360,MP325,1441.0,1722.2481,36.8443,27.2276,46.458,0.0558,0.0014,1086.9567
76170371,MP325,2173.0,2597.1167,30.0858,20.5543,39.9642,0.2452,0.2581,1812.4532
76170382,MP325,1264.0,1510.702,32.9545,22.5863,43.5573,0.1642,0.057,1011.5853
76170393,MP325,1769.0,2114.2657,42.5922,33.2422,52.4674,0.0098,0.0,1208.6728
76170405,MP325,914.0,1092.3905,39.8684,29.4663,50.4261,0.0337,0.0014,655.8508
76170416,MP325,874.0,1044.5835,38.4611,28.2547,49.3006,0.0487,0.0014,640.8322
76170427,MP325,359.0,429.0681,34.1935,20.1239,51.4233,0.1979,0.2381,278.2323
76170438,MP325,596.0,712.3247,40.9624,26.3873,58.1658,0.0818,0.0033,415.3729
76170449,MP325,892.0,1066.0967,38.3806,28.1394,49.3277,0.0481,0.0014,654.6142
76170450,MP325,822.0,982.4344,35.1803,24.813,45.8621,0.1043,0.0274,635.1358
76170461,MP325,1962.0,2344.9346,34.9015,25.1525,44.7313,0.0955,0.0274,1524.7987
76170472,MP325,1361.0,1626.634,30.9821,21.4065,41.178,0.2165,0.2581,1120.1127
76170483,MP325,1924.0,2299.5179,35.9259,26.3421,45.8962,0.0744,0.0033,1470.0823
76170494,MP325,1808.0,2160.8775,33.7728,24.3668,43.7104,0.1174,0.057,1425.8362
76170506,MP325,1240.0,1482.0178,44.1298,33.9285,55.0252,0.0119,0.0,823.8082
76170539,MP325,1192.0,1424.6494,37.1929,26.9243,48.0171,0.0646,0.0033,892.2084
76170540,MP325,1372.0,1639.781,36.443,26.8163,46.493,0.0641,0.0033,1039.3356
76170551,MP325,553.0,660.9321,41.743,27.0353,58.7514,0.0737,0.0033,380.5609
76170562,MP325,1227.0,1466.4805,32.6403,22.3668,43.525,0.1647,0.057,984.7586
76170573,MP325,223.0,266.5242,48.0573,33.4564,64.7457,0.0257,0.0014,137.055
76170584,MP325,873.0,1043.3883,40.8799,30.6377,51.5806,0.0257,0.0014,614.7031
76170595,MP325,756.0,903.5528,38.0294,27.8462,48.779,0.0546,0.0014,558.5054
76170607,MP325,1055.0,1260.9103,43.4117,33.2163,54.0405,0.0147,0.0,712.0094
76170618,MP325,888.0,1061.316,38.6465,28.3234,49.3644,0.0506,0.0014,649.9744
76170629,MP325,393.0,469.704,40.4494,26.0393,57.3943,0.0871,0.0033,276.3439
