test_year,province_actual,province_80pct_range,province_inside_80pct,municipalities_inside_80pct,districts_inside_80pct,brier_low_turnout,brier_base_rate_rule,ranking_auc_low_turnout,districts_below_25_actual,districts_below_25_80pct_range
2016,56.411836916741,37.2-57.8,True,0.8823529411764706,0.8147935779816514,0.007814987564506881,0.007992810853227793,0.9599298100743187,14,4-140
2021,42.83095540999464,34.7-52.4,True,1.0,0.9243697478991597,0.01863674355742297,0.026955186097133464,0.9644032728298693,49,10-219
