voting_district,municipality_code_2021,municipality_name_2021,registered_voters,turnout_forecast
54790207,MP326,MP326 - City of Mbombela,1817.0,40.303
54790218,MP326,MP326 - City of Mbombela,3038.0,37.665
54790229,MP326,MP326 - City of Mbombela,1120.0,41.69
54790230,MP326,MP326 - City of Mbombela,3248.0,41.139
54790241,MP326,MP326 - City of Mbombela,1212.0,41.36
54790252,MP326,MP326 - City of Mbombela,1906.0,38.583
54790274,MP326,MP326 - City of Mbombela,2643.0,41.009
54790285,MP326,MP326 - City of Mbombela,2068.0,36.854
54790296,MP326,MP326 - City of Mbombela,1573.0,37.506
54790308,MP326,MP326 - City of Mbombela,1373.0,37.786
54790319,MP326,MP326 - City of Mbombela,2661.0,35.895
54790320,MP326,MP326 - City of Mbombela,2119.0,40.293
54790331,MP326,MP326 - City of Mbombela,2186.0,38.95
54790342,MP326,MP326 - City of Mbombela,1528.0,37.678
54790353,MP326,MP326 - City of Mbombela,1711.0,39.682
54790364,MP326,MP326 - City of Mbombela,1150.0,46.66
54790375,MP326,MP326 - City of Mbombela,1634.0,44.093
54790386,MP326,MP326 - City of Mbombela,1919.0,41.448
54790397,MP326,MP326 - City of Mbombela,1613.0,35.762
54790409,MP326,MP326 - City of Mbombela,937.0,35.988
54790410,MP326,MP326 - City of Mbombela,2115.0,36.452
54790421,MP326,MP326 - City of Mbombela,3146.0,49.238
54790432,MP326,MP326 - City of Mbombela,3542.0,47.412
54790443,MP326,MP326 - City of Mbombela,2542.0,39.708
54790454,MP326,MP326 - City of Mbombela,1198.0,42.596
54790465,MP326,MP326 - City of Mbombela,2258.0,34.0
54790487,MP326,MP326 - City of Mbombela,944.0,47.095
54790498,MP326,MP326 - City of Mbombela,2092.0,41.659
54790500,MP326,MP326 - City of Mbombela,722.0,41.825
54790511,MP326,MP326 - City of Mbombela,1147.0,43.44
54790522,MP326,MP326 - City of Mbombela,625.0,42.573
54790533,MP326,MP326 - City of Mbombela,993.0,43.688
54790544,MP326,MP326 - City of Mbombela,2012.0,39.32
54790555,MP326,MP326 - City of Mbombela,1635.0,34.776
54790566,MP326,MP326 - City of Mbombela,1179.0,38.685
54790577,MP326,MP326 - City of Mbombela,1427.0,38.88
54790588,MP326,MP326 - City of Mbombela,1227.0,43.44
54790599,MP326,MP326 - City of Mbombela,1905.0,35.739
54790601,MP326,MP326 - City of Mbombela,693.0,41.481
54790612,MP326,MP326 - City of Mbombela,814.0,45.622
54790623,MP326,MP326 - City of Mbombela,1335.0,43.316
54790634,MP326,MP326 - City of Mbombela,2148.0,36.344
54790645,MP326,MP326 - City of Mbombela,1378.0,43.814
54790656,MP326,MP326 - City of Mbombela,1598.0,45.599
54790667,MP326,MP326 - City of Mbombela,1205.0,40.544
54790678,MP326,MP326 - City of Mbombela,662.0,41.373
54790690,MP326,MP326 - City of Mbombela,854.0,43.885
54790702,MP326,MP326 - City of Mbombela,1387.0,50.203
54790713,MP326,MP326 - City of Mbombela,515.0,43.699
54790724,MP326,MP326 - City of Mbombela,384.0,50.803
54790735,MP326,MP326 - City of Mbombela,726.0,38.203
54790746,MP326,MP326 - City of Mbombela,1157.0,42.334
54790757,MP326,MP326 - City of Mbombela,698.0,43.087
54790768,MP326,MP326 - City of Mbombela,531.0,43.489
54790791,MP326,MP326 - City of Mbombela,655.0,45.443
54790803,MP326,MP326 - City of Mbombela,653.0,50.68
54790814,MP326,MP326 - City of Mbombela,201.0,46.472
54790825,MP326,MP326 - City of Mbombela,984.0,46.109
54790836,MP326,MP326 - City of Mbombela,824.0,41.724
54790847,MP326,MP326 - City of Mbombela,742.0,43.327
54790858,MP326,MP326 - City of Mbombela,978.0,47.031
54790869,MP326,MP326 - City of Mbombela,659.0,45.725
54790870,MP326,MP326 - City of Mbombela,703.0,63.61
54790881,MP326,MP326 - City of Mbombela,498.0,46.323
54790892,MP326,MP326 - City of Mbombela,942.0,60.906
54790904,MP326,MP326 - City of Mbombela,916.0,43.403
54790915,MP326,MP326 - City of Mbombela,343.0,47.666
54790926,MP326,MP326 - City of Mbombela,363.0,58.124
54790937,MP326,MP326 - City of Mbombela,81.0,57.338
54800018,MP321,MP321 - Thaba Chweu,2533.0,39.93
54800029,MP321,MP321 - Thaba Chweu,2788.0,42.259
54800030,MP321,MP321 - Thaba Chweu,934.0,47.383
54800041,MP321,MP321 - Thaba Chweu,846.0,54.698
54830011,MP326,MP326 - City of Mbombela,2482.0,39.587
54830022,MP326,MP326 - City of Mbombela,3870.0,46.464
54830033,MP326,MP326 - City of Mbombela,1825.0,36.018
54830044,MP326,MP326 - City of Mbombela,2451.0,40.755
54830055,MP326,MP326 - City of Mbombela,2008.0,37.276
54830066,MP326,MP326 - City of Mbombela,1734.0,36.027
54830077,MP326,MP326 - City of Mbombela,1261.0,36.733
54830088,MP326,MP326 - City of Mbombela,2533.0,39.656
54830099,MP326,MP326 - City of Mbombela,859.0,51.971
54830101,MP326,MP326 - City of Mbombela,859.0,42.36
54830112,MP326,MP326 - City of Mbombela,571.0,41.481
54830134,MP326,MP326 - City of Mbombela,571.0,41.784
54830145,MP326,MP326 - City of Mbombela,789.0,46.36
54830156,MP326,MP326 - City of Mbombela,465.0,44.455
54830167,MP326,MP326 - City of Mbombela,579.0,40.162
54830178,MP326,MP326 - City of Mbombela,458.0,52.988
54840012,MP326,MP326 - City of Mbombela,489.0,35.554
54840034,MP326,MP326 - City of Mbombela,286.0,39.436
54840045,MP326,MP326 - City of Mbombela,215.0,26.441
54840056,MP326,MP326 - City of Mbombela,156.0,26.336
54840067,MP326,MP326 - City of Mbombela,557.0,36.355
54840078,MP326,MP326 - City of Mbombela,754.0,30.135
54840089,MP326,MP326 - City of Mbombela,422.0,33.496
54840102,MP326,MP326 - City of Mbombela,216.0,25.232
54840113,MP326,MP326 - City of Mbombela,951.0,42.603
54840135,MP326,MP326 - City of Mbombela,1077.0,50.953
54840146,MP326,MP326 - City of Mbombela,1875.0,39.502
54840157,MP326,MP326 - City of Mbombela,1976.0,38.658
54840179,MP326,MP326 - City of Mbombela,206.0,35.245
54840180,MP326,MP326 - City of Mbombela,176.0,48.386
54840191,MP326,MP326 - City of Mbombela,177.0,27.988
54840203,MP326,MP326 - City of Mbombela,759.0,45.656
54850013,MP325,MP325 - Bushbuckridge,457.0,31.665
54850024,MP325,MP325 - Bushbuckridge,326.0,38.586
54850035,MP325,MP325 - Bushbuckridge,130.0,51.693
54850046,MP325,MP325 - Bushbuckridge,91.0,49.339
54850057,MP325,MP325 - Bushbuckridge,186.0,61.959
54860014,MP321,MP321 - Thaba Chweu,1033.0,54.175
54860036,MP321,MP321 - Thaba Chweu,1135.0,37.44
54860070,MP321,MP321 - Thaba Chweu,1206.0,51.646
54860137,MP321,MP321 - Thaba Chweu,500.0,49.126
54860159,MP321,MP321 - Thaba Chweu,202.0,30.8
54860193,MP321,MP321 - Thaba Chweu,278.0,42.891
54860205,MP321,MP321 - Thaba Chweu,187.0,53.943
54860216,MP321,MP321 - Thaba Chweu,158.0,40.363
54860317,MP321,MP321 - Thaba Chweu,210.0,51.096
54870015,MP326,MP326 - City of Mbombela,243.0,25.077
54870026,MP326,MP326 - City of Mbombela,471.0,35.022
54870037,MP326,MP326 - City of Mbombela,893.0,31.438
54870048,MP326,MP326 - City of Mbombela,1010.0,40.246
54870059,MP326,MP326 - City of Mbombela,324.0,35.715
54870060,MP326,MP326 - City of Mbombela,1211.0,42.569
54870082,MP321,MP321 - Thaba Chweu,781.0,37.227
54870093,MP326,MP326 - City of Mbombela,497.0,41.809
54870116,MP326,MP326 - City of Mbombela,1291.0,46.909
54870138,MP326,MP326 - City of Mbombela,541.0,35.283
54870149,MP326,MP326 - City of Mbombela,1198.0,46.029
54870172,MP326,MP326 - City of Mbombela,560.0,33.668
54870183,MP326,MP326 - City of Mbombela,2107.0,36.854
54870194,MP326,MP326 - City of Mbombela,1015.0,36.523
54870228,MP326,MP326 - City of Mbombela,400.0,28.279
54870239,MP326,MP326 - City of Mbombela,241.0,43.352
54870240,MP326,MP326 - City of Mbombela,358.0,46.701
54870251,MP326,MP326 - City of Mbombela,339.0,41.776
54870262,MP326,MP326 - City of Mbombela,2532.0,39.868
54870273,MP326,MP326 - City of Mbombela,1188.0,50.24
54870284,MP326,MP326 - City of Mbombela,737.0,45.798
54870295,MP326,MP326 - City of Mbombela,739.0,42.928
54870307,MP326,MP326 - City of Mbombela,648.0,43.502
54870318,MP326,MP326 - City of Mbombela,106.0,44.395
54880016,MP324,MP324 - Nkomazi,1126.0,43.571
54880027,MP324,MP324 - Nkomazi,212.0,36.66
54880038,MP324,MP324 - Nkomazi,1320.0,60.046
54880049,MP324,MP324 - Nkomazi,1187.0,53.649
54880050,MP324,MP324 - Nkomazi,2096.0,47.33
54880061,MP324,MP324 - Nkomazi,1044.0,44.437
54880083,MP324,MP324 - Nkomazi,1869.0,42.721
54880094,MP324,MP324 - Nkomazi,2388.0,48.125
54880106,MP324,MP324 - Nkomazi,1340.0,49.512
54880117,MP324,MP324 - Nkomazi,1634.0,50.0
54880139,MP324,MP324 - Nkomazi,2237.0,48.812
54880162,MP324,MP324 - Nkomazi,1786.0,50.16
54880173,MP324,MP324 - Nkomazi,613.0,52.652
54880184,MP324,MP324 - Nkomazi,804.0,52.016
54880195,MP324,MP324 - Nkomazi,1551.0,50.909
54880207,MP324,MP324 - Nkomazi,1163.0,52.658
54880229,MP324,MP324 - Nkomazi,1756.0,50.849
54880230,MP324,MP324 - Nkomazi,1555.0,49.818
54880241,MP324,MP324 - Nkomazi,1442.0,49.975
54880252,MP324,MP324 - Nkomazi,820.0,53.677
54880263,MP324,MP324 - Nkomazi,565.0,50.019
54880274,MP324,MP324 - Nkomazi,843.0,56.527
54880285,MP324,MP324 - Nkomazi,2355.0,49.378
54880296,MP324,MP324 - Nkomazi,685.0,41.316
54880308,MP324,MP324 - Nkomazi,1936.0,43.832
54880319,MP324,MP324 - Nkomazi,1220.0,48.832
54880342,MP324,MP324 - Nkomazi,2693.0,46.606
54880364,MP324,MP324 - Nkomazi,800.0,52.521
54880375,MP324,MP324 - Nkomazi,1057.0,57.217
54880386,MP324,MP324 - Nkomazi,928.0,52.362
54880397,MP324,MP324 - Nkomazi,1541.0,51.381
54880409,MP324,MP324 - Nkomazi,900.0,60.965
54880410,MP324,MP324 - Nkomazi,1891.0,40.864
54880421,MP324,MP324 - Nkomazi,2137.0,46.386
54880432,MP324,MP324 - Nkomazi,772.0,52.935
54880443,MP324,MP324 - Nkomazi,756.0,50.228
54880454,MP324,MP324 - Nkomazi,963.0,57.214
54880465,MP324,MP324 - Nkomazi,946.0,52.252
54880476,MP324,MP324 - Nkomazi,580.0,45.406
54880487,MP324,MP324 - Nkomazi,1390.0,49.603
54880498,MP324,MP324 - Nkomazi,923.0,48.914
54880500,MP324,MP324 - Nkomazi,669.0,50.45
54880511,MP324,MP324 - Nkomazi,788.0,49.954
54880522,MP324,MP324 - Nkomazi,524.0,51.414
54880533,MP324,MP324 - Nkomazi,785.0,52.499
54880544,MP324,MP324 - Nkomazi,999.0,46.436
54880555,MP324,MP324 - Nkomazi,666.0,49.542
54880566,MP324,MP324 - Nkomazi,588.0,52.003
54880577,MP324,MP324 - Nkomazi,800.0,58.851
54880588,MP324,MP324 - Nkomazi,551.0,51.563
54880599,MP324,MP324 - Nkomazi,655.0,50.362
54880601,MP324,MP324 - Nkomazi,621.0,52.269
54880612,MP324,MP324 - Nkomazi,644.0,57.234
54880623,MP324,MP324 - Nkomazi,427.0,52.95
54880634,MP324,MP324 - Nkomazi,570.0,47.25
54880645,MP324,MP324 - Nkomazi,552.0,46.643
54880656,MP324,MP324 - Nkomazi,756.0,47.462
54880667,MP324,MP324 - Nkomazi,556.0,48.318
54880678,MP324,MP324 - Nkomazi,475.0,57.434
54880689,MP324,MP324 - Nkomazi,437.0,43.07
54880690,MP324,MP324 - Nkomazi,466.0,57.061
54880702,MP324,MP324 - Nkomazi,96.0,63.314
54890017,MP324,MP324 - Nkomazi,1225.0,49.366
54890039,MP324,MP324 - Nkomazi,91.0,40.201
54890040,MP324,MP324 - Nkomazi,492.0,48.804
54890051,MP324,MP324 - Nkomazi,779.0,49.458
54890073,MP324,MP324 - Nkomazi,314.0,39.327
54890084,MP324,MP324 - Nkomazi,756.0,50.895
54890095,MP326,MP326 - City of Mbombela,1072.0,43.984
54890118,MP324,MP324 - Nkomazi,855.0,49.879
54890130,MP324,MP324 - Nkomazi,760.0,50.405
54890141,MP324,MP324 - Nkomazi,1100.0,51.321
54890152,MP324,MP324 - Nkomazi,1103.0,48.455
54890163,MP324,MP324 - Nkomazi,1611.0,45.986
54890174,MP324,MP324 - Nkomazi,1205.0,52.016
54890185,MP324,MP324 - Nkomazi,658.0,51.946
54890196,MP324,MP324 - Nkomazi,1205.0,49.677
54890208,MP324,MP324 - Nkomazi,1830.0,49.946
54890219,MP324,MP324 - Nkomazi,1197.0,43.449
54890220,MP324,MP324 - Nkomazi,1718.0,47.142
54890231,MP324,MP324 - Nkomazi,742.0,43.342
54890242,MP324,MP324 - Nkomazi,1248.0,52.592
54890253,MP324,MP324 - Nkomazi,1155.0,51.415
54890264,MP324,MP324 - Nkomazi,1542.0,51.076
54890275,MP324,MP324 - Nkomazi,1354.0,56.908
54890286,MP324,MP324 - Nkomazi,478.0,46.774
54890297,MP324,MP324 - Nkomazi,582.0,51.217
54890309,MP324,MP324 - Nkomazi,1199.0,49.573
54890310,MP324,MP324 - Nkomazi,1665.0,50.719
54890321,MP324,MP324 - Nkomazi,1114.0,59.924
54890332,MP324,MP324 - Nkomazi,1874.0,47.289
54890343,MP324,MP324 - Nkomazi,289.0,46.21
54890354,MP324,MP324 - Nkomazi,435.0,50.336
54890365,MP324,MP324 - Nkomazi,729.0,52.207
54890376,MP324,MP324 - Nkomazi,1338.0,52.646
54890387,MP324,MP324 - Nkomazi,1519.0,53.553
54890398,MP324,MP324 - Nkomazi,1424.0,49.037
54890400,MP324,MP324 - Nkomazi,1579.0,50.5
54890411,MP324,MP324 - Nkomazi,1661.0,50.107
54890422,MP324,MP324 - Nkomazi,822.0,52.543
54890433,MP324,MP324 - Nkomazi,1340.0,49.463
54890444,MP324,MP324 - Nkomazi,851.0,56.742
54890455,MP324,MP324 - Nkomazi,1739.0,50.813
54890466,MP324,MP324 - Nkomazi,868.0,52.81
54890477,MP324,MP324 - Nkomazi,1349.0,57.752
54890499,MP324,MP324 - Nkomazi,827.0,50.682
54890501,MP324,MP324 - Nkomazi,798.0,43.686
54890512,MP324,MP324 - Nkomazi,1279.0,44.298
54890523,MP324,MP324 - Nkomazi,988.0,46.616
54890534,MP324,MP324 - Nkomazi,1623.0,47.149
54890556,MP324,MP324 - Nkomazi,857.0,52.755
54890567,MP324,MP324 - Nkomazi,1433.0,47.341
54890578,MP324,MP324 - Nkomazi,924.0,43.141
54890589,MP324,MP324 - Nkomazi,877.0,49.457
54890590,MP324,MP324 - Nkomazi,1230.0,49.766
54890602,MP324,MP324 - Nkomazi,467.0,37.832
54890613,MP324,MP324 - Nkomazi,892.0,49.672
54890624,MP324,MP324 - Nkomazi,1439.0,47.191
54890635,MP324,MP324 - Nkomazi,1496.0,50.152
54890646,MP324,MP324 - Nkomazi,1076.0,49.322
54890657,MP324,MP324 - Nkomazi,1895.0,45.39
54890668,MP324,MP324 - Nkomazi,789.0,47.032
54890679,MP324,MP324 - Nkomazi,1525.0,60.371
54890680,MP324,MP324 - Nkomazi,1006.0,41.88
54890691,MP324,MP324 - Nkomazi,1078.0,52.735
54890703,MP324,MP324 - Nkomazi,182.0,51.818
54890725,MP324,MP324 - Nkomazi,139.0,37.519
54890736,MP324,MP324 - Nkomazi,503.0,60.972
54890747,MP324,MP324 - Nkomazi,1219.0,44.363
54890758,MP324,MP324 - Nkomazi,909.0,52.649
54890769,MP324,MP324 - Nkomazi,613.0,49.452
54890770,MP324,MP324 - Nkomazi,855.0,52.776
54890781,MP324,MP324 - Nkomazi,1486.0,52.818
54890792,MP324,MP324 - Nkomazi,1734.0,43.712
54890804,MP324,MP324 - Nkomazi,831.0,53.743
54890815,MP324,MP324 - Nkomazi,1363.0,50.197
54890826,MP324,MP324 - Nkomazi,1516.0,45.084
54890837,MP324,MP324 - Nkomazi,1049.0,50.371
54890848,MP324,MP324 - Nkomazi,234.0,38.872
54890859,MP324,MP324 - Nkomazi,1065.0,52.505
54890860,MP324,MP324 - Nkomazi,589.0,57.291
54890871,MP324,MP324 - Nkomazi,398.0,60.655
54890882,MP324,MP324 - Nkomazi,1084.0,49.125
54890893,MP324,MP324 - Nkomazi,823.0,50.858
54890905,MP324,MP324 - Nkomazi,388.0,42.545
54890916,MP324,MP324 - Nkomazi,305.0,51.803
54890927,MP324,MP324 - Nkomazi,688.0,52.725
54890938,MP324,MP324 - Nkomazi,378.0,52.353
54890949,MP324,MP324 - Nkomazi,364.0,52.92
54890950,MP324,MP324 - Nkomazi,343.0,49.996
54890961,MP324,MP324 - Nkomazi,461.0,42.559
54890972,MP324,MP324 - Nkomazi,790.0,51.629
54890983,MP324,MP324 - Nkomazi,392.0,48.512
54890994,MP324,MP324 - Nkomazi,451.0,46.965
54891007,MP324,MP324 - Nkomazi,265.0,62.396
54891018,MP324,MP324 - Nkomazi,144.0,52.53
54891029,MP324,MP324 - Nkomazi,147.0,46.703
54891030,MP324,MP324 - Nkomazi,235.0,57.32
54891041,MP324,MP324 - Nkomazi,385.0,51.099
54891052,MP324,MP324 - Nkomazi,150.0,57.902
54891063,MP324,MP324 - Nkomazi,409.0,59.748
54891074,MP324,MP324 - Nkomazi,285.0,52.611
54891085,MP324,MP324 - Nkomazi,320.0,61.387
54891096,MP324,MP324 - Nkomazi,118.0,56.5
54900019,MP321,MP321 - Thaba Chweu,531.0,30.293
54900020,MP321,MP321 - Thaba Chweu,1959.0,46.347
54900031,MP321,MP321 - Thaba Chweu,1341.0,50.962
54900042,MP321,MP321 - Thaba Chweu,1587.0,46.18
54900053,MP321,MP321 - Thaba Chweu,870.0,51.581
54900064,MP321,MP321 - Thaba Chweu,1170.0,47.229
54900075,MP321,MP321 - Thaba Chweu,254.0,26.445
54900086,MP321,MP321 - Thaba Chweu,431.0,28.985
54900097,MP321,MP321 - Thaba Chweu,1305.0,43.469
54900109,MP321,MP321 - Thaba Chweu,264.0,30.546
54900110,MP321,MP321 - Thaba Chweu,327.0,26.249
54900121,MP321,MP321 - Thaba Chweu,272.0,25.241
54900132,MP321,MP321 - Thaba Chweu,292.0,28.664
54900154,MP321,MP321 - Thaba Chweu,123.0,28.001
54900176,MP321,MP321 - Thaba Chweu,369.0,26.368
54900187,MP321,MP321 - Thaba Chweu,392.0,52.323
54900198,MP321,MP321 - Thaba Chweu,723.0,51.841
54900200,MP321,MP321 - Thaba Chweu,562.0,54.469
54910010,MP321,MP321 - Thaba Chweu,823.0,29.945
54910054,MP326,MP326 - City of Mbombela,773.0,46.955
54910065,MP326,MP326 - City of Mbombela,1665.0,35.79
54910076,MP326,MP326 - City of Mbombela,1854.0,34.574
54910087,MP326,MP326 - City of Mbombela,1599.0,36.947
54910100,MP326,MP326 - City of Mbombela,1619.0,39.334
54910111,MP326,MP326 - City of Mbombela,1315.0,36.806
54910144,MP326,MP326 - City of Mbombela,760.0,38.94
54910155,MP326,MP326 - City of Mbombela,1276.0,41.168
54910177,MP326,MP326 - City of Mbombela,1303.0,39.61
54910188,MP326,MP326 - City of Mbombela,975.0,36.586
54910212,MP326,MP326 - City of Mbombela,805.0,40.545
54910223,MP326,MP326 - City of Mbombela,1115.0,40.111
54910234,MP326,MP326 - City of Mbombela,1524.0,37.676
54910245,MP326,MP326 - City of Mbombela,840.0,36.867
54910256,MP326,MP326 - City of Mbombela,825.0,45.601
54910267,MP326,MP326 - City of Mbombela,1244.0,36.733
54910278,MP326,MP326 - City of Mbombela,1245.0,40.774
54910290,MP326,MP326 - City of Mbombela,816.0,39.113
54910313,MP326,MP326 - City of Mbombela,1168.0,43.44
54910324,MP326,MP326 - City of Mbombela,801.0,36.898
54910335,MP326,MP326 - City of Mbombela,1497.0,42.785
54910346,MP326,MP326 - City of Mbombela,1185.0,36.157
54910357,MP326,MP326 - City of Mbombela,1920.0,35.785
54910368,MP326,MP326 - City of Mbombela,1327.0,46.11
54910379,MP326,MP326 - City of Mbombela,1434.0,41.447
54910380,MP326,MP326 - City of Mbombela,1426.0,41.247
54910391,MP326,MP326 - City of Mbombela,565.0,40.622
54910403,MP326,MP326 - City of Mbombela,1026.0,44.706
54910414,MP326,MP326 - City of Mbombela,1145.0,42.334
54910425,MP326,MP326 - City of Mbombela,1168.0,45.595
54910436,MP326,MP326 - City of Mbombela,1180.0,43.673
54910447,MP326,MP326 - City of Mbombela,885.0,42.068
54910458,MP326,MP326 - City of Mbombela,970.0,40.777
54910470,MP326,MP326 - City of Mbombela,1242.0,37.252
54910481,MP326,MP326 - City of Mbombela,1433.0,42.136
54910504,MP326,MP326 - City of Mbombela,866.0,41.101
54910515,MP326,MP326 - City of Mbombela,1034.0,37.712
54910526,MP326,MP326 - City of Mbombela,1556.0,39.506
54910537,MP326,MP326 - City of Mbombela,459.0,37.344
54910548,MP326,MP326 - City of Mbombela,1473.0,38.682
54910571,MP326,MP326 - City of Mbombela,1177.0,42.804
54910582,MP326,MP326 - City of Mbombela,382.0,26.922
54910593,MP326,MP326 - City of Mbombela,847.0,34.745
54910616,MP326,MP326 - City of Mbombela,1730.0,35.785
54910627,MP326,MP326 - City of Mbombela,437.0,59.963
54910649,MP326,MP326 - City of Mbombela,698.0,43.768
54910650,MP326,MP326 - City of Mbombela,879.0,42.226
54910661,MP326,MP326 - City of Mbombela,405.0,32.519
54910683,MP326,MP326 - City of Mbombela,395.0,50.551
54910694,MP326,MP326 - City of Mbombela,763.0,38.992
54910706,MP326,MP326 - City of Mbombela,1035.0,53.926
54910717,MP326,MP326 - City of Mbombela,509.0,49.933
54910728,MP326,MP326 - City of Mbombela,896.0,41.243
54910739,MP326,MP326 - City of Mbombela,1132.0,43.107
54910740,MP326,MP326 - City of Mbombela,863.0,41.845
54910751,MP326,MP326 - City of Mbombela,820.0,40.794
54910762,MP321,MP321 - Thaba Chweu,401.0,32.024
54910773,MP326,MP326 - City of Mbombela,626.0,40.52
54910784,MP326,MP326 - City of Mbombela,922.0,43.119
54910795,MP326,MP326 - City of Mbombela,654.0,36.394
54910807,MP326,MP326 - City of Mbombela,305.0,40.877
54910818,MP326,MP326 - City of Mbombela,545.0,38.619
54910829,MP326,MP326 - City of Mbombela,726.0,41.373
54910830,MP326,MP326 - City of Mbombela,1387.0,43.076
54910841,MP326,MP326 - City of Mbombela,651.0,41.769
54910852,MP326,MP326 - City of Mbombela,571.0,46.919
54910863,MP326,MP326 - City of Mbombela,1218.0,43.107
54910874,MP326,MP326 - City of Mbombela,485.0,43.47
54910885,MP326,MP326 - City of Mbombela,435.0,42.009
54910896,MP326,MP326 - City of Mbombela,834.0,36.535
54910908,MP326,MP326 - City of Mbombela,481.0,43.821
54910919,MP326,MP326 - City of Mbombela,353.0,42.041
54910920,MP326,MP326 - City of Mbombela,368.0,40.815
54910931,MP326,MP326 - City of Mbombela,647.0,37.125
54910942,MP326,MP326 - City of Mbombela,416.0,46.111
54910953,MP326,MP326 - City of Mbombela,634.0,46.883
54910964,MP326,MP326 - City of Mbombela,1165.0,50.668
54910975,MP326,MP326 - City of Mbombela,382.0,42.02
54910986,MP326,MP326 - City of Mbombela,549.0,45.798
54910997,MP326,MP326 - City of Mbombela,519.0,47.023
54911000,MP326,MP326 - City of Mbombela,738.0,45.725
54911011,MP326,MP326 - City of Mbombela,309.0,59.399
54911022,MP326,MP326 - City of Mbombela,455.0,40.923
54911033,MP326,MP326 - City of Mbombela,246.0,40.836
54911044,MP326,MP326 - City of Mbombela,511.0,44.128
54911055,MP326,MP326 - City of Mbombela,510.0,47.058
54911066,MP326,MP326 - City of Mbombela,436.0,38.036
54911077,MP326,MP326 - City of Mbombela,465.0,39.375
54911088,MP326,MP326 - City of Mbombela,701.0,46.709
54911099,MP326,MP326 - City of Mbombela,487.0,45.953
54911101,MP326,MP326 - City of Mbombela,285.0,52.123
54911112,MP326,MP326 - City of Mbombela,540.0,42.613
54911123,MP326,MP326 - City of Mbombela,622.0,40.222
54911134,MP326,MP326 - City of Mbombela,927.0,41.671
54911145,MP326,MP326 - City of Mbombela,220.0,42.52
54911156,MP326,MP326 - City of Mbombela,586.0,48.582
54911167,MP326,MP326 - City of Mbombela,238.0,47.031
54911178,MP326,MP326 - City of Mbombela,505.0,43.633
54911189,MP326,MP326 - City of Mbombela,280.0,45.296
76150010,MP325,MP325 - Bushbuckridge,1095.0,58.655
76150021,MP325,MP325 - Bushbuckridge,913.0,50.273
76150032,MP325,MP325 - Bushbuckridge,2386.0,47.327
76150043,MP325,MP325 - Bushbuckridge,1286.0,49.529
76150054,MP325,MP325 - Bushbuckridge,579.0,48.814
76150065,MP325,MP325 - Bushbuckridge,1129.0,50.959
76150076,MP325,MP325 - Bushbuckridge,1130.0,53.131
76150087,MP325,MP325 - Bushbuckridge,648.0,50.643
76150098,MP325,MP325 - Bushbuckridge,617.0,53.102
76150100,MP325,MP325 - Bushbuckridge,815.0,52.795
76150111,MP325,MP325 - Bushbuckridge,744.0,47.549
76150122,MP325,MP325 - Bushbuckridge,1022.0,51.208
76150133,MP325,MP325 - Bushbuckridge,778.0,52.876
76150144,MP325,MP325 - Bushbuckridge,470.0,53.386
76150155,MP325,MP325 - Bushbuckridge,1142.0,52.614
76150166,MP325,MP325 - Bushbuckridge,1074.0,51.005
76150177,MP325,MP325 - Bushbuckridge,1056.0,54.35
76150188,MP325,MP325 - Bushbuckridge,966.0,42.458
76150199,MP325,MP325 - Bushbuckridge,967.0,47.569
76150201,MP325,MP325 - Bushbuckridge,703.0,54.306
76150212,MP325,MP325 - Bushbuckridge,1557.0,41.679
76150223,MP325,MP325 - Bushbuckridge,776.0,51.785
76150234,MP325,MP325 - Bushbuckridge,960.0,49.394
76150245,MP325,MP325 - Bushbuckridge,1172.0,47.587
76150256,MP325,MP325 - Bushbuckridge,1769.0,41.422
76150267,MP325,MP325 - Bushbuckridge,492.0,49.679
76150278,MP325,MP325 - Bushbuckridge,1789.0,47.176
76150289,MP325,MP325 - Bushbuckridge,1341.0,52.868
76150290,MP325,MP325 - Bushbuckridge,1001.0,61.737
76150302,MP325,MP325 - Bushbuckridge,1199.0,48.29
76150313,MP325,MP325 - Bushbuckridge,529.0,52.578
76150324,MP325,MP325 - Bushbuckridge,1148.0,39.948
76150335,MP325,MP325 - Bushbuckridge,979.0,48.151
76150346,MP325,MP325 - Bushbuckridge,1209.0,49.514
76150357,MP325,MP325 - Bushbuckridge,885.0,50.545
76150368,MP325,MP325 - Bushbuckridge,526.0,51.397
76150379,MP325,MP325 - Bushbuckridge,780.0,47.677
76150380,MP325,MP325 - Bushbuckridge,1744.0,42.179
76150391,MP325,MP325 - Bushbuckridge,1499.0,43.612
76150403,MP325,MP325 - Bushbuckridge,594.0,58.569
76150414,MP325,MP325 - Bushbuckridge,1827.0,46.237
76150425,MP325,MP325 - Bushbuckridge,1365.0,53.371
76150436,MP325,MP325 - Bushbuckridge,1295.0,48.784
76150447,MP325,MP325 - Bushbuckridge,1324.0,52.182
76150458,MP325,MP325 - Bushbuckridge,1108.0,52.881
76150469,MP325,MP325 - Bushbuckridge,1100.0,47.249
76150470,MP325,MP325 - Bushbuckridge,2039.0,39.701
76150481,MP325,MP325 - Bushbuckridge,1121.0,51.109
76150492,MP325,MP325 - Bushbuckridge,1799.0,46.753
76150504,MP325,MP325 - Bushbuckridge,1028.0,58.207
76150515,MP325,MP325 - Bushbuckridge,663.0,49.286
