province_turnout,ballots,districts_below_25
37.124,805475.544,132
49.613,1076451.476,21
45.848,994774.501,20
35.574,771843.689,175
36.97,802140.347,112
40.748,884119.631,70
41.752,905885.012,54
36.404,789862.543,145
40.356,875600.012,81
45.748,992596.03,25
35.988,780827.371,158
35.812,777014.017,153
42.74,927320.264,41
42.14,914316.716,59
31.831,690635.492,310
41.569,901930.094,63
33.198,720306.411,278
44.478,965029.574,35
47.876,1038763.741,20
34.093,739715.037,215
28.142,610595.534,604
43.891,952308.779,44
39.878,865223.235,78
35.39,767852.076,172
43.744,949110.914,35
41.701,904778.055,61
42.545,923094.411,58
39.052,847307.537,96
34.672,752271.653,211
48.797,1058742.627,15
42.817,928992.73,46
38.363,832353.282,113
52.461,1138255.155,8
42.582,923911.057,45
43.411,941885.716,49
37.055,803982.719,109
42.604,924387.646,48
37.64,816680.882,124
43.833,951048.749,37
42.622,924772.678,49
39.467,856320.716,86
46.392,1006570.547,25
36.937,801426.424,127
44.797,971959.46,35
44.332,961864.781,34
43.778,949859.899,33
36.597,794037.934,153
45.172,980091.149,31
39.143,849291.626,90
41.339,896925.666,68
46.277,1004079.432,26
36.866,799873.189,141
41.589,902351.376,55
44.057,955899.184,45
38.423,833658.573,89
48.086,1043328.349,26
46.136,1001013.339,32
39.064,847580.851,89
41.11,891955.31,66
49.962,1084033.332,14
38.538,836153.364,89
40.529,879355.56,64
35.605,772519.438,204
45.623,989891.433,39
45.067,977815.581,29
34.988,759129.502,200
32.876,713320.857,286
36.178,784950.147,157
45.015,976692.89,29
42.764,927842.046,46
46.001,998080.068,36
43.806,950459.737,43
41.349,897140.295,65
34.445,747353.379,199
43.847,951343.948,42
44.941,975084.217,41
39.435,855614.998,81
45.99,997848.778,34
39.912,865967.289,80
43.695,948058.14,46
43.82,950752.752,34
45.894,995756.62,35
43.784,949988.716,51
40.0,867888.649,86
39.671,860745.324,77
34.296,744122.931,224
42.297,917722.983,57
50.052,1085977.394,12
32.777,711171.588,299
43.739,949014.796,28
41.873,908525.433,65
46.727,1013841.395,25
36.421,790221.813,128
38.58,837067.245,110
39.68,860927.331,100
42.308,917956.795,41
47.415,1028770.344,16
34.048,738745.301,263
34.806,755190.061,198
40.457,877787.621,68
34.931,757906.183,203
35.455,769273.035,193
40.333,875111.385,71
41.632,903282.868,57
39.432,855554.718,89
35.86,778055.458,160
37.097,804895.509,121
30.476,661237.9,406
42.618,924685.003,50
34.785,754726.56,180
34.393,746231.448,205
44.027,955243.331,40
42.149,914503.507,42
39.256,851727.416,101
48.359,1049249.022,29
39.636,859983.745,85
40.292,874216.695,72
33.85,734451.384,244
37.898,822279.84,128
36.811,798682.708,118
43.297,939412.827,51
43.272,938864.065,47
43.396,941553.486,43
40.647,881928.041,71
27.437,595309.627,681
31.708,687967.24,339
36.268,786906.753,157
31.368,680585.739,378
40.115,870375.136,72
38.911,844247.615,81
40.633,881608.183,70
41.345,897053.407,59
32.678,709007.369,279
32.505,705264.75,317
39.043,847111.643,76
35.491,770037.638,193
30.454,660757.442,454
46.967,1019049.224,26
34.364,745599.404,217
39.605,859311.746,80
45.19,980496.781,29
41.285,895767.593,70
40.504,878810.984,59
43.998,954624.882,27
41.362,897433.839,48
40.254,873383.094,73
43.554,944988.936,33
46.55,1009991.094,25
37.872,821719.235,105
31.68,687368.333,338
44.078,956366.52,33
44.814,972328.555,36
35.587,772120.614,171
31.78,689527.244,342
42.275,917240.953,49
34.977,758886.581,182
38.691,839488.848,122
48.626,1055043.778,16
40.989,889331.797,57
35.477,769745.293,195
43.291,939280.503,49
41.76,906056.538,70
41.412,898520.664,51
42.416,920297.896,51
45.977,997554.709,28
43.909,952700.377,39
35.38,767637.602,182
32.23,699298.843,301
39.99,867653.762,85
37.372,810865.307,113
37.306,809423.482,127
41.461,899581.217,71
41.239,894771.14,64
39.137,849144.713,98
45.36,984168.888,25
47.15,1023007.988,23
44.519,965934.302,44
40.167,871513.633,74
29.994,650784.506,434
31.564,684844.833,332
32.497,705095.431,308
43.614,946289.627,43
45.613,989670.928,38
34.764,754268.269,223
39.549,858095.246,76
38.487,835062.438,125
34.049,738754.719,217
33.873,734931.826,210
41.539,901273.459,60
38.835,842606.634,99
48.316,1048315.277,20
38.984,845839.056,83
44.554,966687.375,49
31.567,684903.409,362
38.02,824922.637,100
44.061,955984.969,40
33.515,727183.827,231
36.802,798497.544,143
42.235,916377.938,47
43.539,944665.611,32
45.337,983676.745,24
33.729,731816.029,223
38.613,837778.576,89
41.561,901750.585,75
37.068,804255.164,118
37.382,811074.09,105
50.139,1087866.243,11
32.413,703261.35,318
36.301,787623.744,154
32.56,706456.697,293
41.198,893863.509,66
39.205,850632.269,87
38.781,841433.011,88
37.395,811365.287,121
37.1,804968.01,126
29.548,641103.393,486
34.198,741984.381,216
39.935,866477.019,72
39.522,857517.949,73
40.43,877200.46,65
33.904,735620.596,227
43.925,953043.037,49
31.634,686362.356,374
44.621,968141.855,30
47.551,1031706.847,18
39.363,854056.819,102
39.484,856694.228,84
35.358,767166.462,163
45.243,981628.563,27
34.443,747319.075,199
43.35,940556.462,50
44.492,965337.183,36
43.511,944067.637,37
43.852,951463.487,29
33.042,716919.695,267
31.777,689470.191,339
38.487,835058.704,79
33.312,722768.434,255
33.713,731481.527,287
33.114,718477.121,242
45.158,979791.251,33
39.487,856758.284,85
40.321,874836.497,61
38.073,826074.396,116
40.091,869861.397,83
29.163,632742.937,541
44.027,955250.969,37
36.767,797733.15,144
39.852,864675.997,84
42.836,929403.104,49
40.294,874266.737,71
40.43,877216.625,76
38.906,844138.722,89
36.431,790453.998,160
38.134,827382.572,107
34.372,745762.218,218
39.155,849547.067,93
41.476,899896.671,55
42.479,921677.319,46
41.542,901329.701,67
39.106,848490.685,106
48.189,1045561.621,20
40.001,867908.406,72
37.1,804959.028,130
35.633,773136.463,174
45.066,977794.411,31
38.196,828742.518,106
43.087,934858.938,39
37.644,816762.91,107
36.328,788217.869,158
37.957,823561.984,114
39.501,857055.527,72
37.861,821476.463,113
32.487,704864.377,299
33.938,736344.029,224
39.846,864542.379,79
33.095,718059.377,276
38.7,839681.835,99
38.817,842205.612,95
41.878,908625.628,60
37.248,808168.289,121
31.256,678156.791,371
33.901,735549.395,217
43.25,938405.676,48
40.099,870026.149,65
40.719,883489.928,78
48.224,1046322.211,12
34.324,744727.03,223
37.453,812625.115,128
40.452,877685.197,74
33.945,736497.11,215
41.312,896336.845,55
41.399,898230.879,61
34.733,753609.351,194
51.094,1108579.354,18
31.07,674122.31,402
33.442,725601.187,260
36.833,799171.145,141
44.173,958424.08,32
31.486,683141.166,398
42.07,912798.288,60
40.119,870467.91,67
37.624,816317.894,108
46.914,1017903.131,26
42.758,927710.192,52
45.613,989663.152,23
47.231,1024777.861,23
38.805,841949.097,107
38.813,842126.535,92
45.767,993005.344,35
36.683,795900.41,164
33.34,723370.506,256
32.347,701835.8,318
41.267,895379.77,67
44.249,960076.712,39
34.128,740484.279,231
31.0,672612.321,386
41.883,908737.083,45
38.204,828921.026,105
35.788,776485.019,179
41.717,905137.509,48
37.86,821446.08,104
38.761,840987.103,106
35.166,762994.936,200
40.537,879540.164,71
43.812,950590.285,41
24.828,538697.443,860
46.847,1016445.042,15
34.118,740258.157,230
39.238,851350.737,100
31.397,681230.8,346
45.452,986174.543,33
38.818,842235.219,107
51.81,1124122.065,17
44.541,966404.345,39
41.672,904157.406,55
42.23,916271.619,48
42.306,917921.586,54
42.987,932685.118,41
37.491,813445.252,117
41.163,893111.682,60
32.704,709571.737,297
52.899,1147746.713,13
43.658,947240.251,44
39.998,867843.17,91
34.749,753948.476,211
47.795,1037017.13,24
39.33,853353.349,83
42.789,928397.859,44
44.839,972864.33,29
43.127,935723.33,43
43.532,944504.067,44
45.87,995236.096,23
39.733,862079.643,73
48.704,1056740.71,15
36.877,800130.22,129
34.954,758402.429,180
37.683,817616.813,115
40.963,888772.776,59
31.003,672669.418,389
40.919,887820.803,60
29.599,642203.684,505
36.858,799711.811,122
32.616,707672.367,325
39.985,867544.696,74
39.021,846643.182,83
33.909,735713.854,207
39.39,854645.248,94
40.749,884135.506,64
33.389,724448.124,249
41.84,907804.234,67
33.88,735095.43,272
49.268,1068965.057,18
33.627,729610.615,253
35.572,771814.027,159
41.471,899797.029,72
44.712,970121.718,34
37.965,823716.294,115
42.243,916540.115,51
42.527,922697.647,51
39.965,867119.764,83
37.885,821991.674,99
42.06,912582.4,45
33.873,734952.242,243
40.219,872627.236,76
39.064,847580.61,85
37.441,812355.299,122
50.256,1090411.754,12
41.149,892820.622,69
42.53,922782.591,34
45.041,977248.67,39
40.335,875152.56,83
35.371,767437.857,196
38.466,834589.287,104
32.022,694773.752,334
43.113,935425.396,38
40.508,878900.716,64
38.42,833588.29,95
35.28,765480.524,178
43.697,948083.393,46
48.793,1058651.769,10
43.141,936027.333,48
40.758,884317.578,73
44.695,969753.301,28
37.272,808699.12,130
39.762,862710.741,79
33.282,722130.152,248
30.74,666958.158,412
50.48,1095273.024,16
42.209,915806.369,53
39.714,861667.424,90
46.006,998202.828,35
42.429,920575.318,46
36.65,795196.39,153
48.406,1050258.394,23
39.237,851335.067,81
38.041,825366.648,106
39.228,851120.674,101
37.949,823375.335,144
43.771,949694.213,38
38.448,834209.581,110
49.977,1084352.405,17
44.659,968976.705,36
31.036,673389.666,346
38.085,826337.725,121
44.935,974957.784,40
32.467,704431.936,282
48.035,1042216.374,20
35.961,780252.53,167
29.929,649374.154,487
45.496,987126.131,34
47.151,1023024.493,23
43.172,936697.681,51
38.141,827546.636,117
32.303,700886.971,303
44.399,963320.337,36
35.538,771060.527,179
45.391,984844.564,42
39.588,858932.556,81
30.746,667101.205,426
42.699,926447.487,43
35.814,777056.072,160
42.636,925062.614,41
43.147,936170.183,58
36.866,799878.878,127
45.87,995240.518,27
36.305,787719.077,165
43.065,934384.958,45
39.346,853679.438,93
48.185,1045463.005,21
38.687,839393.36,91
41.186,893604.78,59
49.577,1075670.261,11
37.054,803967.911,128
35.215,764061.72,186
38.858,843094.755,110
40.06,869174.233,75
49.997,1084788.47,9
31.234,677677.757,365
41.602,902645.367,67
31.398,681248.914,360
36.839,799284.986,136
38.211,829070.934,111
34.367,745656.414,218
29.711,644646.861,485
43.269,938801.158,34
44.207,959151.087,38
37.612,816064.622,112
39.273,852111.042,86
30.785,667938.003,391
37.744,818924.068,101
40.208,872393.261,60
45.34,983751.724,31
47.635,1033534.665,18
33.223,720833.178,297
34.002,737735.05,228
35.134,762292.497,197
33.795,733250.88,262
45.188,980450.72,33
32.691,709287.803,288
30.771,667645.224,421
46.656,1012300.838,25
36.916,800962.309,125
40.895,887302.24,61
35.209,763922.421,186
39.595,859102.165,79
45.457,986290.634,26
49.041,1064047.829,18
26.308,570799.658,730
36.245,786414.525,140
37.815,820474.358,126
42.808,928801.671,58
46.774,1014864.122,19
44.094,956712.708,40
36.141,784148.598,151
47.315,1026583.27,20
44.92,974640.07,30
38.829,842472.965,95
42.335,918544.348,46
35.983,780717.435,162
37.493,813476.718,132
39.683,860994.32,100
39.333,853413.3,105
38.59,837286.042,96
32.922,714300.396,273
43.488,943557.779,46
36.389,789540.372,157
34.31,744414.154,227
38.541,836234.069,99
40.118,870434.474,74
44.005,954766.953,34
43.6,945989.032,44
50.047,1085879.389,11
48.557,1053535.436,15
42.135,914212.845,56
44.036,955447.446,34
43.583,945616.365,32
40.753,884211.26,59
45.691,991347.434,34
35.281,765482.416,186
43.056,934181.717,48
43.853,951488.126,37
32.167,697938.222,325
48.995,1063054.889,16
44.413,963630.786,27
43.441,942546.602,40
28.893,626889.101,547
38.106,826792.367,98
38.46,834461.242,101
37.738,818807.036,119
37.401,811486.893,112
45.769,993051.236,37
46.797,1015349.74,24
35.83,777407.733,153
34.164,741262.129,218
35.272,765285.979,184
38.682,839286.985,102
39.229,851147.517,89
40.579,880443.258,75
38.465,834583.29,114
46.601,1011108.172,27
42.755,927665.446,44
49.747,1079356.73,14
41.712,905029.687,50
45.738,992385.479,30
35.016,759740.785,183
39.921,866160.556,81
37.082,804560.132,124
40.034,868613.817,72
38.718,840056.767,104
30.669,665432.832,422
47.116,1022281.517,21
42.295,917666.258,52
44.145,957812.723,28
42.046,912274.75,52
39.184,850179.456,95
43.175,936767.99,52
33.398,724634.082,244
32.426,703552.25,338
40.503,878788.583,66
45.99,997841.511,25
33.073,717586.249,282
35.005,759498.316,186
42.975,932424.58,46
41.302,896135.062,64
41.845,907908.525,44
33.615,729345.226,243
45.703,991627.905,29
42.699,926435.406,46
41.741,905654.081,58
38.846,842846.721,104
40.466,877989.636,71
48.219,1046207.752,21
46.875,1017047.577,22
33.452,725811.45,260
42.815,928959.758,47
38.593,837359.548,103
36.714,796585.386,125
41.459,899542.685,68
41.113,892032.098,55
43.119,935543.524,43
50.135,1087768.632,13
34.268,743509.824,219
33.875,734993.588,221
42.052,912404.749,60
40.844,886187.364,69
27.071,587352.234,667
38.836,842619.581,96
38.037,825291.494,107
31.902,692171.98,351
43.311,939715.265,36
38.825,842388.585,106
46.877,1017085.833,17
38.111,826896.054,97
43.659,947271.373,38
36.542,792855.245,146
36.977,802299.671,131
43.012,933225.495,41
42.832,929322.195,39
39.92,866142.01,92
40.157,871288.546,72
35.775,776219.033,153
44.169,958343.82,34
36.683,795907.439,141
42.168,914915.479,53
46.753,1014406.529,30
38.626,838075.446,107
41.095,891631.75,62
34.459,747655.488,217
40.737,883877.541,80
41.281,895667.551,49
38.571,836864.544,110
43.826,950894.409,42
26.618,577530.347,707
35.361,767226.134,173
34.541,749432.65,242
42.773,928055.355,38
44.124,957350.604,40
41.671,904132.808,57
45.473,986626.894,25
38.996,846100.467,76
41.449,899322.819,57
43.875,951960.631,36
36.486,791637.106,149
43.299,939464.467,45
40.484,878371.521,67
37.774,819575.681,105
41.131,892409.14,56
35.358,767167.997,185
49.442,1072735.332,23
37.751,819076.327,103
38.779,841396.177,86
34.87,756575.613,197
36.659,795394.16,140
49.675,1077798.717,20
42.586,923981.92,50
40.683,882707.116,77
51.103,1108786.716,11
43.508,943987.332,41
36.965,802019.89,140
47.358,1027530.789,19
42.836,929408.867,49
32.811,711900.289,263
40.323,874880.897,75
36.782,798062.008,139
44.505,965631.981,37
36.792,798268.345,136
49.106,1065454.067,5
41.202,893957.017,58
36.602,794143.842,144
35.724,775109.592,174
36.239,786288.35,135
37.464,812860.888,114
36.233,786155.306,124
34.96,758530.25,207
41.517,900792.828,70
44.57,967036.105,35
43.949,953560.725,39
40.942,888325.798,69
45.661,990697.628,36
40.863,886597.213,77
35.769,776076.732,172
46.142,1001147.116,27
45.867,995185.859,27
34.643,751648.521,201
35.746,775588.699,160
36.889,800371.833,133
33.723,731695.825,270
38.789,841597.171,97
50.566,1097137.54,15
40.371,875919.655,69
44.96,975487.282,36
47.045,1020743.474,33
35.871,778283.304,198
36.663,795487.564,151
40.363,875758.587,73
38.077,826160.386,100
46.691,1013049.513,31
31.21,677162.939,393
42.007,911426.574,51
40.737,883879.162,79
44.366,962605.56,38
45.023,976863.135,27
38.989,845954.528,68
44.492,965344.128,36
34.866,756484.074,199
40.215,872544.915,99
38.108,826839.57,113
40.57,880255.837,65
45.31,983088.63,37
43.744,949105.908,49
34.355,745402.335,210
40.808,885413.467,63
39.064,847561.359,109
42.743,927387.711,52
46.128,1000829.69,22
35.169,763052.241,170
39.899,865679.606,74
33.954,736697.014,241
40.314,874686.152,62
36.413,790045.538,163
39.368,854166.417,93
41.711,905000.289,64
35.173,763150.834,194
41.155,892943.54,69
49.488,1073744.105,12
41.571,901958.236,71
42.298,917741.63,51
46.431,1007423.921,22
41.134,892494.227,53
37.633,816522.367,110
45.969,997399.788,27
41.859,908219.559,49
28.873,626453.401,561
36.983,802421.304,135
38.814,842146.035,96
35.927,779502.972,168
37.806,820273.628,117
36.07,782615.967,160
42.821,929079.373,40
36.667,795571.36,134
47.517,1030976.432,23
42.443,920878.938,57
48.625,1055015.968,11
37.535,814397.557,113
42.621,924754.245,46
39.958,866967.635,75
37.633,816521.746,114
35.067,760850.145,188
42.124,913957.519,61
37.852,821283.704,129
34.365,745620.901,210
46.521,1009375.872,30
31.991,694107.233,312
42.973,932393.385,59
36.124,783789.431,142
34.229,742658.419,223
42.341,918675.9,54
38.363,832372.036,105
47.647,1033794.088,21
43.725,948705.872,43
44.535,966267.442,23
46.99,1019531.712,22
43.401,941669.802,36
39.616,859546.654,72
34.403,746434.957,235
39.734,862104.069,84
38.139,827503.907,109
44.734,970597.346,31
40.961,888741.161,56
46.237,1003208.395,25
35.13,762225.112,204
40.876,886877.526,71
42.165,914844.381,59
36.229,786065.928,161
35.208,763901.208,193
36.112,783523.577,177
41.42,898694.821,61
35.891,778730.608,172
34.685,752559.438,202
35.741,775482.694,167
40.336,875165.622,73
47.012,1020019.658,19
33.483,726472.576,247
36.848,799485.99,145
44.06,955968.663,38
35.285,765584.79,184
42.477,921625.951,54
42.84,929495.692,47
32.894,713706.755,295
41.018,889974.544,64
40.868,886702.373,78
32.623,707814.778,285
37.562,814976.438,107
34.48,748112.115,202
38.455,834358.088,104
36.319,788002.749,178
34.681,752477.348,208
35.641,773302.872,181
43.003,933027.01,37
30.207,655393.28,423
29.691,644200.477,525
42.418,920337.043,52
31.986,694003.101,338
45.077,978042.086,30
36.613,794389.242,144
39.9,865699.817,71
40.533,879452.914,84
38.526,835904.85,86
42.702,926505.054,48
40.271,873760.324,65
46.822,1015902.281,29
37.847,821167.086,106
46.392,1006564.253,25
48.459,1051410.833,17
41.436,899032.26,60
46.559,1010195.682,22
30.993,672459.524,384
39.197,850456.842,111
30.679,665633.999,427
35.137,762370.744,188
33.134,718914.393,265
46.248,1003451.502,20
34.243,742978.475,203
38.554,836507.636,107
43.374,941077.241,38
39.735,862137.448,82
40.85,886332.101,66
36.414,790071.952,153
40.897,887336.805,74
34.347,745223.369,211
37.439,812311.171,116
37.378,810983.472,110
44.1,956827.608,37
37.854,821319.313,113
39.724,861891.557,80
31.609,685816.925,374
45.819,994136.076,23
34.732,753572.816,194
37.396,811388.785,128
42.148,914481.814,58
37.885,821996.155,112
37.265,808546.156,139
47.424,1028965.223,28
44.546,966522.075,32
35.862,778090.887,130
37.839,820997.308,109
48.0,1041454.285,19
41.41,898463.709,48
43.544,944769.841,42
35.606,772550.556,154
44.311,961419.837,27
35.933,779632.866,167
47.2,1024097.226,13
41.497,900356.229,72
43.036,933750.891,55
35.845,777723.626,155
43.331,940162.479,43
52.268,1134051.351,8
39.428,855463.81,78
41.953,910256.889,57
38.009,824677.989,81
33.252,721472.109,269
52.605,1141377.393,6
50.783,1101839.6,16
38.147,827669.819,104
45.406,985181.349,33
43.742,949080.658,39
42.418,920337.368,48
25.963,563308.992,774
39.738,862185.223,76
39.542,857934.994,91
45.515,987542.809,23
38.069,825989.123,101
46.452,1007878.834,23
34.988,759137.549,183
40.237,873020.2,88
43.673,947578.91,27
52.146,1131416.829,12
30.079,652625.939,454
47.073,1021342.607,22
42.002,911318.996,56
35.894,778785.09,171
36.747,797304.558,139
35.031,760058.399,196
48.143,1044561.488,15
42.526,922679.248,43
40.626,881457.822,58
36.442,790688.909,138
26.707,579459.483,706
35.314,766200.536,192
44.765,971262.825,29
32.729,710124.545,276
45.36,984167.033,26
46.215,1002717.599,20
37.857,821393.88,110
34.348,745239.315,230
44.333,961901.266,46
41.658,903853.189,72
39.733,862090.315,107
39.653,860355.156,69
42.701,926481.502,42
44.599,967654.993,41
40.64,881758.46,67
39.319,853103.545,72
44.253,960149.671,36
39.256,851729.592,92
49.242,1068408.311,15
35.332,766608.295,218
44.07,956183.962,40
43.481,943417.414,36
41.088,891484.708,65
39.788,863274.978,77
45.826,994286.434,34
37.362,810650.755,106
33.784,733001.264,247
45.794,993594.866,29
31.826,690528.673,315
47.932,1039972.009,18
38.948,845055.098,91
43.28,939046.537,35
35.596,772326.836,154
45.113,978814.688,30
43.241,938190.452,40
33.604,729107.534,244
42.305,917897.706,48
37.226,807693.611,121
40.1,870040.923,65
41.62,903039.968,61
30.945,671409.296,372
37.433,812175.055,131
43.294,939342.506,42
35.072,760967.643,169
45.228,981317.275,36
30.22,655689.871,437
42.281,917378.75,42
43.422,942125.631,35
40.271,873757.622,69
39.718,861756.731,80
46.134,1000960.054,22
42.139,914294.07,43
45.55,988292.403,27
38.249,829895.054,107
40.256,873443.094,89
41.476,899903.17,51
39.021,846644.0,102
31.68,687367.421,347
41.57,901938.431,56
40.75,884142.503,69
44.504,965599.527,34
45.074,977962.935,30
50.346,1092353.175,10
37.953,823469.815,106
38.32,831424.751,105
46.314,1004864.151,34
46.595,1010965.303,28
39.619,859616.517,68
37.79,819940.213,109
53.114,1152411.771,10
40.169,871537.637,81
33.049,717053.342,240
35.265,765135.389,184
43.856,951538.886,42
37.655,816996.949,120
44.771,971400.496,34
38.66,838796.543,83
38.347,832018.838,87
37.755,819173.822,104
33.111,718419.581,286
34.099,739841.974,206
40.731,883748.599,85
35.351,767006.501,177
37.138,805777.872,126
32.527,705743.496,300
33.378,724197.186,262
41.094,891616.726,61
42.01,911489.349,57
36.42,790195.08,145
38.915,844329.109,104
42.252,916751.13,48
43.889,952257.175,31
42.946,931790.307,36
41.25,894998.635,51
39.19,850297.541,83
37.081,804541.433,110
41.141,892626.89,61
41.755,905959.39,49
44.518,965904.136,43
30.747,667127.201,423
32.836,712432.236,300
48.83,1059454.535,11
42.685,926129.609,49
45.825,994273.01,29
45.378,984568.195,32
39.614,859495.348,71
42.494,921993.956,69
35.091,761361.005,186
40.661,882224.271,57
39.366,854122.29,87
33.965,736947.267,228
36.76,797571.13,139
32.478,704685.608,310
37.744,818924.587,113
29.902,648779.021,447
46.954,1018760.661,25
38.458,834424.503,106
34.92,757652.583,181
34.589,750480.167,217
31.601,685643.057,370
33.374,724118.738,267
41.343,897025.349,55
39.614,859506.016,74
33.439,725536.485,247
36.092,783081.567,135
45.353,984021.458,27
45.053,977510.508,31
45.332,983575.061,27
38.519,835753.462,114
45.18,980271.96,35
42.909,930993.782,47
38.368,832472.816,96
44.002,954713.701,36
52.751,1144528.685,15
35.015,759711.434,193
42.713,926746.636,44
43.127,935735.82,47
39.064,847579.371,90
45.859,994992.513,20
30.692,665914.411,417
35.456,769284.261,156
45.984,997712.904,19
34.916,757579.116,187
38.767,841118.14,103
42.571,923654.56,51
45.811,993970.346,28
36.349,788655.68,162
39.53,857675.962,79
40.778,884768.865,55
39.033,846890.003,96
39.591,858995.081,73
35.065,760800.759,189
29.602,642271.392,448
35.206,763871.658,172
31.354,680278.827,355
39.402,854913.572,82
34.212,742302.519,229
35.284,765556.947,183
40.13,870707.865,76
40.061,869202.512,78
43.601,946014.457,31
30.94,671299.444,373
39.552,858163.024,101
36.394,789637.34,150
33.429,725307.625,263
43.274,938926.54,49
41.954,910271.612,59
42.169,914936.069,51
44.872,973589.629,27
34.992,759228.809,186
35.874,778365.348,151
44.337,961971.018,49
41.672,904167.992,48
39.461,856174.912,86
38.933,844738.038,85
43.866,951761.186,34
42.724,926979.197,48
38.372,832548.964,124
31.123,675276.954,358
35.575,771871.967,163
44.124,957363.465,34
37.494,813512.787,165
46.882,1017192.869,32
43.409,941853.506,38
36.813,798738.823,123
38.375,832626.781,103
38.286,830693.54,116
34.457,747621.119,200
33.876,735009.915,230
44.049,955721.029,53
40.996,889480.668,62
34.311,744438.807,211
42.002,911306.709,51
45.006,976489.526,42
40.474,878159.247,77
43.285,939154.811,47
30.76,667397.256,388
38.358,832255.103,100
48.689,1056397.819,19
38.571,836879.265,84
46.136,1001018.806,21
38.123,827152.618,86
43.892,952335.38,37
34.276,743690.406,203
35.407,768231.135,173
37.417,811832.481,110
39.987,867587.78,82
44.107,956992.492,45
42.668,925775.514,40
32.653,708472.998,316
45.226,981270.925,37
35.493,770083.725,181
40.483,878361.078,72
44.519,965928.082,35
37.917,822694.497,113
51.207,1111034.155,10
39.36,853999.66,85
43.881,952095.273,36
34.709,753077.841,214
39.669,860690.777,82
33.516,727204.934,233
38.076,826140.152,107
41.525,900971.675,64
38.315,831325.383,107
37.634,816539.151,109
38.673,839085.59,103
41.956,910320.21,61
33.657,730252.134,237
36.131,783942.974,145
34.986,759085.614,189
38.509,835530.725,101
33.658,730273.839,265
38.917,844371.853,94
43.673,947575.027,45
43.343,940409.262,49
37.579,815346.287,137
40.219,872639.902,69
44.917,974564.043,31
35.253,764890.185,209
38.81,842054.547,90
41.65,903688.311,52
43.668,947468.932,32
39.812,863797.008,70
32.597,707261.486,293
40.077,869547.754,81
42.963,932162.828,43
27.526,597236.947,647
42.311,918014.167,42
44.702,969893.981,40
39.993,867733.332,66
41.467,899712.648,68
46.806,1015555.614,30
38.564,836713.298,97
35.14,762427.67,178
42.168,914915.266,53
44.916,974547.947,33
33.899,735504.161,222
29.121,631838.933,514
33.537,727644.642,265
30.908,670611.166,381
42.226,916169.522,31
31.371,680646.384,400
43.416,941994.012,50
43.979,954216.023,42
45.861,995043.197,32
38.427,833749.003,116
34.697,752831.161,197
41.307,896236.319,57
39.929,866341.321,85
42.796,928534.24,45
45.848,994766.288,29
37.636,816582.035,136
39.914,866023.381,76
42.625,924836.262,42
37.634,816540.715,110
39.222,850993.474,90
32.438,703802.78,319
41.977,910777.67,46
38.622,837973.455,92
40.698,883028.635,62
35.23,764382.723,192
36.039,781947.806,163
44.486,965207.955,30
46.57,1010422.817,23
51.648,1120611.393,8
37.736,818749.107,119
41.08,891312.662,69
43.327,940057.436,47
44.688,969587.717,40
28.533,619076.394,574
37.908,822496.78,116
45.019,976777.754,32
40.961,888735.882,68
36.836,799240.572,130
34.667,752175.378,215
40.987,889299.798,57
40.236,873007.955,66
32.495,705035.658,304
45.884,995540.426,41
37.552,814762.241,92
37.882,821936.486,99
39.237,851335.79,87
40.061,869194.651,79
32.734,710235.311,291
39.285,852367.066,76
36.786,798143.563,135
40.011,868111.774,90
42.845,929614.992,34
40.482,878340.394,80
45.123,979023.58,25
39.704,861462.869,89
40.224,872747.152,93
31.604,685718.633,372
32.192,698472.834,321
46.72,1013675.198,25
47.819,1037518.318,27
47.18,1023656.273,31
41.211,894147.858,59
43.379,941187.767,42
38.042,825404.135,101
47.172,1023493.377,20
41.374,897687.571,50
46.839,1016259.282,23
33.991,737493.381,224
35.096,761477.016,181
37.675,817443.708,120
41.506,900555.948,50
34.938,758054.142,198
34.415,746701.554,224
37.835,820901.876,106
38.924,844530.561,98
47.577,1032267.789,18
40.156,871259.169,76
37.333,810011.886,126
36.247,786461.553,171
30.72,666525.963,436
39.421,855325.937,81
36.689,796035.616,167
48.886,1060672.319,17
44.679,969399.087,42
33.244,721285.293,271
47.964,1040669.014,25
44.101,956852.036,48
41.257,895142.932,63
39.902,865761.384,79
35.383,767704.711,167
36.589,793866.679,135
43.198,937257.316,41
39.572,858597.437,89
40.676,882549.315,65
35.771,776130.576,160
42.603,924358.869,48
32.647,708336.291,295
37.524,814168.42,128
30.507,661905.536,418
42.575,923742.04,42
37.649,816872.178,107
48.655,1055658.024,11
36.33,788253.186,122
42.786,928333.529,46
41.382,897857.245,65
35.787,776460.742,152
36.106,783398.97,183
31.472,682842.536,387
47.33,1026925.918,21
37.559,814927.66,112
45.322,983358.224,29
40.242,873125.302,79
43.84,951187.189,41
33.938,736342.134,265
38.111,826887.017,109
46.305,1004678.65,30
31.118,675172.124,401
33.97,737048.168,240
36.675,795743.713,163
45.827,994312.223,29
38.042,825388.914,100
37.654,816980.64,124
35.211,763970.256,173
35.32,766330.214,190
36.59,793891.47,136
44.313,961456.851,33
38.131,827334.07,115
34.355,745391.923,210
44.274,960604.796,31
39.648,860233.629,73
42.699,926434.489,60
42.181,915196.566,59
28.989,628967.547,528
32.302,700859.507,286
40.676,882548.26,78
