province_turnout,ballots,districts_below_25
39.706,861509.785,85
42.276,917255.239,50
44.644,968630.23,31
38.444,834126.937,113
33.736,731968.642,223
42.186,915309.478,49
37.932,823014.137,121
30.41,659798.492,419
36.626,794676.888,153
41.397,898183.159,59
43.426,942221.845,45
41.18,893492.754,46
48.928,1061593.576,16
40.684,882711.057,74
27.867,604620.101,622
37.682,817583.811,112
45.793,993576.041,30
44.007,954811.738,36
37.913,822603.264,96
33.101,718185.563,282
44.07,956177.657,37
47.201,1024110.779,16
46.625,1011626.666,26
42.389,919724.4,43
37.721,818426.518,115
41.322,896555.126,62
39.389,854631.931,85
41.919,909522.146,55
50.647,1098896.925,15
45.909,996089.083,25
40.616,881249.161,67
33.497,726777.907,269
40.687,882775.295,63
37.262,808470.017,132
36.088,782990.84,176
31.848,691007.673,318
31.723,688293.979,339
39.83,864199.17,80
39.013,846456.556,86
26.011,564359.647,774
49.404,1071914.161,14
37.962,823651.708,126
38.782,841450.05,106
44.626,968257.643,34
46.558,1010169.339,28
37.104,805054.799,128
42.967,932247.781,41
38.493,835180.702,100
36.353,788741.674,147
41.565,901837.48,62
40.204,872302.166,69
43.39,941443.279,38
37.701,818002.839,114
34.806,755182.318,187
39.853,864695.657,72
34.975,758845.555,193
38.613,837781.457,98
38.338,831819.477,114
41.02,890003.912,64
40.901,887434.185,67
33.792,733175.503,251
44.008,954845.374,42
40.066,869322.811,82
39.62,859633.528,81
47.423,1028931.272,18
36.251,786530.612,146
44.163,958203.224,41
44.864,973403.519,30
51.866,1125347.171,8
39.568,858504.859,82
46.028,998675.884,26
38.839,842680.121,83
31.015,672930.867,373
34.766,754318.357,200
39.921,866162.76,87
44.242,959913.565,38
32.091,696274.192,331
46.043,999002.047,29
53.26,1155582.922,5
47.729,1035575.545,18
41.586,902295.806,53
42.398,919902.076,45
37.679,817520.342,118
40.662,882249.079,70
35.467,769525.196,180
38.013,824764.683,97
42.291,917578.472,53
39.824,864071.593,97
28.766,624138.033,546
43.418,942045.78,44
41.181,893506.772,64
31.603,685683.011,335
40.068,869358.395,72
39.807,863692.747,76
34.672,752275.146,181
37.249,808192.602,138
42.472,921515.602,52
47.046,1020751.347,28
48.834,1059541.134,21
42.524,922633.33,46
37.753,819129.122,107
37.462,812812.511,126
42.924,931315.421,56
39.976,867361.46,88
32.889,713590.533,279
42.457,921183.707,50
31.953,693280.063,341
37.766,819405.393,105
42.007,911415.974,63
35.92,779363.202,159
37.256,808352.517,110
35.986,780787.949,155
35.208,763907.811,182
40.77,884593.263,75
29.095,631280.951,517
46.038,998886.202,29
36.292,787418.419,157
36.646,795113.883,150
42.33,918438.576,40
40.312,874658.317,73
44.636,968461.725,40
40.017,868253.004,90
37.794,820017.44,103
29.602,642276.804,497
48.94,1061850.268,14
36.721,796744.822,132
33.789,733122.566,217
42.62,924730.813,47
43.383,941279.942,41
30.602,663969.54,418
47.013,1020033.622,21
42.858,929881.617,44
33.305,722617.769,318
47.013,1020035.048,33
42.145,914426.025,43
41.995,911176.043,59
41.31,896313.411,64
43.8,950318.521,34
44.963,975571.817,25
33.144,719132.019,287
44.84,972901.632,39
30.313,657699.482,430
45.733,992266.327,28
47.087,1021646.803,22
41.963,910468.677,59
36.615,794435.422,139
38.686,839370.005,94
47.112,1022179.807,26
36.225,785979.308,162
33.09,717962.959,254
35.005,759508.385,199
46.29,1004343.938,24
41.347,897115.332,68
39.468,856327.901,72
34.835,755811.907,190
42.764,927850.37,51
48.064,1042834.748,27
32.653,708471.98,290
38.293,830841.124,105
45.485,986881.124,25
39.766,862793.473,80
43.473,943228.165,42
33.912,735789.008,228
37.268,808606.505,130
41.631,903267.545,56
43.05,934065.262,34
40.51,878946.489,75
36.328,788205.246,138
46.372,1006127.768,24
42.263,916991.044,47
45.368,984356.302,36
34.265,743456.46,216
42.693,926313.36,43
31.807,690113.036,370
37.319,809719.686,128
42.535,922878.456,51
26.541,575861.579,704
42.21,915824.408,49
40.598,880863.835,73
36.227,786025.964,156
49.931,1083361.538,11
37.312,809550.05,121
48.413,1050414.362,16
37.98,824059.559,106
41.012,889836.357,51
32.929,714455.224,268
48.741,1057542.498,20
40.293,874243.157,69
41.092,891573.164,54
38.959,845290.909,102
39.023,846683.859,76
42.147,914469.162,42
38.887,843722.706,94
44.764,971236.836,38
42.315,918117.011,55
37.438,812300.419,106
37.967,823763.453,92
42.627,924879.443,46
44.118,957221.113,40
51.111,1108965.24,17
43.015,933289.168,37
44.205,959117.377,28
42.26,916904.913,47
38.787,841566.721,91
31.175,676395.178,369
35.761,775896.265,165
37.314,809591.786,121
32.063,695669.533,339
39.931,866383.222,99
40.275,873853.436,70
47.257,1025344.321,36
38.526,835899.737,104
42.89,930584.078,52
40.706,883207.224,67
46.946,1018588.296,15
41.958,910364.001,41
34.779,754594.162,202
41.453,899413.272,61
54.188,1175725.522,6
39.701,861399.922,83
37.499,813604.982,137
32.969,715332.2,260
42.534,922867.033,49
43.061,934300.594,43
43.897,952427.861,48
43.144,936095.057,46
37.84,821009.568,122
40.096,869958.046,76
26.513,575251.61,740
35.42,768514.56,214
39.519,857446.708,86
40.616,881246.707,76
42.736,927248.138,58
38.136,827438.063,102
37.794,820022.931,128
40.043,868807.243,64
45.472,986608.239,33
43.133,935849.233,27
35.258,764986.254,176
32.803,711737.144,270
42.088,913172.605,53
41.789,906694.827,56
41.324,896615.691,59
41.386,897946.167,72
35.635,773178.52,181
44.347,962202.779,37
48.731,1057317.761,22
36.701,796312.359,147
31.04,673483.037,367
38.782,841446.198,78
37.683,817616.656,118
42.104,913524.079,57
34.552,749666.721,213
34.341,745096.254,235
45.303,982939.49,33
37.36,810608.622,108
38.753,840818.742,90
47.717,1035312.543,16
51.935,1126835.51,10
39.151,849458.594,88
37.365,810715.703,115
39.174,849952.045,102
32.852,712779.694,278
35.046,760401.275,177
39.171,849904.016,70
42.366,919224.162,43
40.694,882943.978,62
38.407,833324.561,126
32.56,706452.361,296
39.2,850522.947,85
41.741,905659.04,60
46.473,1008323.801,32
38.063,825856.157,100
36.023,781585.086,163
36.838,799277.589,147
39.645,860173.825,88
40.506,878860.529,68
32.407,703139.606,304
36.52,792365.834,148
48.763,1058012.386,17
47.4,1028440.738,23
39.336,853483.66,94
41.47,899772.009,53
42.709,926650.588,53
43.801,950358.349,37
35.329,766529.547,176
49.803,1080578.112,15
30.81,668485.072,382
46.571,1010457.07,20
37.199,807101.838,114
39.749,862434.318,78
32.605,707431.622,286
39.836,864327.237,75
47.584,1032434.169,18
39.836,864331.136,85
42.009,911474.948,54
43.47,943166.99,41
44.835,972783.796,29
42.623,924791.068,50
37.012,803055.33,128
34.715,753209.332,208
33.909,735731.263,240
37.887,822034.83,96
42.7,926458.681,61
43.677,947666.591,50
36.365,789001.399,140
38.959,845299.29,97
37.354,810461.604,126
42.337,918593.823,50
47.838,1037942.052,20
42.261,916929.172,34
42.73,927102.038,53
44.612,967945.555,29
37.041,803683.633,124
33.054,717173.623,289
42.077,912942.381,40
52.017,1128618.145,5
33.117,718535.255,255
31.73,688438.728,342
42.642,925208.804,53
31.949,693199.693,343
42.206,915732.893,60
41.892,908930.861,65
36.205,785545.305,148
43.461,942965.231,39
36.775,797909.271,150
41.254,895082.701,55
37.244,808073.237,159
44.271,960548.824,31
38.479,834882.192,98
46.721,1013703.657,21
40.621,881359.758,62
37.882,821921.599,112
34.856,756264.543,201
48.779,1058360.797,16
36.798,798411.061,133
42.952,931940.081,47
39.459,856134.326,75
33.191,720145.983,257
40.829,885859.004,60
41.825,907475.917,53
33.654,730198.311,237
45.16,979830.782,37
45.408,985212.66,26
39.979,867414.297,70
39.835,864302.809,76
33.664,730418.092,254
42.378,919484.742,52
37.949,823375.138,112
40.205,872323.313,76
41.26,895227.748,53
33.679,730739.728,257
38.47,834693.972,100
37.175,806589.059,132
38.589,837275.025,102
43.569,945323.153,38
36.689,796048.34,187
42.212,915866.392,57
37.971,823865.686,109
50.391,1093333.66,12
31.795,689846.831,335
44.537,966315.848,30
44.469,964834.449,34
50.862,1103546.974,12
46.118,1000618.325,27
40.16,871356.815,72
46.698,1013203.822,28
39.129,848976.833,78
37.894,822194.137,143
48.346,1048952.936,18
34.192,741863.452,236
44.749,970923.228,27
47.761,1036262.914,18
33.18,719906.872,273
37.663,817167.827,110
38.359,832274.144,102
46.837,1016228.145,33
44.374,962776.245,38
37.352,810420.203,123
44.128,957442.57,36
35.92,779355.878,164
34.732,753578.874,194
40.135,870816.101,82
46.924,1018112.918,27
35.598,772360.274,173
44.206,959136.635,37
30.326,657974.823,424
40.158,871316.024,62
46.925,1018134.96,22
45.448,986084.165,33
43.361,940813.691,52
40.955,888600.466,79
41.121,892209.982,65
33.543,727793.117,234
44.811,972262.749,28
37.651,816903.721,120
37.746,818976.502,110
45.073,977952.386,31
33.42,725117.118,248
38.384,832820.208,101
40.809,885422.977,70
39.275,852147.91,80
32.653,708482.164,278
36.942,801528.057,123
42.991,932782.955,47
32.337,701619.004,300
43.316,939820.213,42
35.946,779917.311,161
47.773,1036520.031,20
28.962,628382.071,518
41.972,910658.48,48
32.632,708012.842,261
48.06,1042763.016,21
42.083,913078.349,61
42.788,928372.884,51
47.5,1030602.417,12
49.417,1072201.391,15
42.136,914221.497,58
42.653,925438.541,40
38.127,827239.465,115
35.284,765553.596,182
36.369,789104.967,140
45.982,997666.344,22
45.717,991912.653,32
35.936,779712.891,164
39.209,850725.817,94
38.321,831450.454,96
40.193,872074.283,74
41.111,891977.548,70
36.77,797798.514,136
39.551,858133.455,86
39.591,859013.819,90
38.906,844148.359,101
33.624,729540.608,234
38.704,839751.713,95
40.114,870358.648,81
42.509,922307.656,50
41.251,895028.683,59
39.136,849142.516,93
33.711,731417.551,245
34.579,750249.739,226
39.969,867217.86,91
41.199,893904.281,72
44.131,957518.252,39
40.071,869430.999,72
42.537,922925.61,39
38.063,825845.059,117
38.294,830857.434,109
36.993,802628.942,146
41.65,903672.613,60
36.884,800272.443,123
43.481,943402.217,52
39.974,867309.736,81
38.361,832316.262,100
53.61,1163180.251,11
48.784,1058460.419,14
39.68,860939.082,74
44.599,967656.88,40
40.663,882257.781,71
37.882,821922.795,99
33.104,718246.681,269
44.029,955305.96,33
33.345,723490.05,266
42.053,912417.569,44
43.537,944617.586,42
43.71,948376.666,42
43.382,941260.098,50
45.618,989783.618,38
41.311,896319.14,66
33.337,723312.942,250
45.246,981705.64,30
40.868,886713.953,61
38.128,827267.572,91
43.321,939946.562,35
46.735,1014009.12,19
36.696,796192.759,150
40.254,873400.606,96
43.065,934388.891,51
38.814,842157.117,93
44.148,957881.225,33
37.786,819838.988,110
45.251,981811.929,29
38.039,825333.055,100
35.794,776630.492,172
38.073,826080.314,107
45.621,989837.209,31
44.71,970066.169,32
42.81,928857.673,59
42.151,914554.761,57
32.313,701086.154,299
48.629,1055109.173,18
46.864,1016806.355,17
38.186,828514.646,97
43.97,954022.523,39
40.367,875844.94,62
33.616,729364.175,244
42.186,915309.541,60
48.048,1042490.252,12
35.935,779686.221,167
33.767,732651.38,253
35.454,769243.161,163
40.785,884921.914,57
40.521,879181.894,70
44.431,964010.281,39
38.231,829496.091,103
28.371,615558.545,560
33.517,727227.576,219
35.904,778999.379,172
45.083,978168.485,40
41.448,899294.943,49
43.219,937730.093,47
36.822,798921.384,135
35.759,775862.961,162
43.077,934649.606,46
35.311,766151.331,179
40.181,871814.703,77
31.83,690619.706,352
31.016,672948.421,388
47.889,1039043.004,24
44.536,966290.129,30
40.463,877933.092,71
36.894,800498.053,146
39.452,855984.93,91
37.889,822067.01,118
39.647,860230.926,73
42.077,912940.54,54
35.614,772727.627,204
36.043,782032.934,167
42.23,916264.35,62
41.227,894507.796,68
31.094,674641.038,370
46.221,1002863.385,18
34.914,757522.055,190
34.204,742117.623,210
42.429,920591.871,58
42.283,917416.147,67
36.288,787346.282,179
36.231,786098.199,166
34.658,751969.94,198
37.093,804799.241,140
46.373,1006156.889,21
36.89,800399.026,108
37.189,806897.211,116
44.253,960158.958,42
35.343,766846.088,172
35.681,774169.392,162
40.636,881682.445,84
41.063,890933.814,67
42.544,923080.096,53
42.569,923618.057,38
42.042,912184.807,54
42.821,929096.293,37
25.664,556840.032,810
36.539,792787.056,156
34.948,758271.111,163
38.125,827195.389,91
36.927,801199.9,142
37.715,818294.988,120
45.305,982976.406,36
35.382,767679.021,174
43.562,945160.204,35
44.227,959588.151,33
42.98,932534.138,46
44.781,971607.679,35
33.756,732406.893,255
43.395,941533.754,43
40.328,874994.458,62
38.584,837156.859,85
45.707,991699.677,25
33.271,721875.8,264
41.204,893993.499,63
42.104,913533.965,54
33.178,719867.273,268
37.144,805912.11,125
44.479,965061.191,37
38.445,834148.606,91
35.056,760617.81,195
40.707,883214.924,75
42.009,911472.426,51
40.458,877825.712,75
42.778,928148.244,46
38.66,838816.372,101
40.804,885323.292,69
46.839,1016267.433,20
41.167,893199.802,72
26.86,582790.935,714
37.393,811321.79,138
36.984,802441.844,140
33.277,722017.859,310
43.222,937779.878,37
43.032,933675.373,41
45.543,988140.033,36
48.435,1050897.634,14
41.577,902091.04,56
31.509,683660.418,340
37.445,812453.519,127
37.601,815823.186,116
34.833,755770.942,194
35.264,765130.04,196
38.18,828397.342,119
36.974,802229.547,131
42.49,921909.072,48
47.465,1029850.883,17
42.053,912432.582,48
37.608,815970.832,104
46.035,998813.992,29
43.296,939391.868,42
39.346,853699.106,82
29.25,634645.661,522
43.577,945485.247,36
37.083,804590.229,125
45.234,981439.997,34
48.859,1060093.194,22
41.129,892367.095,67
41.234,894647.869,61
37.169,806462.795,113
32.772,711063.184,287
38.584,837163.759,100
38.153,827801.512,87
43.286,939165.831,47
30.573,663335.973,415
37.93,822975.835,98
47.969,1040776.549,20
49.145,1066296.842,28
33.776,732845.705,222
39.576,858674.77,75
47.028,1020358.155,15
44.108,957012.435,46
36.258,786679.934,118
44.292,961011.296,38
38.95,845102.972,84
37.429,812092.587,107
36.032,781790.456,156
38.393,833003.477,119
50.691,1099834.832,15
30.772,667652.677,381
41.126,892303.602,56
34.487,748271.933,224
48.06,1042766.003,17
49.294,1069533.794,16
41.255,895119.307,55
30.326,657992.94,431
41.073,891164.387,58
28.954,628225.347,516
41.533,901131.362,72
39.866,864967.447,68
38.798,841810.319,111
35.166,762996.787,170
37.281,808884.852,132
38.661,838825.323,95
41.555,901622.55,62
45.467,986487.466,29
45.009,976552.238,27
44.019,955072.329,43
41.935,909855.012,60
45.676,991025.572,21
39.192,850347.286,93
33.897,735457.806,240
46.543,1009835.329,17
47.808,1037279.46,16
40.471,878100.3,80
33.484,726501.457,238
33.312,722762.04,281
39.281,852286.692,80
37.067,804243.846,137
38.151,827756.044,112
37.968,823783.315,93
41.082,891347.814,65
26.103,566357.564,775
45.793,993567.529,34
45.908,996065.848,19
42.104,913520.775,45
32.932,714524.295,276
41.222,894389.823,63
36.547,792969.377,178
35.316,766240.803,192
43.434,942383.091,41
41.574,902027.957,53
47.149,1022984.161,26
47.984,1041103.206,23
46.044,999008.179,38
40.845,886217.188,65
40.843,886162.165,57
35.663,773772.547,177
38.937,844808.71,86
41.907,909253.348,58
37.145,805944.107,126
43.869,951824.217,49
36.421,790220.697,155
31.379,680821.182,387
41.031,890240.751,61
44.966,975628.59,37
37.322,809769.734,149
30.727,666690.463,414
37.349,810363.171,108
37.497,813572.078,112
39.17,849880.553,83
45.195,980590.692,30
41.141,892636.448,59
37.224,807640.339,123
39.076,847824.888,97
35.952,780060.187,148
36.181,785018.928,157
34.405,746485.67,221
34.073,739271.294,241
41.794,906813.794,46
39.197,850468.088,81
39.091,848163.509,84
35.025,759928.044,204
33.176,719810.785,240
39.091,848146.841,90
35.11,761783.656,192
41.912,909364.256,61
45.676,991040.477,33
42.941,931686.878,44
38.857,843071.248,98
31.163,676134.824,383
35.85,777829.906,168
35.329,766533.362,203
41.19,893695.054,68
33.225,720873.097,280
43.008,933151.522,34
40.398,876509.917,72
46.603,1011148.161,22
32.609,707522.933,289
42.438,920787.031,47
36.835,799203.139,131
27.75,602086.976,590
36.954,801800.497,144
34.728,753500.783,194
37.386,811174.44,139
33.991,737499.998,208
40.343,875319.169,71
39.375,854328.554,81
37.442,812372.452,143
39.447,855876.346,76
43.053,934112.885,54
47.563,1031984.819,23
37.356,810502.799,120
48.031,1042119.569,15
36.424,790297.027,159
39.42,855287.574,86
44.666,969128.376,41
43.899,952482.934,36
40.841,886118.342,69
31.928,692741.618,346
32.063,695668.436,332
33.148,719220.069,252
43.707,948311.031,51
41.299,896063.836,54
41.309,896282.487,60
36.741,797173.925,131
36.322,788071.093,168
40.079,869603.234,85
36.503,792003.516,150
37.799,820119.309,115
49.298,1069621.959,14
31.746,688789.841,320
50.796,1102113.838,14
38.841,842724.31,94
40.876,886882.124,67
41.734,905513.384,63
40.703,883127.496,72
43.086,934844.425,46
40.109,870238.764,80
38.148,827698.8,119
36.308,787780.081,152
47.22,1024531.158,25
39.134,849096.868,84
49.645,1077156.762,12
46.286,1004260.016,33
33.857,734600.469,211
40.492,878552.588,80
37.885,821989.317,124
37.525,814174.798,121
43.914,952808.521,40
44.209,959196.359,28
39.252,851660.405,80
39.423,855370.191,91
35.895,778818.511,149
48.042,1042358.922,22
41.836,907710.062,54
33.527,727437.772,249
38.966,845456.066,87
38.258,830089.254,104
52.126,1130977.084,11
37.923,822814.276,104
50.671,1099411.009,14
36.196,785338.75,133
43.304,939562.29,45
41.549,901486.734,55
40.965,888808.603,65
39.558,858280.554,87
38.602,837539.772,84
49.793,1080364.168,12
28.915,627378.665,516
39.155,849538.859,92
39.874,865149.308,68
33.303,722585.39,228
35.145,762531.531,196
42.768,927927.576,55
41.075,891194.85,53
45.366,984302.807,25
48.82,1059249.785,23
46.491,1008723.212,27
43.565,945231.789,32
34.836,755842.485,207
34.365,745607.359,248
40.94,888278.074,64
44.281,960772.409,32
37.908,822479.666,112
40.494,878588.175,82
43.173,936734.771,45
40.875,886874.757,75
43.619,946391.166,43
39.279,852232.558,92
42.597,924227.57,47
40.531,879399.874,68
36.272,786995.364,157
43.405,941748.694,47
25.714,557910.002,819
37.709,818174.319,114
38.372,832565.084,102
38.215,829155.579,130
31.916,692480.743,332
39.965,867125.435,72
38.294,830873.153,101
35.608,772594.189,188
45.369,984377.421,25
41.701,904796.674,56
39.678,860894.266,76
35.244,764681.567,178
40.86,886531.266,59
43.465,943063.403,38
33.651,730129.707,232
39.475,856490.213,88
39.566,858473.934,68
41.576,902068.737,52
41.308,896260.849,65
37.306,809422.014,120
49.1,1065330.654,9
35.841,777632.025,188
38.752,840794.197,96
37.947,823344.946,100
44.117,957200.3,39
44.159,958113.148,35
46.323,1005062.724,26
48.485,1051969.53,11
38.783,841470.36,90
42.023,911774.802,50
36.676,795754.187,132
45.141,979423.773,27
45.187,980421.434,26
49.333,1070384.702,18
37.456,812692.611,129
38.315,831312.678,98
36.885,800294.234,141
42.093,913300.113,49
37.431,812135.772,146
42.635,925057.244,55
40.441,877443.36,70
42.717,926832.523,39
36.218,785829.179,129
42.934,931538.705,47
42.701,926493.259,49
37.642,816707.693,114
41.208,894079.996,44
40.934,888143.522,75
37.404,811544.07,121
37.427,812053.602,106
44.769,971350.139,33
28.244,612810.239,626
34.132,740557.983,208
35.308,766079.44,166
48.209,1045988.604,22
40.074,869493.373,80
42.461,921275.085,56
49.173,1066896.874,13
37.127,805543.196,140
40.878,886932.601,64
43.177,936806.643,39
44.91,974406.069,30
39.768,862839.055,74
37.581,815396.607,140
36.529,792575.858,130
41.864,908315.687,61
39.536,857812.784,98
30.441,660483.667,443
37.292,809134.589,122
37.057,804034.29,133
42.004,911354.167,53
29.868,648035.356,472
47.939,1040141.591,15
38.868,843313.232,109
37.901,822327.889,123
42.958,932058.186,44
40.55,879806.982,70
35.942,779839.532,168
40.599,880882.61,78
43.506,943944.363,54
41.593,902449.597,51
34.065,739103.781,232
44.137,957640.456,45
43.458,942908.847,50
35.873,778326.694,176
35.542,771162.394,179
36.52,792385.128,141
43.698,948124.886,32
47.174,1023544.938,26
37.072,804356.643,116
33.755,732389.303,251
48.491,1052106.672,25
45.613,989654.504,28
40.8,885245.778,66
39.519,857453.99,78
43.872,951899.952,38
39.443,855795.166,93
37.379,811008.73,110
36.582,793711.182,141
35.257,764976.242,172
42.113,913730.06,49
47.841,1037997.702,24
38.974,845621.709,104
43.993,954512.849,34
39.77,862885.507,84
41.779,906482.802,52
47.831,1037780.343,23
42.72,926888.373,33
37.752,819097.457,131
41.084,891393.245,64
54.578,1184179.813,10
33.548,727887.192,284
36.954,801798.17,160
42.794,928504.011,54
44.812,972286.067,38
45.189,980465.187,41
45.027,976958.244,26
44.965,975595.816,31
31.266,678377.961,376
39.287,852407.873,79
39.966,867143.106,73
34.407,746531.138,222
47.01,1019973.549,22
40.142,870960.251,70
39.485,856699.642,89
41.627,903177.029,60
38.555,836536.102,93
43.229,937935.437,50
42.331,918459.161,57
38.491,835131.201,93
38.147,827672.118,124
40.563,880095.398,68
29.028,629821.182,525
43.936,953268.908,34
45.864,995119.685,26
45.242,981609.001,37
37.624,816332.197,111
26.199,568430.978,757
31.878,691659.646,318
43.233,938017.798,40
39.054,847353.404,90
39.997,867820.428,80
44.598,967634.282,39
37.349,810355.22,117
42.485,921787.397,53
38.866,843279.246,87
43.37,941006.489,43
46.358,1005820.381,26
40.544,879683.498,64
48.37,1049476.545,19
44.959,975482.167,35
38.751,840774.008,97
43.369,940984.641,41
46.278,1004100.741,24
40.168,871519.226,88
30.47,661103.547,405
57.461,1246736.005,5
39.774,862972.449,78
41.246,894922.046,67
28.692,622524.941,622
44.901,974218.548,38
24.828,538687.642,848
41.325,896625.367,59
44.091,956649.647,46
43.801,950354.4,38
39.551,858134.338,86
35.581,771990.612,171
46.662,1012432.576,22
43.521,944271.076,42
35.258,764984.744,193
43.665,947400.892,43
37.475,813105.905,119
38.237,829633.239,94
33.053,717152.412,261
40.499,878714.917,79
40.717,883437.409,72
38.255,830024.987,114
53.891,1169269.934,6
47.265,1025516.787,18
42.199,915600.558,59
36.885,800287.216,144
37.006,802924.933,122
40.144,870994.562,63
43.659,947272.224,41
46.282,1004186.623,24
45.256,981929.184,26
40.564,880119.148,60
35.55,771328.159,196
41.624,903110.906,39
39.93,866355.559,79
33.46,725988.275,258
49.822,1080992.562,13
45.923,996383.444,32
45.737,992352.257,25
34.678,752406.445,209
41.254,895087.337,69
30.798,668230.401,380
48.199,1045766.027,18
39.163,849721.7,90
38.868,843317.918,99
37.987,824212.968,122
40.032,868568.671,93
39.122,848829.584,86
44.482,965134.748,42
50.127,1087605.875,10
37.254,808290.218,148
38.59,837286.754,100
40.558,879984.127,60
34.198,741987.174,223
41.749,905831.21,48
46.014,998372.473,17
38.339,831835.276,106
39.436,855650.916,74
37.086,804663.563,142
43.836,951101.715,41
39.418,855244.539,100
27.046,586807.303,685
36.453,790918.185,149
41.189,893679.572,64
42.749,927531.078,51
31.195,676836.827,369
48.165,1045030.636,23
34.855,756253.964,198
34.591,750512.812,186
50.557,1096943.062,18
26.272,570025.595,734
36.481,791536.444,149
38.876,843498.363,80
43.153,936292.387,38
50.257,1090419.813,18
33.88,735095.424,230
32.92,714255.882,282
30.681,665685.43,403
45.141,979427.086,35
48.743,1057582.872,14
44.652,968804.301,34
43.525,944357.556,36
40.298,874346.642,77
41.961,910435.374,54
37.334,810025.932,119
39.952,866838.217,74
39.179,850076.605,98
36.663,795484.69,143
44.878,973709.232,40
41.739,905618.01,69
43.591,945785.859,46
42.742,927372.832,45
42.529,922756.668,38
42.114,913753.344,48
40.908,887577.479,73
46.212,1002658.672,22
35.617,772789.949,168
40.168,871518.245,92
32.606,707447.699,275
38.792,841659.896,85
38.661,838824.576,91
39.386,854556.172,92
32.831,712341.024,302
42.492,921955.547,53
38.47,834686.333,85
36.592,793935.691,150
43.271,938851.993,43
47.604,1032862.025,21
41.707,904922.784,51
34.538,749378.299,222
45.954,997064.842,24
34.272,743605.244,197
37.545,814604.296,139
41.423,898751.984,49
42.021,911738.795,56
33.21,720568.201,244
49.03,1063806.257,15
32.802,711706.081,259
38.465,834583.68,109
39.9,865713.596,58
50.564,1097079.157,14
42.835,929387.924,38
39.31,852919.295,85
42.012,911532.466,61
42.358,919030.714,50
39.735,862132.286,83
42.169,914938.787,46
38.96,845309.49,106
38.371,832545.981,110
45.202,980754.773,19
39.142,849266.223,95
42.813,928906.288,33
34.868,756538.52,161
39.301,852709.159,81
44.48,965081.534,20
43.98,954227.864,51
36.812,798699.32,138
31.789,689721.36,348
43.898,952455.27,31
35.036,760175.932,184
36.442,790685.07,154
39.643,860136.331,72
36.032,781782.827,152
37.31,809521.433,115
40.353,875534.006,74
42.052,912396.82,59
48.414,1050447.142,16
36.504,792018.299,184
40.537,879525.454,74
47.993,1041305.484,15
33.015,716334.502,280
47.228,1024698.165,22
34.388,746124.237,214
40.444,877510.873,70
36.059,782373.456,181
46.917,1017947.539,29
38.884,843656.875,81
45.989,997822.046,35
43.327,940060.749,43
46.069,999553.596,27
35.144,762512.207,188
37.457,812707.768,122
40.492,878562.066,81
36.529,792566.536,149
45.375,984505.729,27
35.356,767124.366,178
44.433,964065.563,34
41.258,895180.855,57
45.709,991739.26,30
27.596,598759.016,660
31.887,691852.549,351
40.383,876183.319,63
43.941,953395.666,34
42.942,931714.721,48
45.771,993084.674,26
42.049,912330.748,56
41.811,907179.311,49
33.7,731194.291,287
37.662,817151.318,123
39.063,847548.762,90
46.411,1006974.991,25
40.326,874961.763,79
38.618,837901.004,85
37.677,817482.002,133
55.763,1209894.449,5
40.476,878207.867,74
36.595,794002.199,134
41.239,894756.57,59
36.958,801878.785,127
40.864,886617.886,52
34.874,756659.326,166
38.946,845008.898,99
45.978,997592.227,28
37.344,810261.093,131
45.363,984244.546,34
34.923,757722.813,195
43.431,942318.604,41
35.815,777070.19,134
44.115,957169.276,35
45.146,979531.99,26
36.819,798866.174,137
42.602,924339.445,40
40.929,888027.122,51
38.793,841682.168,81
41.127,892338.129,73
45.9,995893.521,22
42.197,915558.314,56
33.237,721149.19,251
41.713,905036.635,57
42.489,921883.473,50
42.128,914041.806,54
32.72,709928.822,293
40.936,888194.637,66
41.574,902036.476,55
35.369,767404.893,179
40.95,888493.336,76
43.383,941277.771,45
38.01,824699.897,101
37.8,820144.522,119
29.972,650300.734,460
35.369,767399.148,162
39.313,852967.287,100
38.573,836912.315,113
39.748,862406.308,88
38.858,843098.969,68
44.625,968231.242,38
39.007,846341.632,99
34.406,746506.473,225
47.603,1032847.08,14
38.94,844871.246,84
36.817,798816.078,119
40.343,875326.091,61
37.905,822426.704,112
52.243,1133511.043,15
48.347,1048986.12,26
45.618,989769.669,39
34.841,755950.302,203
43.078,934659.831,45
36.83,799110.4,165
42.047,912291.148,48
49.421,1072292.526,13
34.915,757554.333,196
42.405,920069.219,49
40.7,883066.259,74
41.625,903140.797,58
44.583,967312.717,35
41.285,895768.634,51
37.432,812166.908,110
46.639,1011918.563,22
37.953,823459.356,113
36.521,792398.676,137
37.821,820611.898,111
43.057,934216.309,52
36.32,788044.769,159
40.34,875250.513,75
29.608,642408.119,493
40.578,880421.348,73
32.143,697402.742,317
48.952,1062111.497,14
43.105,935239.768,40
38.635,838257.273,86
40.427,877138.381,72
32.901,713853.373,307
49.379,1071377.149,15
43.26,938614.289,45
41.435,899024.142,53
40.732,883755.749,76
36.111,783507.013,157
35.477,769748.282,178
38.447,834185.981,89
42.251,916722.455,60
39.466,856295.064,85
45.603,989452.933,26
31.604,685715.369,328
32.238,699467.977,297
44.268,960488.51,29
37.279,808831.781,158
38.824,842355.375,82
32.331,701478.833,318
40.316,874729.958,69
37.756,819193.567,114
34.646,751705.545,208
46.126,1000790.225,22
