test_year,approach,vd_MAE_pp,vd_rank_rho,bottom20_found_pct,muni_MAE_pp,muni_bias_pp,muni_rank_rho,lowest5_found
2011,Same as last election,10.775683191307794,0.46867172296938897,58.78594249201278,7.43611752021853,-7.43611752021853,0.786764705882353,3
2011,One-step model (first version),9.449598534297332,0.7116519948856446,54.31309904153355,8.424321931132274,-8.424321931132274,0.7107843137254903,3
2011,Two-step forecast,10.090327184205673,0.6979294957766359,58.146964856230035,9.806620349374677,-9.806620349374677,0.7990196078431374,4
2016,Same as last election,6.3735181090672235,0.6149354961038047,65.32951289398281,2.5504191283983655,1.9066706909001203,0.7279411764705883,4
2016,One-step model (first version),5.292202660970023,0.7335873133152597,62.46418338108882,1.5733606347538824,0.6720015819543593,0.7818627450980392,4
2016,Two-step forecast,9.276820669696106,0.7592903771789989,66.189111747851,8.187679498140279,-8.187679498140279,0.7573529411764707,4
2021,Same as last election,14.601973524677934,0.5808750662214869,55.74229691876751,13.024442427080718,13.024442427080718,0.34803921568627455,2
2021,One-step model (first version),13.315780741417251,0.6296653214369448,55.182072829131656,11.715366710446139,11.715366710446139,0.286764705882353,2
2021,Two-step forecast,5.4391159116059535,0.6205600335352128,56.30252100840336,2.304373630837048,-0.060526579402048995,0.34803921568627455,1
